scenario;rakennus_tyyppi;lammitysmuoto;kaukolampo;kevyt_oljy;raskas_oljy;kaasu;sahko;puu;turve;hiili;maalampo;muu_lammitys
wemh;teoll;kevyt_oljy;0.0043;-0.0430;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0387;0.0000
wemh;teoll;raskas_oljy;0.0043;0.0000;-0.0430;0.0000;0.0000;0.0000;0.0000;0.0000;0.0387;0.0000
wemh;teoll;kaasu;0.0027;0.0000;0.0000;-0.0266;0.0000;0.0000;0.0000;0.0000;0.0239;0.0000
wemh;teoll;sahko;0.0005;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0089;0.0000
wemh;teoll;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;teoll;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;teoll;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;teoll;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;teoll;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;varast;kaukolampo;-0.0031;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0031;0.0000
wemh;varast;kevyt_oljy;0.0043;-0.0430;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0387;0.0000
wemh;varast;raskas_oljy;0.0043;0.0000;-0.0430;0.0000;0.0000;0.0000;0.0000;0.0000;0.0387;0.0000
wemh;varast;kaasu;0.0027;0.0000;0.0000;-0.0266;0.0000;0.0000;0.0000;0.0000;0.0239;0.0000
wemh;varast;sahko;0.0005;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0089;0.0000
wemh;varast;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;varast;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;varast;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;varast;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;varast;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;muut;kaukolampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;muut;kevyt_oljy;0.0030;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0267;0.0000
wemh;muut;raskas_oljy;0.0030;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0000;0.0267;0.0000
wemh;muut;kaasu;0.0030;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0267;0.0000
wemh;muut;sahko;0.0006;0.0000;0.0000;0.0000;-0.0125;0.0000;0.0000;0.0000;0.0119;0.0000
wemh;muut;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;muut;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;muut;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;muut;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
wemh;muut;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;erpien;kaukolampo;-0.0063;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;0.0000
weml;erpien;kevyt_oljy;0.0050;-0.0500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0450;0.0000
weml;erpien;raskas_oljy;0.0050;0.0000;-0.0500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0450;0.0000
weml;erpien;kaasu;0.0031;0.0000;0.0000;-0.0313;0.0000;0.0000;0.0000;0.0000;0.0281;0.0000
weml;erpien;sahko;0.0004;0.0000;0.0000;0.0000;-0.0078;0.0000;0.0000;0.0000;0.0074;0.0000
weml;erpien;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;erpien;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;erpien;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;erpien;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;erpien;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;rivita;kaukolampo;-0.0063;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;0.0000
weml;rivita;kevyt_oljy;0.0100;-0.0500;0.0000;0.0000;0.0000;0.0025;0.0000;0.0000;0.0375;0.0000
weml;rivita;raskas_oljy;0.0100;0.0000;-0.0500;0.0000;0.0000;0.0025;0.0000;0.0000;0.0375;0.0000
weml;rivita;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;rivita;sahko;0.0016;0.0000;0.0000;0.0000;-0.0156;0.0000;0.0000;0.0000;0.0141;0.0000
weml;rivita;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;rivita;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;rivita;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;rivita;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;rivita;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;askert;kaukolampo;-0.0016;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0016;0.0000
weml;askert;kevyt_oljy;0.0100;-0.0500;0.0000;0.0000;0.0000;0.0025;0.0000;0.0000;0.0375;0.0000
weml;askert;raskas_oljy;0.0100;0.0000;-0.0500;0.0000;0.0000;0.0025;0.0000;0.0000;0.0375;0.0000
weml;askert;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;askert;sahko;0.0031;0.0000;0.0000;0.0000;-0.0313;0.0000;0.0000;0.0000;0.0281;0.0000
weml;askert;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;askert;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;askert;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;askert;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;askert;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liike;kaukolampo;-0.0031;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0031;0.0000
weml;liike;kevyt_oljy;0.0091;-0.0455;0.0000;0.0000;0.0000;0.0023;0.0000;0.0000;0.0341;0.0000
weml;liike;raskas_oljy;0.0091;0.0000;-0.0455;0.0000;0.0000;0.0023;0.0000;0.0000;0.0341;0.0000
weml;liike;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;liike;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;liike;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liike;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liike;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liike;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liike;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;tsto;kaukolampo;-0.0031;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0031;0.0000
weml;tsto;kevyt_oljy;0.0091;-0.0455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.0000
weml;tsto;raskas_oljy;0.0091;0.0000;-0.0455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.0000
weml;tsto;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;tsto;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;tsto;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;tsto;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;tsto;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;tsto;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;tsto;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liiken;kaukolampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liiken;kevyt_oljy;0.0091;-0.0455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.0000
weml;liiken;raskas_oljy;0.0091;0.0000;-0.0455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.0000
weml;liiken;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;liiken;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;liiken;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liiken;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liiken;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liiken;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;liiken;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;hoito;kaukolampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;hoito;kevyt_oljy;0.0091;-0.0455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.0000
weml;hoito;raskas_oljy;0.0091;0.0000;-0.0455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0364;0.0000
weml;hoito;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;hoito;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;hoito;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;hoito;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;hoito;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;hoito;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;hoito;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;kokoon;kaukolampo;-0.0016;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0016;0.0000
weml;kokoon;kevyt_oljy;0.0091;-0.0455;0.0000;0.0000;0.0000;0.0023;0.0000;0.0000;0.0341;0.0000
weml;kokoon;raskas_oljy;0.0091;0.0000;-0.0455;0.0000;0.0000;0.0023;0.0000;0.0000;0.0341;0.0000
weml;kokoon;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;kokoon;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;kokoon;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;kokoon;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;kokoon;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;kokoon;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;kokoon;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;opetus;kaukolampo;-0.0031;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0031;0.0000
weml;opetus;kevyt_oljy;0.0056;-0.0281;0.0000;0.0000;0.0000;0.0028;0.0000;0.0000;0.0197;0.0000
weml;opetus;raskas_oljy;0.0056;0.0000;-0.0281;0.0000;0.0000;0.0028;0.0000;0.0000;0.0197;0.0000
weml;opetus;kaasu;0.0053;0.0000;0.0000;-0.0266;0.0000;0.0013;0.0000;0.0000;0.0199;0.0000
weml;opetus;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;opetus;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;opetus;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;opetus;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;opetus;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;opetus;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;teoll;kaukolampo;-0.0031;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0031;0.0000
weml;teoll;kevyt_oljy;0.0056;-0.0281;0.0000;0.0000;0.0000;0.0028;0.0000;0.0000;0.0197;0.0000
weml;teoll;raskas_oljy;0.0056;0.0000;-0.0281;0.0000;0.0000;0.0028;0.0000;0.0000;0.0197;0.0000
weml;teoll;kaasu;0.0053;0.0000;0.0000;-0.0266;0.0000;0.0013;0.0000;0.0000;0.0199;0.0000
weml;teoll;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;teoll;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;teoll;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;teoll;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;teoll;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;teoll;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;varast;kaukolampo;-0.0031;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0031;0.0000
weml;varast;kevyt_oljy;0.0056;-0.0281;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0225;0.0000
weml;varast;raskas_oljy;0.0056;0.0000;-0.0281;0.0000;0.0000;0.0000;0.0000;0.0000;0.0225;0.0000
weml;varast;kaasu;0.0053;0.0000;0.0000;-0.0266;0.0000;0.0000;0.0000;0.0000;0.0213;0.0000
weml;varast;sahko;0.0009;0.0000;0.0000;0.0000;-0.0094;0.0000;0.0000;0.0000;0.0084;0.0000
weml;varast;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;varast;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;varast;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;varast;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;varast;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;muut;kaukolampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;muut;kevyt_oljy;0.0059;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;muut;raskas_oljy;0.0059;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;muut;kaasu;0.0059;0.0000;0.0000;-0.0297;0.0000;0.0000;0.0000;0.0000;0.0238;0.0000
weml;muut;sahko;0.0013;0.0000;0.0000;0.0000;-0.0125;0.0000;0.0000;0.0000;0.0113;0.0000
weml;muut;puu;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;muut;turve;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;muut;hiili;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;muut;maalampo;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
weml;muut;muu_lammitys;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
