vuosi;kunta;xyind;v_yht;v_0_6;v_7_14;v_15_17;v_18_29;v_30_49;v_50_64;v_65_74;v_75
2019;837;3316256822875;92;7;8;7;6;25;16;7;16
2019;837;3318756822875;204;13;17;2;35;47;44;24;22
2019;837;3321256822875;145;5;7;1;26;23;16;8;59
2019;837;3323756822875;132;7;13;5;22;36;32;7;10
2019;837;3326256822875;3;0;0;0;0;0;0;1;2
2019;837;3341256822875;1;0;0;0;0;0;0;1;0
2019;837;3348756822875;49;7;8;3;5;22;4;0;0
2019;837;3351256822875;562;52;42;8;147;163;82;51;17
2019;837;3353756822875;259;28;37;11;36;85;50;9;3
2019;837;3356256822875;82;3;8;2;8;19;24;13;5
2019;837;3358756822875;140;16;26;2;10;40;36;10;0
2019;837;3361256822875;37;2;3;2;3;17;3;2;5
2019;837;3363756822875;148;19;11;4;18;57;27;10;2
2019;837;3366256822875;22;1;4;0;0;5;4;7;1
2019;837;3173756823125;2;0;0;0;0;0;0;0;2
2019;837;3176256823125;1;0;0;0;0;0;1;0;0
2019;837;3181256823125;82;3;0;4;18;21;20;9;7
2019;837;3183756823125;106;7;11;6;8;28;16;20;10
2019;837;3186256823125;75;5;9;2;10;23;14;11;1
2019;837;3188756823125;231;29;24;3;40;75;38;17;5
2019;837;3191256823125;291;43;45;9;39;102;33;14;6
2019;837;3193756823125;442;37;65;14;79;154;59;20;14
2019;837;3196256823125;54;13;6;2;9;15;5;2;2
2019;837;3198756823125;66;5;11;3;8;13;18;8;0
2019;837;3201256823125;174;9;20;8;15;46;42;16;18
2019;837;3203756823125;151;6;19;10;15;38;26;20;17
2019;837;3206256823125;138;8;21;8;12;34;32;12;11
2019;837;3208756823125;97;9;12;5;4;31;23;8;5
2019;837;3211256823125;156;7;13;5;24;43;32;18;14
2019;837;3213756823125;70;1;8;3;7;17;13;14;7
2019;837;3216256823125;77;6;15;3;4;25;10;13;1
2019;837;3218756823125;204;26;22;5;17;54;30;35;15
2019;837;3221256823125;212;6;10;6;22;44;42;31;51
2019;837;3223756823125;66;1;6;0;6;12;22;5;14
2019;837;3226256823125;27;2;0;1;3;5;9;3;4
2019;837;3228756823125;26;1;4;5;1;7;3;3;2
2019;837;3231256823125;90;4;1;1;10;26;15;13;20
2019;837;3233756823125;99;9;8;2;11;26;28;9;6
2019;837;3236256823125;335;4;30;7;15;39;47;62;131
2019;837;3238756823125;4;0;1;0;1;0;2;0;0
2019;837;3248756823125;126;2;20;7;5;43;30;16;3
2019;837;3251256823125;322;13;18;13;46;103;67;53;9
2019;837;3253756823125;344;15;19;12;60;140;59;25;14
2019;837;3256256823125;32;2;1;0;14;7;7;1;0
2019;837;3258756823125;107;8;7;5;12;21;39;11;4
2019;837;3261256823125;434;15;25;14;104;102;88;63;23
2019;837;3263756823125;187;6;15;2;25;43;44;27;25
2019;837;3266256823125;144;9;9;2;27;24;25;15;33
2019;837;3268756823125;311;12;12;2;45;64;58;54;64
2019;837;3271256823125;222;1;3;1;33;39;41;46;58
2019;837;3273756823125;183;7;5;1;21;43;48;40;18
2019;108;2946256836375;2;0;0;0;0;0;0;0;2
2019;108;2971256836375;8;1;3;0;0;4;0;0;0
2019;108;2973756836375;10;0;4;0;0;1;5;0;0
2019;108;3003756836375;2;0;0;0;0;0;0;2;0
2019;108;3011256836375;6;2;2;0;0;2;0;0;0
2019;108;3066256836375;3;1;0;0;0;1;1;0;0
2019;108;3076256836375;5;1;1;1;0;2;0;0;0
2019;108;3081256836375;2;0;0;0;0;0;0;1;1
2019;108;3103756836375;4;2;0;0;1;1;0;0;0
2019;108;3106256836375;8;0;0;1;3;1;3;0;0
2019;108;2848756836625;3;0;1;0;0;1;0;1;0
2019;108;2861256836625;7;3;0;0;0;2;1;1;0
2019;108;2886256836625;1;0;0;0;0;0;0;1;0
2019;108;2896256836625;1;0;0;0;0;0;1;0;0
2019;108;2931256836625;2;0;0;0;0;0;2;0;0
2019;108;2968756836625;1;0;0;0;0;0;1;0;0
2019;108;2971256836625;1;0;0;0;0;1;0;0;0
2019;108;2976256836625;2;0;0;0;0;2;0;0;0
2019;108;3001256836625;2;0;0;0;0;0;0;2;0
2019;108;3026256836625;3;0;0;1;0;1;1;0;0
2019;108;3066256836625;2;0;0;0;0;0;2;0;0
2019;108;3101256836625;2;0;0;0;0;0;1;0;1
2019;108;3103756836625;4;0;2;0;0;2;0;0;0
2019;108;3106256836625;2;0;0;0;0;2;0;0;0
2019;108;3108756836625;7;0;2;1;0;3;1;0;0
2019;108;2848756836875;3;0;0;0;0;1;0;0;2
2019;108;2858756836875;2;0;0;0;0;1;1;0;0
2019;108;2886256836875;2;0;0;0;0;0;2;0;0
2019;108;2901256836875;2;0;0;0;0;1;1;0;0
2019;108;2906256836875;5;2;1;0;0;2;0;0;0
2019;108;2946256836875;2;0;0;0;0;0;0;2;0
2019;108;2963756836875;3;2;0;0;0;1;0;0;0
2019;108;2976256836875;2;0;0;0;0;1;0;0;1
2019;108;3001256836875;2;0;0;0;0;0;2;0;0
2019;108;3021256836875;2;0;0;0;0;2;0;0;0
2019;108;3066256836875;10;2;3;1;1;3;0;0;0
2019;108;3086256836875;3;0;1;0;0;0;1;1;0
2019;108;3101256836875;12;5;3;0;3;1;0;0;0
2019;108;3103756836875;15;2;4;0;1;4;3;1;0
2019;108;3108756836875;8;3;0;0;0;2;0;2;1
2019;108;3111256836875;2;0;0;0;0;0;2;0;0
2019;108;3128756836875;3;0;0;0;0;1;2;0;0
2019;108;3131256836875;5;1;2;0;0;2;0;0;0
2019;108;2853756837125;1;0;0;0;0;0;1;0;0
2019;108;2886256837125;2;0;0;0;0;0;0;2;0
2019;108;2906256837125;4;1;1;0;0;1;1;0;0
2019;108;2963756837125;4;0;0;1;2;0;1;0;0
2019;108;2966256837125;4;2;0;0;0;2;0;0;0
2019;108;2968756837125;14;0;3;1;1;4;3;0;2
2019;108;2971256837125;1;0;0;0;0;0;0;1;0
2019;108;2973756837125;9;0;0;0;1;4;3;0;1
2019;108;2983756837125;3;1;0;0;0;2;0;0;0
2019;108;3001256837125;7;2;0;0;1;1;0;1;2
2019;108;3003756837125;5;0;1;0;0;3;1;0;0
2019;108;3061256837125;1;0;0;0;0;0;0;0;1
2019;108;3063756837125;3;0;0;0;0;1;0;2;0
2019;108;3076256837125;1;0;0;0;0;1;0;0;0
2019;108;3098756837125;2;0;0;0;1;1;0;0;0
2019;108;3108756837125;3;0;0;0;0;0;0;2;1
2019;108;2848756837375;4;0;0;0;2;0;2;0;0
2019;108;2856256837375;2;0;1;0;0;0;1;0;0
2019;108;2883756837375;2;0;0;0;0;0;1;1;0
2019;108;2886256837375;2;0;0;0;0;0;0;1;1
2019;108;2903756837375;2;0;0;0;0;0;1;1;0
2019;108;2936256837375;4;1;1;0;0;2;0;0;0
2019;108;2956256837375;2;0;0;0;0;0;2;0;0
2019;108;2966256837375;4;0;0;0;0;2;0;2;0
2019;108;2968756837375;2;0;0;0;0;0;0;2;0
2019;108;2976256837375;2;0;0;0;0;0;0;2;0
2019;108;2981256837375;6;0;1;0;2;0;0;1;2
2019;108;3068756837375;2;0;0;0;0;1;1;0;0
2019;108;3088756837375;3;0;0;0;0;0;2;0;1
2019;108;3096256837375;2;0;0;1;0;0;1;0;0
2019;108;3101256837375;1;0;0;0;0;0;1;0;0
2019;108;3103756837375;2;0;0;0;0;0;1;1;0
2019;108;3106256837375;2;0;0;0;0;0;0;1;1
2019;108;2848756837625;1;0;0;0;0;1;0;0;0
2019;108;2883756837625;2;0;0;0;0;0;0;2;0
2019;108;2921256837625;3;0;0;0;1;0;2;0;0
2019;108;2928756837625;3;0;0;0;1;0;2;0;0
2019;108;2938756837625;2;0;0;0;1;1;0;0;0
2019;108;2958756837625;2;0;0;0;0;2;0;0;0
2019;108;2961256837625;5;2;1;0;0;2;0;0;0
2019;108;2963756837625;3;0;0;0;0;1;2;0;0
2019;108;2968756837625;8;0;1;1;1;1;2;2;0
2019;108;3063756837625;2;0;0;0;0;2;0;0;0
2019;108;3066256837625;5;0;0;0;1;0;2;1;1
2019;108;3073756837625;4;0;0;0;0;2;0;2;0
2019;108;3076256837625;2;0;0;0;0;0;0;2;0
2019;108;3093756837625;3;2;0;0;0;1;0;0;0
2019;108;2843756837875;5;0;0;1;0;0;2;2;0
2019;108;2848756837875;6;0;0;0;1;4;1;0;0
2019;108;2851256837875;4;0;0;2;0;0;2;0;0
2019;108;2876256837875;8;0;0;1;1;4;0;2;0
2019;108;2916256837875;5;2;0;0;2;0;1;0;0
2019;108;2918756837875;2;0;0;0;1;1;0;0;0
2019;108;2921256837875;1;0;0;0;0;0;0;1;0
2019;108;2928756837875;1;0;0;0;0;1;0;0;0
2019;108;2961256837875;6;0;0;0;1;1;2;0;2
2019;108;2963756837875;11;3;0;0;2;0;2;2;2
2019;108;2966256837875;8;2;0;0;0;2;0;3;1
2019;108;2971256837875;2;1;0;0;1;0;0;0;0
2019;108;2973756837875;1;0;0;0;0;1;0;0;0
2019;108;2996256837875;4;0;1;1;0;2;0;0;0
2019;108;3063756837875;3;0;1;0;0;2;0;0;0
2019;108;3078756837875;5;0;0;0;1;2;2;0;0
2019;108;3088756837875;1;0;0;0;0;1;0;0;0
2019;108;2843756838125;2;0;0;0;0;1;0;1;0
2019;108;2846256838125;6;0;2;1;1;2;0;0;0
2019;108;2878756838125;1;0;0;0;0;0;1;0;0
2019;108;2881256838125;2;0;0;0;0;0;0;2;0
2019;108;2896256838125;3;0;0;0;1;0;2;0;0
2019;108;2918756838125;2;0;0;0;0;2;0;0;0
2019;108;2921256838125;14;3;2;0;3;4;2;0;0
2019;108;2923756838125;3;0;0;0;0;2;0;0;1
2019;108;2926256838125;2;0;0;0;0;2;0;0;0
2019;108;2961256838125;2;0;0;0;0;0;0;2;0
2019;108;2963756838125;5;0;0;0;2;0;3;0;0
2019;108;2966256838125;15;0;4;2;0;3;5;1;0
2019;108;2973756838125;2;0;0;0;0;2;0;0;0
2019;108;2978756838125;1;0;0;0;0;0;0;1;0
2019;108;2996256838125;1;0;0;0;0;0;0;1;0
2019;108;2998756838125;4;2;0;0;2;0;0;0;0
2019;108;3071256838125;3;1;0;0;0;2;0;0;0
2019;108;3078756838125;4;0;3;0;0;1;0;0;0
2019;108;3088756838125;1;0;0;0;0;0;0;1;0
2019;108;3091256838125;1;0;0;0;0;0;0;1;0
2019;108;3098756838125;5;1;2;0;0;2;0;0;0
2019;250;3061256896375;3;0;0;0;1;0;2;0;0
2019;250;3063756896375;12;1;1;0;1;2;3;4;0
2019;250;3066256896375;4;0;1;1;0;2;0;0;0
2019;250;3068756896375;3;0;0;0;0;0;0;1;2
2019;250;3071256896375;2;0;0;0;0;0;0;2;0
2019;250;3076256896375;2;0;0;0;2;0;0;0;0
2019;250;3081256896375;1;0;0;0;0;0;0;1;0
2019;250;3083756896375;2;0;0;0;0;0;2;0;0
2019;250;2963756896625;1;0;0;0;1;0;0;0;0
2019;250;2993756896625;2;0;0;0;0;0;2;0;0
2019;250;2996256896625;2;0;0;0;0;0;2;0;0
2019;250;3006256896625;2;0;0;0;0;0;0;0;2
2019;250;3061256896625;4;0;0;0;2;0;2;0;0
2019;250;3068756896625;2;0;0;0;0;0;2;0;0
2019;250;3076256896625;8;0;0;0;1;0;7;0;0
2019;250;3083756896625;1;0;0;0;0;0;1;0;0
2019;250;2998756896875;2;0;0;0;0;0;2;0;0
2019;250;3006256896875;3;0;0;0;0;0;1;1;1
2019;250;3073756896875;2;0;0;0;0;0;0;1;1
2019;250;2973756897125;4;1;1;0;0;2;0;0;0
2019;250;2978756897125;1;0;0;0;0;0;1;0;0
2019;250;3006256897125;4;0;0;0;0;2;0;2;0
2019;250;3008756897125;2;0;0;0;0;0;0;2;0
2019;250;3016256897125;1;0;0;0;0;0;0;1;0
2019;250;3018756897125;2;0;0;0;0;0;0;2;0
2019;250;3058756897125;4;0;0;0;0;1;3;0;0
2019;250;2973756897375;2;0;0;0;0;0;0;1;1
2019;250;2976256897375;3;0;0;2;0;1;0;0;0
2019;250;3001256897375;2;0;0;0;0;0;0;0;2
2019;250;3006256897375;2;0;0;0;0;0;0;2;0
2019;250;3061256897375;1;0;0;0;0;0;0;1;0
2019;250;3071256897375;2;0;0;0;0;0;1;1;0
2019;250;3073756897375;3;0;0;0;0;0;2;1;0
2019;250;3076256897375;2;0;0;0;0;0;1;1;0
2019;250;3003756897625;4;1;1;0;0;2;0;0;0
2019;250;3056256897625;3;0;0;0;0;1;2;0;0
2019;108;3101256838125;3;1;0;0;2;0;0;0;0
2019;108;2841256838375;1;0;0;0;0;0;0;1;0
2019;108;2871256838375;2;0;0;0;0;0;0;2;0
2019;108;2893756838375;6;0;0;0;2;2;0;2;0
2019;108;2896256838375;7;2;0;1;2;2;0;0;0
2019;108;2918756838375;7;0;1;0;0;3;2;0;1
2019;108;2926256838375;2;0;0;0;0;0;2;0;0
2019;108;2928756838375;1;0;0;0;0;0;0;0;1
2019;108;2931256838375;5;0;2;0;0;2;0;1;0
2019;108;2953756838375;3;0;0;2;0;0;1;0;0
2019;108;2956256838375;4;0;0;0;0;1;0;3;0
2019;108;2958756838375;10;1;0;1;0;5;3;0;0
2019;108;2961256838375;3;0;0;0;0;2;0;1;0
2019;108;2963756838375;5;0;0;1;2;0;2;0;0
2019;108;2966256838375;7;0;0;0;0;0;2;2;3
2019;108;2968756838375;4;0;2;0;0;2;0;0;0
2019;108;2991256838375;31;0;4;3;2;7;7;6;2
2019;108;2993756838375;6;0;0;0;0;0;2;4;0
2019;108;2996256838375;3;0;0;0;1;2;0;0;0
2019;108;2998756838375;2;0;0;0;0;0;1;1;0
2019;108;3046256838375;2;0;0;0;0;1;0;0;1
2019;108;3078756838375;6;2;0;0;3;1;0;0;0
2019;108;3081256838375;1;0;0;0;0;0;0;1;0
2019;108;2871256838625;3;0;1;0;0;1;1;0;0
2019;108;2873756838625;2;0;0;0;0;0;2;0;0
2019;108;2888756838625;1;0;0;0;1;0;0;0;0
2019;108;2891256838625;4;1;1;0;0;2;0;0;0
2019;108;2893756838625;2;0;0;0;0;1;1;0;0
2019;108;2896256838625;3;1;0;0;1;1;0;0;0
2019;108;2918756838625;3;0;2;0;0;1;0;0;0
2019;108;2928756838625;2;0;0;0;0;2;0;0;0
2019;108;2931256838625;1;0;0;0;0;0;1;0;0
2019;250;2971256897875;2;0;0;0;0;0;1;0;1
2019;250;3071256897875;4;0;2;0;0;2;0;0;0
2019;250;3108756897875;1;0;0;0;0;0;0;1;0
2019;250;2968756898125;3;1;0;0;0;2;0;0;0
2019;250;2981256898125;3;0;0;0;0;0;0;2;1
2019;250;3001256898125;2;0;0;0;0;0;0;0;2
2019;250;3006256898125;2;0;0;0;0;0;1;0;1
2019;250;3058756898125;2;0;0;0;0;0;2;0;0
2019;250;3061256898125;1;0;0;0;0;0;0;1;0
2019;250;3073756898125;1;0;0;0;0;0;0;0;1
2019;250;2981256898375;4;0;0;0;0;0;0;2;2
2019;250;2983756898375;4;0;1;1;0;1;0;1;0
2019;250;2986256898375;1;0;0;0;0;0;1;0;0
2019;250;3013756898375;1;0;0;0;0;0;0;0;1
2019;250;3016256898375;1;0;0;0;0;1;0;0;0
2019;250;3068756898375;6;1;2;0;0;2;0;1;0
2019;250;3071256898375;4;2;0;0;2;0;0;0;0
2019;250;3073756898375;4;0;0;0;1;0;3;0;0
2019;250;3076256898375;1;0;0;0;0;1;0;0;0
2019;250;2963756898625;4;0;2;0;0;2;0;0;0
2019;250;2968756898625;1;0;0;0;0;0;1;0;0
2019;250;2981256898625;4;0;0;0;0;1;1;2;0
2019;250;3001256898625;1;0;0;0;0;0;1;0;0
2019;250;3013756898625;2;0;0;0;0;0;0;0;2
2019;250;3053756898625;2;0;0;0;0;0;0;0;2
2019;250;3063756898625;3;0;0;1;0;1;1;0;0
2019;250;3068756898625;3;0;0;0;1;0;2;0;0
2019;250;3073756898625;2;0;0;0;0;0;1;1;0
2019;250;3001256898875;2;0;0;0;0;0;2;0;0
2019;250;3056256898875;4;0;0;2;0;2;0;0;0
2019;250;3058756898875;2;0;0;0;0;0;0;2;0
2019;250;3066256898875;4;0;0;0;0;2;1;1;0
2019;250;3068756898875;5;0;0;0;1;0;2;0;2
2019;250;3078756898875;4;0;0;1;1;0;2;0;0
2019;250;3108756898875;1;0;0;0;0;0;1;0;0
2019;250;2966256899125;6;1;2;0;0;2;0;0;1
2019;250;2988756899125;3;0;0;0;1;0;2;0;0
2019;250;3003756899125;7;1;1;0;1;2;2;0;0
2019;250;3038756899125;1;0;0;0;0;0;0;0;1
2019;250;3048756899125;4;0;0;1;1;1;1;0;0
2019;250;3058756899125;2;0;0;0;0;0;1;1;0
2019;250;3061256899125;5;0;0;1;1;1;1;1;0
2019;250;3063756899125;7;1;1;0;0;2;0;0;3
2019;250;3066256899125;12;1;3;0;0;7;1;0;0
2019;250;3076256899125;1;0;0;0;0;0;0;1;0
2019;250;2961256899375;2;0;0;0;0;0;0;0;2
2019;250;2963756899375;1;0;0;0;1;0;0;0;0
2019;250;2998756899375;1;0;0;0;0;0;0;0;1
2019;250;3003756899375;1;0;0;0;0;0;1;0;0
2019;250;3013756899375;1;0;0;0;0;0;0;0;1
2019;250;3041256899375;1;0;0;0;0;0;0;0;1
2019;250;3043756899375;2;0;0;0;0;0;0;0;2
2019;250;3056256899375;2;0;0;0;0;0;2;0;0
2019;250;3068756899375;1;0;0;0;1;0;0;0;0
2019;250;3103756899375;1;0;0;0;0;0;1;0;0
2019;250;3106256899375;1;0;0;0;0;0;0;0;1
2019;250;2968756899625;5;2;0;0;0;2;1;0;0
2019;250;2986256899625;7;1;2;1;1;2;0;0;0
2019;250;2993756899625;1;0;0;0;0;0;0;0;1
2019;250;3003756899625;2;0;0;0;0;0;2;0;0
2019;250;3011256899625;2;0;0;0;0;0;2;0;0
2019;250;3036256899625;2;0;0;0;0;0;0;0;2
2019;250;3043756899625;2;0;0;0;0;0;2;0;0
2019;250;3051256899625;2;0;0;0;0;0;2;0;0
2019;250;3053756899625;2;0;0;0;0;0;2;0;0
2019;250;3056256899625;2;0;0;0;0;0;1;1;0
2019;250;3058756899625;5;0;1;2;0;2;0;0;0
2019;250;3061256899625;2;0;0;0;0;0;0;0;2
2019;250;3063756899625;1;0;0;0;0;0;1;0;0
2019;250;3066256899625;3;0;1;1;0;1;0;0;0
2019;250;3071256899625;4;1;1;0;2;0;0;0;0
2019;250;3078756899625;3;0;0;0;0;0;2;0;1
2019;250;3088756899625;1;0;0;0;0;0;0;1;0
2019;250;2963756899875;6;0;0;2;1;1;1;0;1
2019;250;2968756899875;2;0;0;0;0;0;1;1;0
2019;250;3003756899875;3;0;0;1;0;0;2;0;0
2019;250;3006256899875;4;0;0;0;0;2;0;1;1
2019;250;3008756899875;1;0;0;0;0;0;0;1;0
2019;250;3013756899875;4;0;2;0;0;1;1;0;0
2019;250;3021256899875;2;0;0;0;2;0;0;0;0
2019;250;3038756899875;1;0;0;0;0;0;1;0;0
2019;250;3043756899875;7;0;2;0;0;2;2;0;1
2019;250;3046256899875;2;0;0;0;0;0;0;0;2
2019;250;3053756899875;8;0;0;0;0;0;4;2;2
2019;250;3056256899875;3;1;0;0;0;2;0;0;0
2019;250;3058756899875;8;0;0;0;0;2;3;1;2
2019;250;3076256899875;3;0;0;0;0;0;0;1;2
2019;250;3078756899875;1;0;0;0;0;0;1;0;0
2019;250;3086256899875;5;0;0;0;0;2;0;3;0
2019;250;3001256900125;2;0;0;0;0;0;0;1;1
2019;250;3008756900125;3;1;1;0;0;1;0;0;0
2019;250;3021256900125;2;0;0;0;0;0;0;2;0
2019;250;3078756900125;4;1;1;0;0;2;0;0;0
2019;250;2988756900375;1;0;0;0;0;0;1;0;0
2019;250;2996256900375;5;2;1;0;0;2;0;0;0
2019;250;3018756900375;3;0;0;1;0;0;2;0;0
2019;250;3048756900375;4;2;0;0;0;2;0;0;0
2019;250;3061256900375;2;0;0;0;0;0;1;1;0
2019;250;2996256900625;5;0;0;0;0;1;0;4;0
2019;250;2998756900625;2;0;0;0;0;0;2;0;0
2019;250;3041256900625;3;0;0;0;0;0;1;0;2
2019;250;3056256900625;1;0;0;0;0;0;0;1;0
2019;250;3076256900625;1;0;0;0;0;0;0;0;1
2019;250;3091256900625;2;0;0;0;0;0;0;2;0
2019;250;2996256900875;4;2;0;0;0;2;0;0;0
2019;250;2998756900875;1;0;0;0;0;0;0;0;1
2019;250;3023756900875;3;0;0;1;0;2;0;0;0
2019;250;3041256900875;2;0;0;0;0;0;1;1;0
2019;250;2983756901125;3;0;0;1;0;0;2;0;0
2019;250;3001256901125;1;0;0;0;0;0;0;1;0
2019;250;3083756901125;2;0;0;0;0;0;0;2;0
2019;250;2953756901375;5;1;2;0;0;2;0;0;0
2019;250;2963756901375;3;0;0;0;0;1;0;2;0
2019;250;2983756901375;2;0;0;0;0;0;1;0;1
2019;250;2986256901375;3;0;0;0;1;0;2;0;0
2019;250;2991256901375;2;0;0;0;0;0;1;1;0
2019;250;3011256901375;2;0;0;0;0;0;2;0;0
2019;250;3023756901375;4;1;1;0;1;1;0;0;0
2019;250;3026256901375;1;0;0;0;0;1;0;0;0
2019;250;3028756901375;2;0;0;0;0;1;0;1;0
2019;250;2958756901625;5;0;1;1;1;0;2;0;0
2019;250;2983756901625;1;0;0;0;0;0;0;1;0
2019;250;2988756901625;6;0;1;1;2;2;0;0;0
2019;250;3008756901625;2;0;0;0;0;0;0;2;0
2019;250;3021256901625;1;0;0;0;0;1;0;0;0
2019;250;2963756901875;1;0;0;0;0;0;0;0;1
2019;250;2981256901875;3;0;0;0;0;0;0;2;1
2019;250;2986256901875;2;0;0;0;0;0;2;0;0
2019;837;3276256823125;248;5;6;2;33;61;49;56;36
2019;837;3278756823125;690;20;21;3;102;173;86;95;190
2019;837;3281256823125;716;34;27;17;172;233;104;74;55
2019;837;3283756823125;401;8;16;8;108;101;51;53;56
2019;837;3286256823125;1204;37;35;20;360;297;175;126;154
2019;837;3288756823125;864;28;41;20;258;227;135;72;83
2019;837;3291256823125;583;22;32;8;130;162;108;58;63
2019;837;3293756823125;268;20;31;9;42;77;29;32;28
2019;837;3296256823125;60;2;8;3;6;15;13;8;5
2019;837;3298756823125;45;1;7;2;7;20;3;3;2
2019;837;3311256823125;166;10;8;8;16;45;40;28;11
2019;837;3313756823125;318;11;14;3;193;59;21;13;4
2019;837;3316256823125;65;3;7;3;7;14;22;6;3
2019;837;3318756823125;77;5;2;2;8;9;20;16;15
2019;837;3321256823125;142;5;7;0;40;33;23;17;17
2019;837;3323756823125;42;4;1;0;9;14;8;1;5
2019;837;3338756823125;2;0;0;0;0;0;2;0;0
2019;837;3351256823125;53;3;1;2;12;14;18;3;0
2019;837;3353756823125;95;10;12;2;10;30;17;9;5
2019;837;3356256823125;95;9;16;3;3;33;18;8;5
2019;837;3361256823125;103;7;11;1;14;34;21;13;2
2019;837;3363756823125;210;27;16;2;33;60;47;21;4
2019;837;3176256823375;9;0;0;1;2;4;2;0;0
2019;837;3196256823375;188;23;11;2;70;48;19;10;5
2019;837;3198756823375;63;12;12;4;7;22;6;0;0
2019;837;3201256823375;8;0;0;1;1;2;3;1;0
2019;837;3203756823375;5;0;0;0;0;3;1;1;0
2019;837;3206256823375;129;10;10;6;23;35;25;11;9
2019;837;3208756823375;64;0;9;3;7;20;16;4;5
2019;837;3211256823375;22;0;4;0;4;8;1;4;1
2019;837;3213756823375;8;2;0;2;1;3;0;0;0
2019;837;3216256823375;1;0;0;0;0;0;1;0;0
2019;108;2933756838625;5;2;0;0;0;1;2;0;0
2019;108;2948756838625;2;0;0;0;0;0;2;0;0
2019;108;2956256838625;4;0;0;0;0;0;4;0;0
2019;108;2958756838625;3;0;0;0;0;0;2;1;0
2019;108;2961256838625;2;0;0;0;0;0;0;1;1
2019;108;2966256838625;5;0;0;0;3;0;2;0;0
2019;108;2968756838625;7;0;2;0;0;2;3;0;0
2019;108;2971256838625;4;0;0;0;0;0;2;2;0
2019;108;2988756838625;29;2;3;0;0;6;9;5;4
2019;108;2991256838625;35;1;0;1;4;3;15;5;6
2019;108;2996256838625;2;0;0;0;0;0;1;1;0
2019;108;3056256838625;1;0;0;0;0;0;0;0;1
2019;108;3081256838625;5;0;3;0;0;2;0;0;0
2019;108;2838756838875;3;0;0;0;1;0;2;0;0
2019;108;2871256838875;2;0;0;0;0;0;2;0;0
2019;108;2873756838875;1;0;0;0;0;1;0;0;0
2019;108;2878756838875;3;1;0;0;2;0;0;0;0
2019;108;2881256838875;4;0;2;0;0;2;0;0;0
2019;108;2886256838875;2;0;0;0;0;0;0;2;0
2019;108;2891256838875;4;0;1;0;1;2;0;0;0
2019;108;2893756838875;2;0;0;0;0;1;0;1;0
2019;108;2896256838875;6;0;0;0;0;2;0;3;1
2019;108;2898756838875;6;3;0;0;0;2;0;1;0
2019;108;2908756838875;1;0;0;0;0;0;0;1;0
2019;108;2958756838875;3;1;0;0;0;2;0;0;0
2019;108;2968756838875;3;0;0;0;0;0;1;0;2
2019;108;2971256838875;2;0;0;0;0;0;0;2;0
2019;108;2988756838875;55;3;3;2;5;9;12;11;10
2019;108;2991256838875;2;0;1;0;0;1;0;0;0
2019;108;2993756838875;41;4;9;5;2;12;7;2;0
2019;108;2996256838875;2;0;0;0;0;2;0;0;0
2019;108;2998756838875;6;0;0;0;0;0;6;0;0
2019;250;2993756901875;2;0;0;0;0;0;2;0;0
2019;250;3008756901875;4;0;0;2;0;2;0;0;0
2019;250;2958756902125;2;0;0;0;0;1;0;0;1
2019;250;2983756902125;5;1;2;0;1;1;0;0;0
2019;250;3003756902125;3;0;0;0;0;0;2;1;0
2019;250;3006256902125;14;1;1;0;0;3;6;3;0
2019;250;3008756902125;8;0;0;1;0;4;2;1;0
2019;250;3011256902125;6;0;1;0;0;2;1;1;1
2019;250;3013756902125;2;0;0;0;0;0;0;2;0
2019;250;3016256902125;2;0;0;0;0;0;1;1;0
2019;250;3026256902125;3;0;1;0;0;0;1;1;0
2019;250;2948756902375;1;0;0;0;0;0;1;0;0
2019;250;2951256902375;2;0;0;0;2;0;0;0;0
2019;250;3001256902375;4;0;0;0;0;0;2;2;0
2019;250;3003756902375;28;0;0;1;3;5;9;8;2
2019;250;3006256902375;44;4;4;0;8;7;9;11;1
2019;250;3008756902375;25;3;3;0;2;4;3;7;3
2019;250;3011256902375;43;0;2;1;0;12;7;12;9
2019;250;3013756902375;10;1;3;0;0;4;2;0;0
2019;250;3016256902375;3;0;0;0;0;1;1;1;0
2019;250;3018756902375;3;0;1;1;0;1;0;0;0
2019;250;3021256902375;2;0;0;0;0;0;0;0;2
2019;250;3026256902375;8;0;2;1;0;4;0;0;1
2019;250;3028756902375;2;0;0;0;0;0;0;1;1
2019;250;3031256902375;1;0;0;0;0;1;0;0;0
2019;250;3038756902375;5;0;0;0;0;0;3;1;1
2019;250;2948756902625;1;0;0;0;0;0;0;0;1
2019;250;2981256902625;4;0;0;0;0;0;3;1;0
2019;250;2983756902625;6;0;0;0;2;2;2;0;0
2019;250;3001256902625;2;0;0;0;0;0;2;0;0
2019;250;3003756902625;22;2;0;1;4;3;5;4;3
2019;250;3006256902625;24;3;5;2;2;7;2;3;0
2019;108;3001256838875;5;1;0;0;0;3;1;0;0
2019;108;3003756838875;5;1;2;0;0;2;0;0;0
2019;108;3006256838875;4;0;0;1;1;0;2;0;0
2019;108;3011256838875;3;0;0;0;0;0;3;0;0
2019;108;3053756838875;6;0;2;0;0;1;1;2;0
2019;108;3056256838875;2;0;0;0;0;0;2;0;0
2019;108;3076256838875;2;0;0;0;0;0;0;2;0
2019;108;3078756838875;6;1;2;0;0;3;0;0;0
2019;108;3081256838875;2;0;0;0;0;0;1;1;0
