vuosi;kunta;tp_yht;xyind
2017;936;2;3286256893375
2017;936;7;3248756893875
2017;936;7;3268756894125
2017;936;1;3271256894125
2017;936;1;3251256894375
2017;936;3;3258756894375
2017;936;3;3261256894375
2017;936;1;3263756894375
2017;936;1;3346256894375
2017;936;1;3261256894875
2017;936;1;3436256895125
2017;936;13;3231256895375
2017;936;2;3256256895375
2017;936;3;3256256895875
2017;936;1;3263756895875
2017;936;3;3276256895875
2017;936;4;3316256895875
2017;936;1;3221256896375
2017;936;1;3263756896375
2017;936;2;3253756896625
2017;936;1;3346256896625
2017;936;1;3401256896625
2017;936;1;3443756896625
2017;936;5;3328756897125
2017;936;3;3196256897375
2017;936;1;3223756897375
2017;936;1;3328756897375
2017;936;1;3223756897875
2017;936;2;3226256897875
2017;936;1;3403756898125
2017;936;1;3391256898375
2017;936;6;3396256898625
2017;936;1;3336256898875
2017;936;1;3188756899125
2017;936;1;3393756899125
2017;936;5;3356256899375
2017;936;1;3461256899375
2017;936;2;3418756899625
2017;936;1;3331256899875
2017;936;6;3358756899875
2017;936;1;3398756899875
2017;936;1;3461256899875
2017;936;17;3358756900125
2017;936;2;3271256900375
2017;936;1;3336256900375
2017;936;3;3356256900375
2017;936;1;3401256900375
2017;936;2;3351256900625
2017;936;2;3361256901375
2017;936;2;3403756901375
2017;936;5;3521256901375
2017;936;2;3258756901625
2017;936;2;3343756901625
2017;936;2;3221256901875
2017;936;1;3531256901875
2017;936;1;3356256902125
2017;936;1;3256256902375
2017;936;1;3348756902375
2017;936;1;3528756902375
2017;936;1;3296256902625
2017;936;3;3258756902875
2017;936;2;3331256903125
2017;936;2;3328756903375
2017;108;5;2963756837875
2017;108;8;3001256837875
2017;108;1;2876256838125
2017;108;1;2918756838125
2017;108;1;2921256838125
2017;108;1;2923756838125
2017;108;1;2966256838125
2017;108;21;2998756838125
2017;108;2;3001256838125
2017;108;1;2918756838375
2017;108;1;2958756838375
2017;108;12;2966256838375
2017;108;8;2991256838375
2017;108;5;2998756838375
2017;108;1;3001256838375
2017;108;1;2871256838625
2017;108;3;2966256838625
2017;108;1;2971256838625
2017;108;1;2988756838625
2017;108;1;2991256838625
2017;108;1;3081256838625
2017;108;1;2988756838875
2017;108;2;2991256838875
2017;108;3;2993756838875
2017;108;1;3001256838875
2017;108;1;3006256838875
2017;108;2;2836256839125
2017;108;3;2876256839125
2017;108;1;2961256839125
2017;108;13;2988756839125
2017;108;7;2991256839125
2017;108;1;2996256839125
2017;108;1;2861256839375
2017;837;7;3373756826875
2017;837;1;3376256826875
2017;837;16;3391256826875
2017;837;21;3393756826875
2017;837;1;3231256827125
2017;837;1;3318756827125
2017;837;1;3333756827125
2017;837;1;3338756827125
2017;837;5;3373756827125
2017;837;3;3376256827125
2017;837;4;3233756827375
2017;837;1;3343756827375
2017;837;5;3346256827375
2017;837;4;3373756827375
2017;837;2;3348756827625
2017;837;1;3356256827625
2017;837;1;3373756827875
2017;837;1;3376256827875
2017;837;13;3363756828125
2017;837;1;3383756828125
2017;837;1;3363756828375
2017;837;1;3368756828375
2017;837;1;3371256828375
2017;837;2;3373756828375
2017;837;1;3386256828375
2017;837;1;3363756828625
2017;837;1;3386256828625
2017;837;2;3326256828875
2017;837;6;3378756828875
2017;837;7;3396256829125
2017;837;1;3403756829125
2017;837;1;3308756829375
2017;837;2;3313756829625
2017;250;1;2978756892875
2017;250;2;3016256892875
2017;250;1;3018756892875
2017;250;2;3021256892875
2017;250;2;3021256893125
2017;250;1;2966256893625
2017;250;1;2978756893625
2017;250;3;2978756893875
2017;250;3;3063756894375
2017;250;1;2988756894625
2017;250;4;2988756894875
2017;250;39;2991256895125
2017;250;1;3031256895125
2017;250;2;3073756895375
2017;250;2;2958756895875
2017;250;2;2961256896125
2017;250;1;2966256896125
2017;250;1;2991256896125
2017;250;1;2996256896125
2017;250;2;2998756896125
2017;250;1;2991256896375
2017;250;1;2996256896625
2017;250;1;3061256896625
2017;250;1;3068756896625
2017;250;1;2996256896875
2017;250;1;3058756897125
2017;250;1;3061256897375
2017;250;1;3001256897625
2017;250;6;3003756897875
2017;250;3;2981256898375
2017;250;1;3071256898375
2017;837;1;3386256829625
2017;837;1;3311256829875
2017;837;1;3303756830125
2017;837;3;3348756830125
2017;837;3;3408756830375
2017;837;4;3411256830875
2017;837;1;3336256831125
2017;837;1;3343756831375
2017;837;1;3421256831625
2017;837;1;3321256831875
2017;837;2;3323756831875
2017;837;1;3338756831875
2017;837;2;3336256832125
2017;837;1;3348756832125
2017;837;1;3418756832125
2017;837;3;3333756832375
2017;837;7;3318756832875
2017;837;1;3341256833375
2017;837;2;3338756833625
2017;837;3;3291256834125
2017;837;4;3356256834625
2017;837;3;3353756834875
2017;837;1;3303756835125
2017;837;1;3306256835125
2017;837;1;3343756835125
2017;837;7;3336256835375
2017;837;1;3298756835625
2017;837;10;3338756835625
2017;837;2;3356256835625
2017;837;2;3338756835875
2017;837;1;3341256835875
2017;837;19;3351256835875
2017;837;1;3371256835875
2017;936;1;3326256903625
2017;936;1;3366256903625
2017;936;12;3333756903875
2017;936;45;3343756903875
2017;936;4;3351256903875
2017;936;1;3216256904125
2017;936;2;3326256904125
2017;936;11;3331256904125
2017;936;15;3333756904125
2017;936;46;3343756904125
2017;936;2;3298756904375
2017;936;19;3326256904375
2017;936;15;3328756904375
2017;936;21;3331256904375
2017;936;2;3333756904375
2017;936;16;3338756904375
2017;936;2;3316256904625
2017;936;53;3318756904625
2017;936;1;3323756904625
2017;936;19;3326256904625
2017;936;36;3328756904625
2017;936;1;3358756904625
2017;936;26;3318756904875
2017;936;328;3323756904875
2017;936;4;3326256904875
2017;936;5;3331256904875
2017;936;18;3333756904875
2017;936;1;3336256904875
2017;936;5;3338756904875
2017;936;5;3356256904875
2017;936;1;3268756905125
2017;936;6;3313756905125
2017;936;89;3316256905125
2017;108;1;2868756839375
2017;108;9;2981256839375
2017;108;4;2983756839375
2017;108;5;2986256839375
2017;108;1;2988756839375
2017;108;1;2991256839375
2017;108;1;2993756839375
2017;108;3;2998756839375
2017;108;1;3041256839375
2017;108;5;3081256839375
2017;108;2;2873756839625
2017;108;1;2911256839625
2017;108;19;2981256839625
2017;108;311;2983756839625
2017;108;90;2986256839625
2017;108;1;2993756839625
2017;108;2;2998756839625
2017;108;3;2881256839875
2017;108;1;2946256839875
2017;108;2;2976256839875
2017;108;20;2983756839875
2017;108;99;2986256839875
2017;108;1;2991256839875
2017;108;2;2998756839875
2017;108;1;3076256839875
2017;108;2;3106256839875
2017;108;1;2983756840125
2017;108;43;2986256840125
2017;108;65;2988756840125
2017;108;1;3021256840125
2017;108;1;3111256840125
2017;108;1;3133756840125
2017;108;2;2851256840375
2017;837;1;3418756835875
2017;837;6;3311256836125
2017;837;2;3358756836125
2017;837;1;3301256836375
2017;837;4;3308756836375
2017;837;1;3321256836375
2017;837;3;3346256836375
2017;837;13;3371256836375
2017;837;2;3313756836625
2017;837;5;3316256836625
2017;837;5;3321256836625
2017;837;2;3323756836625
2017;837;1;3336256836625
2017;837;1;3368756836625
2017;837;1;3316256836875
2017;837;86;3323756836875
2017;837;4;3326256836875
2017;837;1;3366256836875
2017;837;3;3383756836875
2017;837;2;3321256837125
2017;837;12;3323756837125
2017;837;19;3326256837125
2017;837;1;3361256837125
2017;837;3;3386256837125
2017;837;1;3346256837375
2017;837;1;3353756837375
2017;837;1;3386256837625
2017;837;2;3378756837875
2017;837;1;3381256837875
2017;837;1;3383756837875
2017;837;8;3418756837875
2017;837;2;3381256838125
2017;837;1;3383756838125
2017;936;39;3318756905125
2017;936;39;3321256905125
2017;936;59;3323756905125
2017;936;62;3326256905125
2017;936;2;3333756905125
2017;936;1;3338756905125
2017;936;2;3346256905125
2017;936;1;3306256905375
2017;936;4;3308756905375
2017;936;2;3311256905375
2017;936;1;3313756905375
2017;936;61;3316256905375
2017;936;35;3318756905375
2017;936;79;3321256905375
2017;936;60;3323756905375
2017;936;5;3326256905375
2017;936;3;3333756905375
2017;936;2;3356256905375
2017;936;1;3358756905375
2017;936;1;3308756905625
2017;936;1;3311256905625
2017;936;2;3316256905625
2017;936;2;3321256905625
2017;936;13;3323756905625
2017;936;15;3326256905625
2017;936;1;3328756905625
2017;936;1;3468756905625
2017;936;3;3318756905875
2017;936;10;3323756905875
2017;936;46;3326256905875
2017;936;9;3328756905875
2017;936;6;3336256905875
2017;936;4;3338756905875
2017;536;2;3128756819875
2017;536;1;3131256819875
2017;536;2;3133756819875
2017;536;3;3136256819875
2017;536;2;3138756819875
2017;536;125;3141256819875
2017;536;31;3143756819875
2017;536;11;3148756819875
2017;536;49;3151256819875
2017;536;4;2976256820125
2017;536;1;3051256820125
2017;536;2;3081256820125
2017;536;1;3101256820125
2017;536;1;3116256820125
2017;536;2;3123756820125
2017;536;1;3128756820125
2017;536;43;3133756820125
2017;536;8;3136256820125
2017;536;16;3141256820125
2017;536;21;3146256820125
2017;536;2;3071256820375
2017;536;3;3078756820375
2017;536;111;3111256820375
2017;536;1;3113756820375
2017;536;2;3116256820375
2017;536;4;3118756820375
2017;536;1;3121256820375
2017;536;3;3123756820375
2017;536;6;3128756820375
2017;536;2;3136256820375
2017;536;171;3138756820375
2017;536;1;3146256820375
2017;536;1;3111256820625
2017;837;1;3316256838375
2017;837;3;3383756838375
2017;837;4;3326256838625
2017;837;2;3426256838625
2017;837;7;3393756838875
2017;837;2;3436256839125
2017;837;1;3293756839375
2017;837;1;3433756839375
2017;837;2;3441256839375
2017;837;1;3293756839625
2017;837;1;3341256839625
2017;837;1;3431256839875
2017;837;1;3313756840375
2017;837;6;3346256840375
2017;837;2;3421256840375
2017;837;2;3333756841625
2017;837;1;3378756841625
2017;837;1;3426256841625
2017;837;4;3331256841875
2017;837;1;3333756841875
2017;837;1;3338756841875
2017;837;3;3331256842125
2017;837;1;3366256842125
2017;837;2;3346256842375
2017;837;2;3398756843125
2017;837;2;3401256843125
2017;837;1;3403756843125
2017;837;6;3318756843625
2017;837;5;3321256844125
2017;837;1;3361256844125
2017;837;3;3356256844875
2017;837;24;3308756845125
2017;837;1;3331256845375
2017;108;2;2878756840375
2017;108;6;2981256840375
2017;108;50;2983756840375
2017;108;8;2986256840375
2017;108;1;2988756840375
2017;108;1;2993756840375
2017;108;2;3111256840375
2017;108;2;3113756840375
2017;108;1;2808756840625
2017;108;1;2881256840625
2017;108;3;2921256840625
2017;108;19;2981256840625
2017;108;1;2983756840625
2017;108;8;2988756840625
2017;108;1;3136256840625
2017;108;1;2821256840875
2017;108;7;2966256840875
2017;108;1;2981256840875
2017;108;1;2983756840875
2017;108;2;2988756840875
2017;108;1;3108756840875
2017;108;1;2941256841125
2017;108;70;2981256841125
2017;108;1;3018756841125
2017;108;2;3126256841125
2017;108;1;2806256841375
2017;108;1;2976256841375
2017;108;18;2983756841375
2017;108;2;2986256841375
2017;108;1;3028756841375
2017;108;12;3031256841375
2017;108;3;2878756841625
2017;108;1;2953756841625
2017;936;1;3123756906125
2017;936;2;3171256906125
2017;936;1;3188756906125
2017;936;30;3316256906125
2017;936;6;3321256906125
2017;936;43;3323756906125
2017;936;17;3326256906125
2017;936;117;3328756906125
2017;936;3;3236256906375
2017;936;1;3313756906375
2017;936;1;3323756906375
2017;936;27;3328756906375
2017;936;1;3346256906375
2017;936;4;3361256906625
2017;936;1;3313756906875
2017;936;10;3321256906875
2017;936;1;3326256906875
2017;936;1;3151256907125
2017;936;5;3463756907125
2017;936;2;3456256907375
2017;936;4;3458756907375
2017;936;8;3461256907375
2017;936;4;3143756907625
2017;936;1;3461256907625
2017;936;1;3281256907875
2017;936;2;3298756907875
2017;936;1;3151256908125
2017;936;1;3423756908125
2017;936;3;3246256908375
2017;936;2;3296256908375
2017;936;1;3473756908375
2017;936;2;3433756908625
2017;936;2;3451256908875
2017;250;1;2963756898625
2017;250;1;2968756898625
2017;250;3;3068756898625
2017;250;1;3001256898875
2017;250;1;3063756898875
2017;250;5;3066256898875
2017;250;1;3078756898875
2017;250;1;2966256899125
2017;250;4;3046256899125
2017;250;1;3061256899125
2017;250;2;3066256899125
2017;250;11;3056256899375
2017;250;7;2968756899625
2017;250;1;2986256899625
2017;250;1;3006256899625
2017;250;1;3066256899625
2017;250;4;3076256899625
2017;250;9;2968756899875
2017;250;1;3003756899875
2017;250;4;3043756899875
2017;250;2;3046256899875
2017;250;1;3041256900625
2017;250;1;3091256900625
2017;250;1;3023756900875
2017;250;1;3013756901125
2017;250;3;3081256901125
2017;250;1;3083756901125
2017;250;1;2958756901625
2017;250;1;2988756901625
2017;250;4;3003756901625
2017;250;5;3006256901625
2017;250;34;3006256901875
2017;250;1;3008756901875
2017;837;9;3361256845375
2017;837;1;3346256845625
2017;837;1;3358756845625
2017;837;10;3361256845625
2017;837;3;3363756845625
2017;837;1;3373756845625
2017;837;1;3346256845875
2017;837;2;3348756845875
2017;837;1;3356256846125
2017;837;1;3336256846625
2017;837;2;3346256846625
2017;837;1;3321256847125
2017;837;6;3413756847125
2017;837;3;3343756847625
2017;837;1;3383756847625
2017;837;10;3411256847875
2017;837;2;3418756847875
2017;837;1;3368756848375
2017;837;1;3368756848625
2017;837;1;3371256848625
2017;837;1;3368756848875
2017;837;2;3431256849125
2017;837;1;3391256849625
2017;837;2;3323756849875
2017;837;1;3376256850125
2017;837;3;3363756850375
2017;837;1;3378756850375
2017;837;6;3418756850375
2017;837;2;3328756850875
2017;837;4;3356256850875
2017;837;1;3388756850875
2017;837;10;3433756850875
2017;837;1;3328756851125
2017;108;1;2956256841625
2017;108;7;2976256841625
2017;108;30;2981256841625
2017;108;1;2983756841625
2017;108;2;2986256841625
2017;108;2;2988756841625
2017;108;2;3023756841625
2017;108;3;3128756841625
2017;108;1;2938756841875
2017;108;2;2953756841875
2017;108;37;2973756841875
2017;108;7;2976256841875
2017;108;32;2978756841875
2017;108;2;2981256841875
2017;108;8;2983756841875
2017;108;1;2986256841875
2017;108;1;2988756841875
2017;108;2;3096256841875
2017;108;13;2973756842125
2017;108;228;2976256842125
2017;108;2;2981256842125
2017;108;24;2983756842125
2017;108;6;2986256842125
2017;108;21;3006256842125
2017;108;1;3111256842125
2017;108;1;2816256842375
2017;108;2;2893756842375
2017;108;19;2973756842375
2017;108;10;2976256842375
2017;108;2;2983756842375
2017;108;1;2986256842375
2017;108;1;2991256842375
2017;108;2;2908756842625
2017;250;10;3013756901875
2017;250;73;2961256902125
2017;250;1;3006256902125
2017;250;10;3011256902125
2017;250;1;3006256902375
2017;250;3;3008756902375
2017;250;1;3001256902625
2017;250;1;3003756902625
2017;250;1;3006256902625
2017;250;15;3011256902625
2017;250;1;2983756902875
2017;250;3;3011256902875
2017;250;7;3013756902875
2017;250;1;3021256902875
2017;250;13;3011256903125
2017;250;4;3013756903125
2017;250;1;3016256903125
2017;250;1;2968756903375
2017;250;80;3013756903375
2017;250;1;3018756903375
2017;250;1;2966256903625
2017;250;1;2973756903625
2017;250;10;3001256903625
2017;250;20;3013756903625
2017;250;2;3016256903625
2017;250;1;3018756903625
2017;250;3;2966256903875
2017;250;2;3011256903875
2017;250;2;3013756903875
2017;250;109;3016256903875
2017;250;4;3013756904125
2017;250;1;3013756904375
2017;250;2;3026256904625
2017;837;1;3358756851125
2017;837;1;3433756851125
2017;837;1;3431256851875
2017;837;1;3336256852375
2017;837;1;3321256852875
2017;837;1;3418756852875
2017;837;1;3338756853125
2017;837;3;3406256853375
2017;837;1;3403756853875
2017;837;1;3421256853875
2017;837;2;3338756854375
2017;837;2;3323756855875
2017;837;6;3331256855875
2017;837;1;3336256857125
2017;837;1;3338756857125
2017;837;1;3361256857375
2017;837;1;3333756857625
2017;936;1;3141256909125
2017;936;4;3293756909375
2017;936;1;3461256909375
2017;936;2;3468756909375
2017;936;1;3123756909625
2017;936;1;3326256909875
2017;936;1;3236256910125
2017;936;12;3471256910125
2017;936;2;3116256910375
2017;936;1;3431256910375
2017;936;1;3111256910625
2017;936;1;3458756910625
2017;936;2;3118756910875
2017;936;1;3331256910875
2017;936;1;3456256911125
2017;936;1;3108756911375
2017;936;8;3291256911375
2017;936;2;3131256912125
2017;936;2;3231256912625
2017;936;1;3216256913375
2017;936;2;3226256913375
2017;936;1;3241256913375
2017;936;1;3448756913375
2017;936;1;3451256913625
2017;936;2;3091256913875
2017;936;1;3093756913875
2017;936;1;3091256914125
2017;936;2;3278756914125
2017;936;1;3443756914375
2017;936;1;3188756914625
2017;936;2;3196256914625
2017;936;1;3091256914875
2017;936;1;3211256914875
2017;108;9;2953756842625
2017;108;1;2956256842625
2017;108;3;2968756842625
2017;108;9;2971256842625
2017;108;14;2976256842625
2017;108;2;2978756842625
2017;108;2;2981256842625
2017;108;2;2983756842625
2017;108;1;2993756842625
2017;108;1;3096256842625
2017;108;1;2846256842875
2017;108;1;2853756842875
2017;108;2;2966256842875
2017;108;2;2968756842875
2017;108;3;2971256842875
2017;108;2;2973756842875
2017;108;4;2976256842875
2017;108;53;2978756842875
2017;108;2;2988756842875
2017;108;3;2991256842875
2017;108;4;3136256842875
2017;108;1;2813756843125
2017;108;1;2971256843125
2017;108;5;2973756843125
2017;108;70;2976256843125
2017;108;23;2978756843125
2017;108;16;2981256843125
2017;108;174;2983756843125
2017;108;7;2973756843375
2017;108;8;2976256843375
2017;108;2;2978756843375
2017;108;6;2971256843625
2017;108;1;2973756843625
2017;936;1;3088756915125
2017;936;1;3266256915375
2017;936;3;3208756915625
2017;936;1;3218756915625
2017;936;1;3351256915625
2017;936;3;3303756915875
2017;936;1;3323756915875
2017;936;15;3326256915875
2017;936;2;3216256916125
2017;936;1;3271256916125
2017;936;2;3328756916125
2017;936;1;3331256916375
2017;936;2;3206256916625
2017;936;1;3208756916625
2017;936;1;3363756916625
2017;936;1;3361256916875
2017;936;1;3193756917375
2017;936;2;3218756917625
2017;936;3;3263756918375
2017;936;2;3308756918625
2017;936;2;3263756919625
2017;936;1;3266256919625
2017;936;1;3268756920625
2017;936;9;3271256920625
2017;936;5;3271256920875
2017;936;1;3273756920875
2017;936;1;3276256920875
2017;936;2;3286256920875
2017;936;2;3333756920875
2017;936;3;3373756921125
2017;936;2;3376256921125
2017;936;1;3393756921125
2017;936;2;3271256921375
2017;108;43;2976256843625
2017;108;3;2981256843625
2017;108;3;2983756843625
2017;108;2;2986256843625
2017;108;1;2876256843875
2017;108;4;2971256843875
2017;108;8;2976256843875
2017;108;1;2983756843875
2017;108;1;2988756843875
2017;108;1;2971256844125
2017;108;1;2973756844125
2017;108;3;2976256844125
2017;108;12;2978756844125
2017;108;1;2921256844625
2017;108;1;2818756844875
2017;108;1;2963756844875
2017;108;16;2971256844875
2017;108;1;2973756844875
2017;108;1;2968756845375
2017;108;1;2946256845625
2017;108;1;2956256845625
2017;108;2;2966256845625
2017;108;1;2941256845875
2017;108;1;2946256845875
2017;108;1;2948756845875
2017;108;2;2966256845875
2017;108;3;2993756845875
2017;108;1;2798756846125
2017;108;1;2806256846125
2017;108;3;2958756846125
2017;108;1;2951256846375
2017;108;2;2961256846625
2017;108;2;2971256846625
2017;250;1;2968756905375
2017;250;1;3013756905625
2017;250;1;3011256905875
2017;250;2;3041256905875
2017;250;1;3018756906375
2017;250;2;3013756906625
2017;250;1;3018756906625
2017;250;5;3021256907125
2017;250;3;2971256907875
2017;250;3;3021256908125
2017;250;1;3041256908125
2017;250;1;3041256908375
2017;250;1;3028756908625
2017;250;1;3033756908625
2017;250;1;2961256909625
2017;250;1;3038756909625
2017;250;7;3026256910625
2017;250;1;3046256910625
2017;250;1;2961256911125
2017;250;1;3048756912875
2017;250;1;3051256913875
2017;250;1;3043756914125
2017;936;1;3371256921375
2017;936;1;3388756921625
2017;936;2;3261256921875
2017;936;1;3281256921875
2017;936;1;3233756922125
2017;936;2;3283756922125
2017;936;2;3373756922375
2017;936;1;3393756922375
2017;936;1;3231256922625
2017;936;1;3231256922875
2017;936;2;3238756922875
2017;936;9;3251256922875
2017;936;2;3381256922875
2017;936;8;3393756922875
2017;936;1;3241256923125
2017;936;4;3243756923125
2017;936;1;3293756923125
2017;936;38;3393756923125
2017;936;3;3223756923375
2017;936;2;3393756923375
2017;936;1;3236256923625
2017;936;2;3268756923625
2017;936;1;3296256923625
2017;936;1;3233756923875
2017;936;1;3376256923875
2017;936;1;3366256924625
2017;936;1;3398756927125
2017;936;1;3351256927375
2017;936;1;3401256927375
2017;936;3;3333756928375
2017;108;6;2983756846625
2017;108;1;2981256846875
2017;108;1;2941256847125
2017;108;2;2943756847125
2017;108;2;2991256847125
2017;108;1;2963756847375
2017;108;8;2978756847375
2017;108;1;2976256847625
2017;108;17;2978756847625
2017;108;1;2981256847625
2017;108;1;2958756848375
2017;108;1;2961256848375
2017;108;1;2976256848375
2017;108;2;2961256848875
2017;108;1;2988756848875
2017;536;1;3113756820625
2017;536;40;3116256820625
2017;536;6;3121256820625
2017;536;3;3123756820625
2017;536;2;3126256820625
2017;536;3;3128756820625
2017;536;4;3131256820625
2017;536;272;3133756820625
2017;536;105;3136256820625
2017;536;11;3138756820625
2017;536;121;3141256820625
2017;536;2;3143756820625
2017;536;3;3148756820625
2017;536;19;3176256820625
2017;536;1;2983756820875
2017;536;25;3061256820875
2017;536;1;3063756820875
2017;536;1;3066256820875
2017;536;1;3113756820875
2017;536;2;3116256820875
2017;536;17;3118756820875
2017;536;1;3126256820875
2017;536;27;3131256820875
2017;536;29;3136256820875
2017;536;194;3138756820875
2017;536;1211;3143756820875
2017;536;33;3146256820875
2017;536;17;3148756820875
2017;536;17;3153756820875
2017;536;905;3176256820875
2017;536;14;3038756821125
2017;536;11;3041256821125
2017;536;3;3043756821125
2017;536;9;3046256821125
2017;536;8;3048756821125
2017;536;6;3051256821125
2017;536;7;3053756821125
2017;536;1;3056256821125
2017;536;2;3066256821125
2017;536;1;3071256821125
2017;536;1;3111256821125
2017;536;1;3113756821125
2017;536;3;3118756821125
2017;536;14;3133756821125
2017;536;2;3136256821125
2017;536;504;3138756821125
2017;536;223;3141256821125
2017;536;141;3143756821125
2017;536;116;3146256821125
2017;536;169;3148756821125
2017;536;16;3151256821125
2017;536;5;3153756821125
2017;536;4;3161256821125
2017;536;4;3163756821125
2017;536;75;3181256821125
2017;536;8;3041256821375
2017;536;2;3043756821375
2017;536;2;3051256821375
2017;536;8;3053756821375
2017;536;2;3056256821375
2017;536;3;3096256821375
2017;536;1;3118756821375
2017;536;5;3123756821375
2017;536;93;3133756821375
2017;536;165;3136256821375
2017;536;55;3138756821375
2017;536;207;3141256821375
2017;536;12;3143756821375
2017;536;36;3146256821375
2017;536;3;3148756821375
2017;536;5;3151256821375
2017;536;2;3161256821375
2017;536;1;3166256821375
2017;536;36;3176256821375
2017;536;2;3008756821625
2017;536;4;3043756821625
2017;536;2;3056256821625
2017;536;3;3121256821625
2017;536;4;3123756821625
2017;536;1;3126256821625
2017;536;31;3136256821625
2017;536;1;3138756821625
2017;536;12;3141256821625
2017;536;63;3143756821625
2017;536;120;3146256821625
2017;536;1;3151256821625
2017;536;191;3153756821625
2017;536;12;3161256821625
2017;536;4;3168756821625
2017;536;2;3171256821625
2017;536;31;3178756821625
2017;536;2;2981256821875
2017;536;6;3046256821875
2017;536;1;3118756821875
2017;536;4;3121256821875
2017;536;6;3123756821875
2017;536;2;3126256821875
2017;536;54;3131256821875
2017;536;6;3136256821875
2017;536;17;3138756821875
2017;536;12;3141256821875
2017;536;4;3143756821875
2017;536;9;3146256821875
2017;536;5;3148756821875
2017;536;16;3151256821875
2017;536;7;3153756821875
2017;536;12;3156256821875
2017;536;1;3178756821875
2017;536;2;3018756822125
2017;536;241;3046256822125
2017;536;1;3048756822125
2017;536;5;3118756822125
2017;536;7;3121256822125
2017;536;7;3123756822125
2017;536;1;3126256822125
2017;536;26;3128756822125
2017;536;22;3133756822125
2017;536;13;3136256822125
2017;536;10;3138756822125
2017;536;15;3141256822125
2017;536;43;3143756822125
2017;536;5;3146256822125
2017;536;1;3148756822125
2017;536;12;3151256822125
2017;536;3;3156256822125
2017;536;1;3161256822125
2017;536;1;3166256822125
2017;536;725;3056256822375
2017;536;3;3123756822375
2017;536;70;3128756822375
2017;536;5;3131256822375
2017;536;4;3133756822375
2017;536;1;3136256822375
2017;536;62;3138756822375
2017;536;4;3141256822375
2017;536;5;3143756822375
2017;536;16;3146256822375
2017;536;8;3151256822375
2017;536;9;3153756822375
2017;536;4;3156256822375
2017;536;19;3158756822375
2017;536;3;3161256822375
2017;536;1;3163756822375
2017;536;9;3166256822375
2017;536;2;3168756822375
2017;536;6;3048756822625
2017;536;194;3053756822625
2017;536;4;3056256822625
2017;536;1;3058756822625
2017;536;3;3118756822625
2017;536;2;3121256822625
2017;536;7;3123756822625
2017;536;1;3128756822625
2017;536;6;3131256822625
2017;536;1;3133756822625
2017;536;30;3136256822625
2017;536;7;3138756822625
2017;536;4;3141256822625
2017;536;7;3143756822625
2017;536;4;3146256822625
2017;536;2;3148756822625
2017;536;25;3151256822625
2017;536;13;3153756822625
2017;536;26;3158756822625
2017;536;46;3161256822625
2017;536;4;3163756822625
2017;536;1;3166256822625
2017;536;1;3001256822875
2017;536;19;3056256822875
2017;536;14;3058756822875
2017;536;2;3121256822875
2017;536;12;3123756822875
2017;536;1;3126256822875
2017;536;35;3131256822875
2017;536;3;3133756822875
2017;536;1;3146256822875
2017;536;4;3151256822875
2017;536;46;3153756822875
2017;536;56;3156256822875
2017;536;26;3161256822875
2017;536;13;3163756822875
2017;536;4;3166256822875
2017;536;6;3168756822875
2017;536;2;2996256823125
2017;536;1;3041256823125
2017;536;2;3053756823125
2017;536;4;3056256823125
2017;536;16;3058756823125
2017;536;7;3123756823125
2017;536;6;3126256823125
2017;536;5;3128756823125
2017;536;2;3131256823125
2017;536;2;3133756823125
2017;536;5;3138756823125
2017;536;7;3141256823125
2017;536;38;3148756823125
2017;536;112;3151256823125
2017;536;71;3153756823125
2017;536;51;3156256823125
2017;536;3;3158756823125
2017;536;69;3161256823125
2017;536;32;3163756823125
2017;536;71;3168756823125
2017;536;1;3008756823375
2017;536;2;3021256823375
2017;536;1;3036256823375
2017;536;2;3056256823375
2017;536;4;3061256823375
2017;536;2;3063756823375
2017;536;2;3066256823375
2017;536;2;3113756823375
2017;536;4;3148756823375
2017;536;41;3151256823375
2017;536;53;3153756823375
2017;536;93;3156256823375
2017;536;23;3158756823375
2017;536;104;3161256823375
2017;536;40;3168756823375
2017;536;11;3171256823375
2017;536;6;3053756823625
2017;536;2;3056256823625
2017;536;96;3173756823625
2017;536;1;3056256823875
2017;536;69;3173756823875
2017;536;4;3043756824125
2017;536;1;3053756824125
2017;536;17;3066256824125
2017;536;3;3141256824125
2017;536;1;3011256824375
2017;536;5;3068756824375
2017;536;4;3143756824375
2017;536;2;3146256824375
2017;536;4;3143756824625
2017;536;1;3056256824875
2017;536;7;3146256825375
2017;536;3;3006256825625
2017;536;2;3038756825625
2017;536;1;3076256825625
2017;536;1;3036256825875
2017;536;1;3041256825875
2017;536;1;3003756826125
2017;536;1;3051256826125
2017;536;3;3153756826125
2017;536;1;3031256826375
2017;536;1;3058756826375
2017;536;1;3086256826375
2017;536;1;3003756826625
2017;536;1;2991256826875
2017;536;1;2993756826875
2017;536;2;3088756826875
2017;536;1;3093756826875
2017;536;1;2988756827125
2017;536;2;2996256827125
2017;536;3;3091256827125
2017;536;2;3098756827125
2017;536;1;3106256827125
2017;536;1;3088756827625
2017;536;1;3113756827625
2017;536;4;3116256827625
2017;536;2;3113756827875
2017;536;1;3103756828125
2017;536;3;3108756828625
2017;536;2;3121256828875
2017;536;3;3123756828875
2017;536;1;3106256829125
2017;536;1;3108756829625
2017;536;1;3116256829875
2017;536;1;3131256829875
2017;536;2;3113756830875
2017;536;1;3113756831375
