scenario;year;rakv;erpien;rivita;askert;liike;tsto;liiken;hoito;kokoon;opetus;teoll;varast;muut
wem;2018;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2018;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2018;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2018;1939;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2018;1949;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
wem;2018;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2018;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2018;1979;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023
wem;2018;1989;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
wem;2018;1999;0;0;0;0;0;0;0;0;0;0;0;0
wem;2018;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2018;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2018;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2019;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2019;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2019;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2019;1939;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015
wem;2019;1949;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
wem;2019;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2019;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2019;1979;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
wem;2019;1989;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2019;1999;0;0;0;0;0;0;0;0;0;0;0;0
wem;2019;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2019;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2019;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2019;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2020;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2020;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2020;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2020;1939;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013;0.013
wem;2020;1949;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023;0.023
wem;2020;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2020;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2020;1979;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
wem;2020;1989;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015;0.015
wem;2020;1999;0;0;0;0;0;0;0;0;0;0;0;0
wem;2020;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2020;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2020;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2020;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2020;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2021;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2021;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2021;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2021;1949;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2021;1959;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2021;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2021;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2021;1989;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2021;1999;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2021;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2022;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2022;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2022;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2022;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2022;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2022;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2022;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2022;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2022;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2022;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2022;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2023;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2023;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2023;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2023;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2023;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2023;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2023;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2023;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2023;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2023;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2023;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2024;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2024;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2024;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2024;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2024;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2024;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2024;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2024;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2024;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2024;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2024;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2025;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2025;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2025;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2025;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2025;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2025;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2025;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2025;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2025;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2025;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2025;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2026;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2026;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2026;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2026;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2026;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2026;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2026;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2026;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2026;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2026;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2026;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2027;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2027;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2027;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2027;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2027;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2027;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2027;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2027;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2027;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2027;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2027;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2028;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2028;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2028;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2028;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2028;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2028;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2028;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2028;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2028;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2028;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2028;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2029;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2029;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2029;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2029;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2029;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2029;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2029;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2029;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2029;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2029;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2029;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2030;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2030;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2030;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2030;1949;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2030;1959;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2030;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2030;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2030;1989;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2030;1999;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2030;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2030;2030;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2031;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2031;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2031;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2031;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2031;1959;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2031;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2031;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2031;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2031;1999;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
wem;2031;2009;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2030;0;0;0;0;0;0;0;0;0;0;0;0
wem;2031;2031;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2032;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2032;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2032;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2032;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2032;1959;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019;0.019
wem;2032;1969;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029;0.029
wem;2032;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2032;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2032;1999;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021;0.021
wem;2032;2009;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
wem;2032;2010;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2018;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2019;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2020;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2021;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2022;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2023;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2024;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2025;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2026;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2027;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2028;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2029;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2030;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2031;0;0;0;0;0;0;0;0;0;0;0;0
wem;2032;2032;0;0;0;0;0;0;0;0;0;0;0;0
wem;2033;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2033;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2033;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2033;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2033;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
wem;2033;1959;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
wem;2033;1969;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
wem;2033;1979;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
wem;2033;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
