scenario;year;rakv;erpien;rivita;askert;liike;tsto;liiken;hoito;kokoon;opetus;teoll;varast;muut
muutos;2032;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2033;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2033;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2033;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2033;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2033;1959;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026
muutos;2033;1969;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038
muutos;2033;1979;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032
muutos;2033;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2033;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2033;2009;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014
muutos;2033;2010;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
muutos;2033;2018;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
muutos;2033;2019;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
muutos;2033;2020;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
muutos;2033;2021;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002
muutos;2033;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2033;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2034;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2034;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2034;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2034;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2034;1959;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024
muutos;2034;1969;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037
muutos;2034;1979;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033
muutos;2034;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2034;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2034;2009;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
muutos;2034;2010;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
muutos;2034;2018;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
muutos;2034;2019;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
muutos;2034;2020;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
muutos;2034;2021;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
muutos;2034;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2034;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2035;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2035;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2035;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2035;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2035;1959;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022
muutos;2035;1969;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036
muutos;2035;1979;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034
muutos;2035;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2035;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2035;2009;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
muutos;2035;2010;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004
muutos;2035;2018;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004
muutos;2035;2019;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004
muutos;2035;2020;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004
muutos;2035;2021;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004
muutos;2035;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2035;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2036;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2036;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2036;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2036;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2036;1959;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
muutos;2036;1969;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035
muutos;2036;1979;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035;0.035
muutos;2036;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2036;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2036;2009;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
muutos;2036;2010;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
muutos;2036;2018;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
muutos;2036;2019;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
muutos;2036;2020;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
muutos;2036;2021;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
muutos;2036;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2036;2036;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2037;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2037;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2037;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2037;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2037;1959;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
muutos;2037;1969;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034;0.034
muutos;2037;1979;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036;0.036
muutos;2037;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2037;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2037;2009;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022;0.022
muutos;2037;2010;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006
muutos;2037;2018;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006
muutos;2037;2019;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006
muutos;2037;2020;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006
muutos;2037;2021;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006;0.006
muutos;2037;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2036;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2037;2037;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2038;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2038;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2038;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2038;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2038;1959;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016;0.016
muutos;2038;1969;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033;0.033
muutos;2038;1979;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037;0.037
muutos;2038;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2038;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2038;2009;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024;0.024
muutos;2038;2010;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007
muutos;2038;2018;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007
muutos;2038;2019;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007
muutos;2038;2020;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007
muutos;2038;2021;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007
muutos;2038;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2036;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2037;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2038;2038;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2039;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2039;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2039;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2039;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2039;1959;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014
muutos;2039;1969;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032;0.032
muutos;2039;1979;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038;0.038
muutos;2039;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2039;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2039;2009;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026;0.026
muutos;2039;2010;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008
muutos;2039;2018;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008
muutos;2039;2019;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008
muutos;2039;2020;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008
muutos;2039;2021;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008
muutos;2039;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2036;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2037;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2038;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2039;2039;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2040;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2040;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2040;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2040;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2040;1959;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012;0.012
muutos;2040;1969;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031
muutos;2040;1979;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039
muutos;2040;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2040;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2040;2009;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
muutos;2040;2010;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009
muutos;2040;2018;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009
muutos;2040;2019;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009
muutos;2040;2020;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009
muutos;2040;2021;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009;0.009
muutos;2040;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2036;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2037;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2038;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2039;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2040;2040;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;1959;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;1969;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2041;1979;0.039;0.039;0.038;0.037;0.037;0.036;0.034;0.033;0.032;0.031;0.031;0.03
muutos;2041;1989;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2041;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2041;2009;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2041;2010;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;2018;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;2019;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;2020;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;2021;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2041;2022;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2023;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2024;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2025;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2026;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2027;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2028;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2029;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2030;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2031;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2032;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2033;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2034;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2035;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2036;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2037;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2038;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2039;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2040;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2041;2041;0;0;0;0;0;0;0;0;0;0;0;0
muutos;2042;9999;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2042;1920;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2042;1929;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2042;1939;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2042;1949;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2042;1959;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
muutos;2042;1969;0.028;0.028;0.026;0.023;0.023;0.021;0.019;0.017;0.014;0.012;0.012;0.01
muutos;2042;1979;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039;0.039
muutos;2042;1989;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031;0.031
muutos;2042;1999;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
muutos;2042;2009;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03
