rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;raskas_oljy;kaasu;sahko;puu;turve;hiili;maalampo;muu_lammitys
1969;kokoon;0.9;0.79;0.79;0.83;0.9;0.72;0.72;0.72;2.97;0.72
1969;opetus;0.93;0.82;0.82;0.86;0.95;0.72;0.72;0.72;3.07;0.72
1969;teoll;0.85;0.75;0.75;0.78;0.85;0.68;0.68;0.68;2.8;0.68
1969;varast;0.85;0.75;0.75;0.78;0.85;0.68;0.68;0.68;2.8;0.68
1969;muut;0.93;0.82;0.82;0.86;0.95;0.72;0.72;0.72;3.07;0.72
1979;erpien;0.94;0.8;0.82;0.86;0.95;0.66;0.7;0.7;3.1;0.66
1979;rivita;0.94;0.82;0.82;0.86;0.95;0.68;0.72;0.72;3.1;0.68
1979;askert;0.94;0.83;0.83;0.86;0.95;0.73;0.73;0.73;3.1;0.73
1979;liike;0.9;0.79;0.79;0.83;0.9;0.73;0.73;0.73;2.97;0.73
1979;tsto;0.94;0.83;0.83;0.86;0.95;0.73;0.73;0.73;3.1;0.73
1979;liiken;0.9;0.79;0.79;0.83;0.9;0.73;0.73;0.73;2.97;0.73
1979;hoito;0.94;0.83;0.83;0.86;0.95;0.73;0.73;0.73;3.1;0.73
1979;kokoon;0.9;0.79;0.79;0.83;0.9;0.73;0.73;0.73;2.97;0.73
1979;opetus;0.94;0.83;0.83;0.86;0.95;0.73;0.73;0.73;3.1;0.73
1979;teoll;0.85;0.75;0.75;0.78;0.85;0.69;0.69;0.69;2.8;0.69
1979;varast;0.85;0.75;0.75;0.78;0.85;0.69;0.69;0.69;2.8;0.69
1979;muut;0.94;0.83;0.83;0.86;0.95;0.73;0.73;0.73;3.1;0.73
1989;erpien;0.95;0.81;0.83;0.88;0.95;0.68;0.72;0.72;3.14;0.68
1989;rivita;0.95;0.83;0.83;0.88;0.95;0.68;0.72;0.72;3.14;0.68
1989;askert;0.95;0.84;0.84;0.88;0.95;0.75;0.75;0.75;3.14;0.75
1989;liike;0.9;0.79;0.79;0.84;0.9;0.75;0.75;0.75;2.97;0.75
1989;tsto;0.95;0.84;0.84;0.88;0.95;0.75;0.75;0.75;3.14;0.75
1989;liiken;0.9;0.79;0.79;0.84;0.9;0.75;0.75;0.75;2.97;0.75
1989;hoito;0.95;0.84;0.84;0.88;0.95;0.75;0.75;0.75;3.14;0.75
1989;kokoon;0.9;0.79;0.79;0.84;0.9;0.75;0.75;0.75;2.97;0.75
1989;opetus;0.95;0.84;0.84;0.88;0.95;0.75;0.75;0.75;3.14;0.75
1989;teoll;0.85;0.75;0.75;0.79;0.85;0.71;0.71;0.71;2.8;0.71
1989;varast;0.85;0.75;0.75;0.79;0.85;0.71;0.71;0.71;2.8;0.71
1989;muut;0.95;0.84;0.84;0.88;0.95;0.75;0.75;0.75;3.14;0.75
1999;erpien;0.95;0.81;0.83;0.88;0.95;0.72;0.72;0.72;3.14;0.72
1999;rivita;0.95;0.83;0.83;0.88;0.95;0.72;0.72;0.72;3.14;0.72
1999;askert;0.95;0.85;0.85;0.88;0.95;0.77;0.77;0.77;3.14;0.77
1999;liike;0.9;0.8;0.8;0.84;0.9;0.77;0.77;0.77;2.97;0.77
1999;tsto;0.95;0.85;0.85;0.88;0.95;0.77;0.77;0.77;3.14;0.77
1999;liiken;0.9;0.8;0.8;0.84;0.9;0.77;0.77;0.77;2.97;0.77
1999;hoito;0.95;0.85;0.85;0.88;0.95;0.77;0.77;0.77;3.14;0.77
1999;kokoon;0.9;0.8;0.8;0.84;0.9;0.77;0.77;0.77;2.97;0.77
1999;opetus;0.95;0.85;0.85;0.88;0.95;0.77;0.77;0.77;3.14;0.77
1999;teoll;0.85;0.76;0.76;0.79;0.85;0.72;0.72;0.72;2.8;0.72
1999;varast;0.85;0.76;0.76;0.79;0.85;0.72;0.72;0.72;2.8;0.72
1999;muut;0.95;0.85;0.85;0.88;0.95;0.77;0.77;0.77;3.14;0.77
2009;erpien;0.95;0.82;0.83;0.88;0.95;0.76;0.76;0.76;3.14;0.76
2009;rivita;0.95;0.83;0.83;0.88;0.95;0.76;0.76;0.76;3.14;0.76
2009;askert;0.95;0.85;0.85;0.88;0.95;0.81;0.81;0.81;3.14;0.81
2009;liike;0.9;0.8;0.8;0.84;0.9;0.77;0.77;0.77;2.97;0.77
2009;tsto;0.95;0.85;0.85;0.88;0.95;0.81;0.81;0.81;3.14;0.81
2009;liiken;0.9;0.8;0.8;0.84;0.9;0.77;0.77;0.77;2.97;0.77
2009;hoito;0.95;0.85;0.85;0.88;0.95;0.81;0.81;0.81;3.14;0.81
2009;kokoon;0.9;0.8;0.8;0.84;0.9;0.77;0.77;0.77;2.97;0.77
2009;opetus;0.95;0.85;0.85;0.88;0.95;0.81;0.81;0.81;3.14;0.81
2009;teoll;0.85;0.76;0.76;0.79;0.85;0.72;0.72;0.72;2.8;0.72
2009;varast;0.85;0.76;0.76;0.79;0.85;0.72;0.72;0.72;2.8;0.72
2009;muut;0.95;0.85;0.85;0.88;0.95;0.81;0.81;0.81;3.14;0.81
2010;erpien;0.95;0.82;0.83;0.89;0.95;0.81;0.76;0.76;3.14;0.81
2010;rivita;0.95;0.83;0.83;0.89;0.95;0.81;0.76;0.76;3.14;0.81
2010;askert;0.95;0.86;0.86;0.89;0.95;0.81;0.81;0.81;3.14;0.81
2010;liike;0.9;0.81;0.81;0.85;0.9;0.77;0.77;0.77;2.97;0.77
2010;tsto;0.95;0.86;0.86;0.89;0.95;0.81;0.81;0.81;3.14;0.81
2010;liiken;0.9;0.81;0.81;0.85;0.9;0.77;0.77;0.77;2.97;0.77
2010;hoito;0.95;0.86;0.86;0.89;0.95;0.81;0.81;0.81;3.14;0.81
2010;kokoon;0.9;0.81;0.81;0.85;0.9;0.77;0.77;0.77;2.97;0.77
2010;opetus;0.95;0.86;0.86;0.89;0.95;0.81;0.81;0.81;3.14;0.81
2010;teoll;0.85;0.77;0.77;0.8;0.85;0.72;0.72;0.72;2.8;0.72
2010;varast;0.85;0.77;0.77;0.8;0.85;0.72;0.72;0.72;2.8;0.72
2010;muut;0.95;0.86;0.86;0.89;0.95;0.81;0.81;0.81;3.14;0.81
2018;erpien;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.14;0.81
2018;rivita;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.14;0.81
2018;askert;0.95;0.86;0.86;0.9;0.95;0.81;0.81;0.81;3.14;0.81
2018;liike;0.9;0.81;0.81;0.86;0.9;0.77;0.77;0.77;2.97;0.77
2018;tsto;0.95;0.86;0.86;0.9;0.95;0.81;0.81;0.81;3.14;0.81
2018;liiken;0.9;0.81;0.81;0.86;0.9;0.77;0.77;0.77;2.97;0.77
2018;hoito;0.95;0.86;0.86;0.9;0.95;0.81;0.81;0.81;3.14;0.81
2018;kokoon;0.9;0.81;0.81;0.86;0.9;0.77;0.77;0.77;2.97;0.77
2018;opetus;0.95;0.86;0.86;0.9;0.95;0.81;0.81;0.81;3.14;0.81
2018;teoll;0.85;0.77;0.77;0.81;0.85;0.72;0.72;0.72;2.8;0.72
2018;varast;0.85;0.77;0.77;0.81;0.85;0.72;0.72;0.72;2.8;0.72
2018;muut;0.95;0.86;0.86;0.9;0.95;0.81;0.81;0.81;3.14;0.81
2019;erpien;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.16;0.81
2019;rivita;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.16;0.81
2019;askert;0.98;0.81;0.81;0.9;0.98;0.76;0.72;0.72;3.24;0.76
2019;liike;0.9;0.8;0.8;0.86;0.9;0.77;0.74;0.74;2.99;0.77
2019;tsto;0.95;0.84;0.84;0.9;0.95;0.81;0.78;0.78;3.16;0.81
2019;liiken;0.9;0.8;0.8;0.86;0.9;0.77;0.74;0.74;2.99;0.77
2019;hoito;0.95;0.84;0.84;0.9;0.95;0.81;0.78;0.78;3.16;0.81
2019;kokoon;0.9;0.8;0.8;0.86;0.9;0.77;0.74;0.74;2.99;0.77
2019;opetus;0.95;0.84;0.84;0.9;0.95;0.81;0.78;0.78;3.16;0.81
2019;teoll;0.85;0.75;0.75;0.81;0.85;0.72;0.7;0.7;2.83;0.72
2019;varast;0.85;0.75;0.75;0.81;0.85;0.72;0.7;0.7;2.83;0.72
2019;muut;0.95;0.84;0.84;0.9;0.95;0.81;0.78;0.78;3.16;0.81
2020;erpien;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.18;0.81
2020;rivita;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.18;0.81
2020;askert;1;0.76;0.76;0.9;1;0.72;0.64;0.64;3.35;0.72
2020;liike;0.9;0.78;0.78;0.86;0.9;0.77;0.72;0.72;3.01;0.77
2020;tsto;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.18;0.81
2020;liiken;0.9;0.78;0.78;0.86;0.9;0.77;0.72;0.72;3.01;0.77
2020;hoito;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.18;0.81
2020;kokoon;0.9;0.78;0.78;0.86;0.9;0.77;0.72;0.72;3.01;0.77
2020;opetus;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.18;0.81
2020;teoll;0.85;0.74;0.74;0.81;0.85;0.72;0.68;0.68;2.85;0.72
2020;varast;0.85;0.74;0.74;0.81;0.85;0.72;0.68;0.68;2.85;0.72
2020;muut;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.18;0.81
2021;erpien;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.19;0.81
2021;rivita;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.19;0.81
2021;askert;1;0.76;0.76;0.91;1;0.72;0.64;0.64;3.39;0.72
2021;liike;0.9;0.78;0.78;0.86;0.9;0.77;0.72;0.72;3.02;0.77
2021;tsto;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.19;0.81
2021;liiken;0.9;0.78;0.78;0.86;0.9;0.77;0.72;0.72;3.02;0.77
2021;hoito;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.19;0.81
2021;kokoon;0.9;0.78;0.78;0.86;0.9;0.77;0.72;0.72;3.02;0.77
2021;opetus;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.19;0.81
2021;teoll;0.85;0.74;0.74;0.81;0.85;0.72;0.68;0.68;2.86;0.72
2021;varast;0.85;0.74;0.74;0.81;0.85;0.72;0.68;0.68;2.86;0.72
2021;muut;0.95;0.83;0.83;0.9;0.95;0.81;0.76;0.76;3.19;0.81
2022;erpien;0.95;0.83;0.83;0.91;0.95;0.81;0.76;0.76;3.2;0.81
2022;rivita;0.95;0.83;0.83;0.91;0.95;0.81;0.76;0.76;3.2;0.81
2022;askert;1;0.76;0.76;0.91;1;0.73;0.65;0.65;3.44;0.73
2022;liike;0.9;0.79;0.79;0.86;0.9;0.77;0.72;0.72;3.03;0.77
2022;tsto;0.95;0.83;0.83;0.91;0.95;0.81;0.76;0.76;3.2;0.81
2022;liiken;0.9;0.79;0.79;0.86;0.9;0.77;0.72;0.72;3.03;0.77
2022;hoito;0.95;0.83;0.83;0.91;0.95;0.81;0.76;0.76;3.2;0.81
2022;kokoon;0.9;0.79;0.79;0.86;0.9;0.77;0.72;0.72;3.03;0.77
2022;opetus;0.95;0.83;0.83;0.91;0.95;0.81;0.76;0.76;3.2;0.81
2022;teoll;0.85;0.74;0.74;0.81;0.85;0.72;0.68;0.68;2.86;0.72
2022;varast;0.85;0.74;0.74;0.81;0.85;0.72;0.68;0.68;2.86;0.72
2022;muut;0.95;0.83;0.83;0.91;0.95;0.81;0.76;0.76;3.2;0.81
2023;erpien;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.21;0.81
2023;rivita;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.21;0.81
2023;askert;1;0.77;0.77;0.91;1;0.73;0.65;0.65;3.48;0.73
2023;liike;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.04;0.77
2023;tsto;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.21;0.81
2023;liiken;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.04;0.77
2023;hoito;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.21;0.81
2023;kokoon;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.04;0.77
2023;opetus;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.21;0.81
2023;teoll;0.85;0.74;0.74;0.81;0.85;0.73;0.69;0.69;2.87;0.73
2023;varast;0.85;0.74;0.74;0.81;0.85;0.73;0.69;0.69;2.87;0.73
2023;muut;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.21;0.81
2024;erpien;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.22;0.81
2024;rivita;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.22;0.81
2024;askert;1;0.77;0.77;0.92;1;0.73;0.65;0.65;3.53;0.73
2024;liike;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.05;0.77
2024;tsto;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.22;0.81
2024;liiken;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.05;0.77
2024;hoito;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.22;0.81
2024;kokoon;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.05;0.77
2024;opetus;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.22;0.81
2024;teoll;0.85;0.75;0.75;0.81;0.85;0.73;0.69;0.69;2.88;0.73
2024;varast;0.85;0.75;0.75;0.81;0.85;0.73;0.69;0.69;2.88;0.73
2024;muut;0.95;0.83;0.83;0.91;0.95;0.81;0.77;0.77;3.22;0.81
2025;erpien;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.23;0.81
2025;rivita;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.23;0.81
2025;askert;1;0.77;0.77;0.92;1;0.73;0.66;0.66;3.57;0.73
2025;liike;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.06;0.77
2025;tsto;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.23;0.81
2025;liiken;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.06;0.77
2025;hoito;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.23;0.81
2025;kokoon;0.9;0.79;0.79;0.86;0.9;0.77;0.73;0.73;3.06;0.77
2025;opetus;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.23;0.81
2025;teoll;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.89;0.73
2025;varast;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.89;0.73
2025;muut;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.23;0.81
2026;erpien;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.25;0.81
2026;rivita;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.25;0.81
2026;askert;1;0.78;0.78;0.93;1;0.73;0.66;0.66;3.66;0.73
2026;liike;0.9;0.79;0.79;0.87;0.9;0.77;0.73;0.73;3.08;0.77
2026;tsto;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.25;0.81
2026;liiken;0.9;0.79;0.79;0.87;0.9;0.77;0.73;0.73;3.08;0.77
2026;hoito;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.25;0.81
2026;kokoon;0.9;0.79;0.79;0.87;0.9;0.77;0.73;0.73;3.08;0.77
2026;opetus;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.25;0.81
2026;teoll;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.91;0.73
2026;varast;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.91;0.73
2026;muut;0.95;0.84;0.84;0.91;0.95;0.81;0.77;0.77;3.25;0.81
2027;erpien;0.95;0.84;0.84;0.92;0.95;0.81;0.77;0.77;3.27;0.81
2027;rivita;0.95;0.84;0.84;0.92;0.95;0.81;0.77;0.77;3.27;0.81
2027;askert;1;0.78;0.78;0.93;1;0.73;0.66;0.66;3.75;0.73
2027;liike;0.9;0.8;0.8;0.87;0.9;0.77;0.73;0.73;3.1;0.77
2027;tsto;0.95;0.84;0.84;0.92;0.95;0.81;0.77;0.77;3.27;0.81
2027;liiken;0.9;0.8;0.8;0.87;0.9;0.77;0.73;0.73;3.1;0.77
2027;hoito;0.95;0.84;0.84;0.92;0.95;0.81;0.77;0.77;3.27;0.81
2027;kokoon;0.9;0.8;0.8;0.87;0.9;0.77;0.73;0.73;3.1;0.77
2027;opetus;0.95;0.84;0.84;0.92;0.95;0.81;0.77;0.77;3.27;0.81
2027;teoll;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.92;0.73
2027;varast;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.92;0.73
2027;muut;0.95;0.84;0.84;0.92;0.95;0.81;0.77;0.77;3.27;0.81
2028;erpien;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.29;0.82
2028;rivita;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.29;0.82
2028;askert;1;0.78;0.78;0.93;1;0.74;0.67;0.67;3.84;0.74
2028;liike;0.9;0.8;0.8;0.87;0.9;0.77;0.73;0.73;3.11;0.77
2028;tsto;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.29;0.82
2028;liiken;0.9;0.8;0.8;0.87;0.9;0.77;0.73;0.73;3.11;0.77
2028;hoito;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.29;0.82
2028;kokoon;0.9;0.8;0.8;0.87;0.9;0.77;0.73;0.73;3.11;0.77
2028;opetus;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.29;0.82
2028;teoll;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.94;0.73
2028;varast;0.85;0.75;0.75;0.82;0.85;0.73;0.69;0.69;2.94;0.73
2028;muut;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.29;0.82
2029;erpien;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.31;0.82
2029;rivita;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.31;0.82
2029;askert;1;0.79;0.79;0.94;1;0.74;0.67;0.67;3.93;0.74
2029;liike;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.13;0.77
2029;tsto;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.31;0.82
2029;liiken;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.13;0.77
2029;hoito;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.31;0.82
2029;kokoon;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.13;0.77
2029;opetus;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.31;0.82
2029;teoll;0.85;0.75;0.75;0.82;0.85;0.73;0.7;0.7;2.96;0.73
2029;varast;0.85;0.75;0.75;0.82;0.85;0.73;0.7;0.7;2.96;0.73
2029;muut;0.95;0.84;0.84;0.92;0.95;0.82;0.78;0.78;3.31;0.82
2030;erpien;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.32;0.82
2030;rivita;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.32;0.82
2030;askert;1;0.79;0.79;0.94;1;0.74;0.67;0.67;4.03;0.74
2030;liike;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.15;0.77
2030;tsto;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.32;0.82
2030;liiken;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.15;0.77
2030;hoito;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.32;0.82
2030;kokoon;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.15;0.77
2030;opetus;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.32;0.82
2030;teoll;0.85;0.76;0.76;0.82;0.85;0.73;0.7;0.7;2.97;0.73
2030;varast;0.85;0.76;0.76;0.82;0.85;0.73;0.7;0.7;2.97;0.73
2030;muut;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.32;0.82
2031;erpien;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.34;0.82
2031;rivita;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.34;0.82
2031;askert;1;0.79;0.79;0.94;1;0.74;0.67;0.67;4.12;0.74
2031;liike;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.17;0.77
2031;tsto;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.34;0.82
2031;liiken;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.17;0.77
2031;hoito;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.34;0.82
2031;kokoon;0.9;0.8;0.8;0.87;0.9;0.77;0.74;0.74;3.17;0.77
2031;opetus;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.34;0.82
2031;teoll;0.85;0.76;0.76;0.83;0.85;0.73;0.7;0.7;2.99;0.73
2031;varast;0.85;0.76;0.76;0.83;0.85;0.73;0.7;0.7;2.99;0.73
2031;muut;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.34;0.82
2032;erpien;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.36;0.82
2032;rivita;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.36;0.82
2032;askert;1;0.8;0.8;0.94;1;0.74;0.68;0.68;4.21;0.74
2032;liike;0.9;0.8;0.8;0.87;0.9;0.78;0.74;0.74;3.19;0.78
2032;tsto;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.36;0.82
2032;liiken;0.9;0.8;0.8;0.87;0.9;0.78;0.74;0.74;3.19;0.78
2032;hoito;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.36;0.82
2032;kokoon;0.9;0.8;0.8;0.87;0.9;0.78;0.74;0.74;3.19;0.78
2032;opetus;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.36;0.82
2032;teoll;0.85;0.76;0.76;0.83;0.85;0.73;0.7;0.7;3.01;0.73
2032;varast;0.85;0.76;0.76;0.83;0.85;0.73;0.7;0.7;3.01;0.73
2032;muut;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.36;0.82
2033;erpien;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.38;0.82
2033;rivita;0.95;0.85;0.85;0.92;0.95;0.82;0.78;0.78;3.38;0.82
2033;askert;1;0.8;0.8;0.95;1;0.74;0.68;0.68;4.31;0.74
2033;liike;0.9;0.8;0.8;0.88;0.9;0.78;0.74;0.74;3.2;0.78
