scenario;rakv;rakennus_tyyppi;vesi_kwh_m2
weml;9999;hoito;27
weml;9999;kokoon;6
weml;9999;opetus;9
weml;9999;teoll;8
weml;9999;varast;4
weml;9999;muut;8
weml;1920;erpien;29
weml;1920;rivita;35
weml;1920;askert;35
weml;1920;liike;35
weml;1920;tsto;5
weml;1920;liiken;4
weml;1920;hoito;27
weml;1920;kokoon;6
weml;1920;opetus;10
weml;1920;teoll;8
weml;1920;varast;4
weml;1920;muut;8
weml;1929;erpien;29
weml;1929;rivita;35
weml;1929;askert;35
weml;1929;liike;35
weml;1929;tsto;5
weml;1929;liiken;4
weml;1929;hoito;27
weml;1929;kokoon;6
weml;1929;opetus;10
weml;1929;teoll;8
weml;1929;varast;4
weml;1929;muut;8
weml;1939;erpien;29
weml;1939;rivita;35
weml;1939;askert;35
weml;1939;liike;35
weml;1939;tsto;5
weml;1939;liiken;5
weml;1939;hoito;27
weml;1939;kokoon;6
weml;1939;opetus;10
weml;1939;teoll;8
weml;1939;varast;4
weml;1939;muut;8
weml;1949;erpien;29
weml;1949;rivita;34
weml;1949;askert;35
weml;1949;liike;35
weml;1949;tsto;5
weml;1949;liiken;0
weml;1949;hoito;27
weml;1949;kokoon;6
weml;1949;opetus;10
weml;1949;teoll;8
weml;1949;varast;4
weml;1949;muut;8
weml;1959;erpien;29
weml;1959;rivita;34
weml;1959;askert;34
weml;1959;liike;35
weml;1959;tsto;5
weml;1959;liiken;4
weml;1959;hoito;27
weml;1959;kokoon;6
weml;1959;opetus;10
weml;1959;teoll;8
weml;1959;varast;4
weml;1959;muut;8
weml;1969;erpien;29
weml;1969;rivita;33
weml;1969;askert;33
weml;1969;liike;35
weml;1969;tsto;5
weml;1969;liiken;5
weml;1969;hoito;27
weml;1969;kokoon;6
weml;1969;opetus;10
weml;1969;teoll;8
weml;1969;varast;4
weml;1969;muut;8
weml;1979;erpien;29
weml;1979;rivita;31
weml;1979;askert;31
weml;1979;liike;34
weml;1979;tsto;5
weml;1979;liiken;5
weml;1979;hoito;27
weml;1979;kokoon;6
weml;1979;opetus;9
weml;1979;teoll;8
weml;1979;varast;4
weml;1979;muut;8
weml;1989;erpien;28
weml;1989;rivita;30
weml;1989;askert;29
weml;1989;liike;34
weml;1989;tsto;5
weml;1989;liiken;4
weml;1989;hoito;27
weml;1989;kokoon;6
weml;1989;opetus;9
weml;1989;teoll;8
weml;1989;varast;4
weml;1989;muut;8
weml;1999;erpien;31
weml;1999;rivita;32
weml;1999;askert;30
weml;1999;liike;34
weml;1999;tsto;5
weml;1999;liiken;3
weml;1999;hoito;27
weml;1999;kokoon;6
weml;1999;opetus;9
weml;1999;teoll;8
weml;1999;varast;4
weml;1999;muut;8
weml;2009;erpien;29
weml;2009;rivita;30
weml;2009;askert;28
weml;2009;liike;33
weml;2009;tsto;5
weml;2009;liiken;4
weml;2009;hoito;26
weml;2009;kokoon;6
weml;2009;opetus;9
weml;2009;teoll;8
weml;2009;varast;4
weml;2009;muut;8
weml;2010;erpien;27
weml;2010;rivita;29
weml;2010;askert;26
weml;2010;liike;33
weml;2010;tsto;3
weml;2010;liiken;2
weml;2010;hoito;26
weml;2010;kokoon;6
weml;2010;opetus;8
weml;2010;teoll;8
weml;2010;varast;4
weml;2010;muut;8
weml;2018;erpien;27
weml;2018;rivita;29
weml;2018;askert;26
weml;2018;liike;33
weml;2018;tsto;3
weml;2018;liiken;2
weml;2018;hoito;26
weml;2018;kokoon;6
weml;2018;opetus;8
weml;2018;teoll;8
weml;2018;varast;4
weml;2018;muut;8
weml;2019;erpien;27
weml;2019;rivita;29
weml;2019;askert;26
weml;2019;liike;33
weml;2019;tsto;3
weml;2019;liiken;2
weml;2019;hoito;26
weml;2019;kokoon;6
weml;2019;opetus;8
weml;2019;teoll;8
weml;2019;varast;4
weml;2019;muut;8
weml;2020;erpien;27
weml;2020;rivita;29
weml;2020;askert;26
weml;2020;liike;33
weml;2020;tsto;3
weml;2020;liiken;2
weml;2020;hoito;26
weml;2020;kokoon;6
weml;2020;opetus;8
weml;2020;teoll;8
weml;2020;varast;4
weml;2020;muut;8
weml;2021;erpien;27
weml;2021;rivita;29
weml;2021;askert;26
weml;2021;liike;32
weml;2021;tsto;3
weml;2021;liiken;2
weml;2021;hoito;26
weml;2021;kokoon;6
weml;2021;opetus;8
weml;2021;teoll;8
weml;2021;varast;4
weml;2021;muut;8
weml;2022;erpien;27
weml;2022;rivita;29
weml;2022;askert;26
weml;2022;liike;32
weml;2022;tsto;3
weml;2022;liiken;2
weml;2022;hoito;25
weml;2022;kokoon;6
weml;2022;opetus;8
weml;2022;teoll;8
weml;2022;varast;4
weml;2022;muut;8
weml;2023;erpien;27
weml;2023;rivita;29
weml;2023;askert;26
weml;2023;liike;32
weml;2023;tsto;3
weml;2023;liiken;2
weml;2023;hoito;25
weml;2023;kokoon;6
weml;2023;opetus;8
weml;2023;teoll;8
weml;2023;varast;4
weml;2023;muut;8
weml;2024;erpien;27
weml;2024;rivita;29
weml;2024;askert;26
weml;2024;liike;32
weml;2024;tsto;3
weml;2024;liiken;2
weml;2024;hoito;25
weml;2024;kokoon;6
weml;2024;opetus;8
weml;2024;teoll;8
weml;2024;varast;4
weml;2024;muut;8
weml;2025;erpien;27
weml;2025;rivita;29
weml;2025;askert;26
weml;2025;liike;32
weml;2025;tsto;3
weml;2025;liiken;2
weml;2025;hoito;25
weml;2025;kokoon;6
weml;2025;opetus;8
weml;2025;teoll;8
weml;2025;varast;4
weml;2025;muut;8
weml;2026;erpien;27
weml;2026;rivita;29
weml;2026;askert;26
weml;2026;liike;32
weml;2026;tsto;3
weml;2026;liiken;2
weml;2026;hoito;25
weml;2026;kokoon;6
weml;2026;opetus;8
weml;2026;teoll;8
weml;2026;varast;4
weml;2026;muut;8
weml;2027;erpien;27
weml;2027;rivita;29
weml;2027;askert;26
weml;2027;liike;32
weml;2027;tsto;3
weml;2027;liiken;2
weml;2027;hoito;25
weml;2027;kokoon;6
weml;2027;opetus;8
weml;2027;teoll;8
weml;2027;varast;4
weml;2027;muut;8
weml;2028;erpien;27
weml;2028;rivita;29
weml;2028;askert;26
weml;2028;liike;31
weml;2028;tsto;3
weml;2028;liiken;2
weml;2028;hoito;25
weml;2028;kokoon;6
weml;2028;opetus;8
weml;2028;teoll;7
weml;2028;varast;4
weml;2028;muut;7
weml;2029;erpien;27
weml;2029;rivita;29
weml;2029;askert;26
weml;2029;liike;31
weml;2029;tsto;3
weml;2029;liiken;2
weml;2029;hoito;24
weml;2029;kokoon;6
weml;2029;opetus;8
weml;2029;teoll;7
weml;2029;varast;4
weml;2029;muut;7
weml;2030;erpien;27
weml;2030;rivita;29
weml;2030;askert;26
weml;2030;liike;31
weml;2030;tsto;3
weml;2030;liiken;2
weml;2030;hoito;24
weml;2030;kokoon;6
weml;2030;opetus;8
weml;2030;teoll;7
weml;2030;varast;4
weml;2030;muut;7
weml;2031;erpien;27
weml;2031;rivita;29
weml;2031;askert;26
weml;2031;liike;31
weml;2031;tsto;3
weml;2031;liiken;2
weml;2031;hoito;24
weml;2031;kokoon;6
weml;2031;opetus;8
weml;2031;teoll;7
weml;2031;varast;4
weml;2031;muut;7
weml;2032;erpien;27
weml;2032;rivita;29
weml;2032;askert;26
weml;2032;liike;31
weml;2032;tsto;3
weml;2032;liiken;2
weml;2032;hoito;24
weml;2032;kokoon;5
weml;2032;opetus;8
weml;2032;teoll;7
weml;2032;varast;4
weml;2032;muut;7
weml;2033;erpien;27
weml;2033;rivita;29
weml;2033;askert;26
weml;2033;liike;31
weml;2033;tsto;3
weml;2033;liiken;2
weml;2033;hoito;24
weml;2033;kokoon;5
weml;2033;opetus;8
weml;2033;teoll;7
weml;2033;varast;4
weml;2033;muut;7
weml;2034;erpien;27
weml;2034;rivita;29
weml;2034;askert;26
weml;2034;liike;30
weml;2034;tsto;3
weml;2034;liiken;2
weml;2034;hoito;24
weml;2034;kokoon;5
weml;2034;opetus;8
weml;2034;teoll;7
weml;2034;varast;4
weml;2034;muut;7
weml;2035;erpien;27
weml;2035;rivita;29
weml;2035;askert;26
weml;2035;liike;30
weml;2035;tsto;3
weml;2035;liiken;2
weml;2035;hoito;24
weml;2035;kokoon;5
weml;2035;opetus;8
weml;2035;teoll;7
weml;2035;varast;4
weml;2035;muut;7
weml;2036;erpien;27
weml;2036;rivita;29
weml;2036;askert;26
weml;2036;liike;30
weml;2036;tsto;3
weml;2036;liiken;2
weml;2036;hoito;24
weml;2036;kokoon;5
weml;2036;opetus;8
weml;2036;teoll;7
weml;2036;varast;4
weml;2036;muut;7
weml;2037;erpien;27
weml;2037;rivita;29
weml;2037;askert;26
weml;2037;liike;30
weml;2037;tsto;3
weml;2037;liiken;2
weml;2037;hoito;23
weml;2037;kokoon;5
weml;2037;opetus;7
weml;2037;teoll;7
weml;2037;varast;4
weml;2037;muut;7
weml;2038;erpien;27
weml;2038;rivita;29
weml;2038;askert;26
weml;2038;liike;30
weml;2038;tsto;3
weml;2038;liiken;2
weml;2038;hoito;23
weml;2038;kokoon;5
weml;2038;opetus;7
weml;2038;teoll;7
weml;2038;varast;4
weml;2038;muut;7
weml;2039;erpien;27
weml;2039;rivita;29
weml;2039;askert;26
weml;2039;liike;30
weml;2039;tsto;3
weml;2039;liiken;2
weml;2039;hoito;23
weml;2039;kokoon;5
weml;2039;opetus;7
weml;2039;teoll;7
weml;2039;varast;3
weml;2039;muut;7
weml;2040;erpien;27
weml;2040;rivita;29
weml;2040;askert;26
weml;2040;liike;29
weml;2040;tsto;3
weml;2040;liiken;2
weml;2040;hoito;23
weml;2040;kokoon;5
weml;2040;opetus;7
weml;2040;teoll;7
weml;2040;varast;3
weml;2040;muut;7
weml;2041;erpien;27
weml;2041;rivita;29
weml;2041;askert;26
weml;2041;liike;29
weml;2041;tsto;3
weml;2041;liiken;2
weml;2041;hoito;23
weml;2041;kokoon;5
weml;2041;opetus;7
weml;2041;teoll;7
weml;2041;varast;3
weml;2041;muut;7
weml;2042;erpien;27
weml;2042;rivita;29
weml;2042;askert;26
weml;2042;liike;29
weml;2042;tsto;3
weml;2042;liiken;2
weml;2042;hoito;23
weml;2042;kokoon;5
weml;2042;opetus;7
weml;2042;teoll;7
weml;2042;varast;3
weml;2042;muut;7
weml;2043;erpien;27
weml;2043;rivita;29
weml;2043;askert;26
weml;2043;liike;29
weml;2043;tsto;3
weml;2043;liiken;2
weml;2043;hoito;23
weml;2043;kokoon;5
weml;2043;opetus;7
weml;2043;teoll;7
weml;2043;varast;3
weml;2043;muut;7
weml;2044;erpien;27
weml;2044;rivita;29
weml;2044;askert;26
weml;2044;liike;29
weml;2044;tsto;3
weml;2044;liiken;2
weml;2044;hoito;23
weml;2044;kokoon;5
weml;2044;opetus;7
weml;2044;teoll;7
weml;2044;varast;3
weml;2044;muut;7
weml;2045;erpien;27
weml;2045;rivita;29
weml;2045;askert;26
weml;2045;liike;29
weml;2045;tsto;3
weml;2045;liiken;2
weml;2045;hoito;22
weml;2045;kokoon;5
weml;2045;opetus;7
weml;2045;teoll;7
weml;2045;varast;3
weml;2045;muut;7
weml;2046;erpien;27
weml;2046;rivita;29
weml;2046;askert;26
weml;2046;liike;28
weml;2046;tsto;3
weml;2046;liiken;2
weml;2046;hoito;22
weml;2046;kokoon;5
weml;2046;opetus;7
weml;2046;teoll;7
weml;2046;varast;3
weml;2046;muut;7
weml;2047;erpien;27
weml;2047;rivita;29
weml;2047;askert;26
weml;2047;liike;28
weml;2047;tsto;3
weml;2047;liiken;2
weml;2047;hoito;22
weml;2047;kokoon;5
weml;2047;opetus;7
weml;2047;teoll;7
weml;2047;varast;3
weml;2047;muut;7
weml;2048;erpien;27
weml;2048;rivita;29
weml;2048;askert;26
weml;2048;liike;28
weml;2048;tsto;3
weml;2048;liiken;2
weml;2048;hoito;22
weml;2048;kokoon;5
weml;2048;opetus;7
weml;2048;teoll;7
weml;2048;varast;3
weml;2048;muut;7
weml;2049;erpien;27
weml;2049;rivita;29
weml;2049;askert;26
weml;2049;liike;28
weml;2049;tsto;3
weml;2049;liiken;2
weml;2049;hoito;22
weml;2049;kokoon;5
weml;2049;opetus;7
weml;2049;teoll;7
weml;2049;varast;3
weml;2049;muut;7
weml;2050;erpien;27
weml;2050;rivita;29
weml;2050;askert;26
weml;2050;liike;28
weml;2050;tsto;3
weml;2050;liiken;2
weml;2050;hoito;22
weml;2050;kokoon;5
weml;2050;opetus;7
weml;2050;teoll;7
weml;2050;varast;3
weml;2050;muut;7
