scenario;year;rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;kaasu;sahko;puu;maalampo;muu_lammitys
saasto;2046;2035;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2036;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2037;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2038;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2039;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2040;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2041;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2042;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2043;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2044;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2045;askert;0.95;0;0;0;0;0.05;0
saasto;2046;2046;askert;0.95;0;0;0;0;0.05;0
saasto;2047;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2047;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2047;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
saasto;2047;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
saasto;2047;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
saasto;2047;1959;askert;0.91;0.04;0;0.01;0;0;0.04
saasto;2047;1969;askert;0.96;0.03;0;0;0;0.01;0.01
saasto;2047;1979;askert;0.95;0.04;0;0;0;0.01;0
saasto;2047;1989;askert;0.98;0;0;0.01;0;0;0
saasto;2047;1999;askert;0.96;0;0;0.01;0;0;0.03
saasto;2047;2009;askert;0.96;0;0;0.01;0;0;0.02
saasto;2047;2010;askert;0.98;0;0;0;0;0.01;0
saasto;2047;2018;askert;0.94;0;0;0;0;0.06;0
saasto;2047;2019;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2020;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2021;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2022;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2023;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2024;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2025;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2026;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2027;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2028;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2029;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2030;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2031;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2032;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2033;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2034;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2035;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2036;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2037;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2038;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2039;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2040;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2041;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2042;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2043;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2044;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2045;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2046;askert;0.95;0;0;0;0;0.05;0
saasto;2047;2047;askert;0.95;0;0;0;0;0.05;0
saasto;2048;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2048;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2048;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
saasto;2048;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
saasto;2048;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
saasto;2048;1959;askert;0.91;0.04;0;0.01;0;0;0.04
saasto;2048;1969;askert;0.96;0.03;0;0;0;0.01;0.01
saasto;2048;1979;askert;0.95;0.04;0;0;0;0.01;0
saasto;2048;1989;askert;0.98;0;0;0.01;0;0;0
saasto;2048;1999;askert;0.96;0;0;0.01;0;0;0.03
saasto;2048;2009;askert;0.96;0;0;0.01;0;0;0.02
saasto;2048;2010;askert;0.98;0;0;0;0;0.01;0
saasto;2048;2018;askert;0.94;0;0;0;0;0.06;0
saasto;2048;2019;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2020;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2021;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2022;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2023;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2024;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2025;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2026;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2027;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2028;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2029;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2030;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2031;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2032;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2033;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2034;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2035;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2036;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2037;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2038;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2039;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2040;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2041;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2042;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2043;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2044;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2045;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2046;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2047;askert;0.95;0;0;0;0;0.05;0
saasto;2048;2048;askert;0.95;0;0;0;0;0.05;0
saasto;2049;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2049;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2049;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
saasto;2049;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
saasto;2049;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
saasto;2049;1959;askert;0.91;0.04;0;0.01;0;0;0.04
saasto;2049;1969;askert;0.96;0.03;0;0;0;0.01;0.01
saasto;2049;1979;askert;0.95;0.04;0;0;0;0.01;0
saasto;2049;1989;askert;0.98;0;0;0.01;0;0;0
saasto;2049;1999;askert;0.96;0;0;0.01;0;0;0.03
saasto;2049;2009;askert;0.96;0;0;0.01;0;0;0.02
saasto;2049;2010;askert;0.98;0;0;0;0;0.01;0
saasto;2049;2018;askert;0.94;0;0;0;0;0.06;0
saasto;2049;2019;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2020;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2021;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2022;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2023;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2024;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2025;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2026;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2027;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2028;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2029;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2030;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2031;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2032;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2033;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2034;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2035;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2036;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2037;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2038;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2039;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2040;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2041;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2042;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2043;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2044;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2045;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2046;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2047;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2048;askert;0.95;0;0;0;0;0.05;0
saasto;2049;2049;askert;0.95;0;0;0;0;0.05;0
saasto;2050;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2050;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
saasto;2050;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
saasto;2050;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
saasto;2050;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
saasto;2050;1959;askert;0.91;0.04;0;0.01;0;0;0.04
saasto;2050;1969;askert;0.96;0.03;0;0;0;0.01;0.01
saasto;2050;1979;askert;0.95;0.04;0;0;0;0.01;0
saasto;2050;1989;askert;0.98;0;0;0.01;0;0;0
saasto;2050;1999;askert;0.96;0;0;0.01;0;0;0.03
saasto;2050;2009;askert;0.96;0;0;0.01;0;0;0.02
saasto;2050;2010;askert;0.98;0;0;0;0;0.01;0
saasto;2050;2018;askert;0.94;0;0;0;0;0.06;0
saasto;2050;2019;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2020;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2021;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2022;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2023;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2024;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2025;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2026;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2027;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2028;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2029;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2030;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2031;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2032;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2033;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2034;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2035;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2036;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2037;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2038;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2039;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2040;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2041;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2042;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2043;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2044;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2045;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2046;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2047;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2048;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2049;askert;0.95;0;0;0;0;0.05;0
saasto;2050;2050;askert;0.95;0;0;0;0;0.05;0
pysahdys;2018;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2018;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2018;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2018;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2018;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2018;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2018;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2018;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2018;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2018;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2018;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2018;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2018;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2019;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2019;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2019;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2019;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2019;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2019;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2019;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2019;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2019;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2019;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2019;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2019;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2019;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2019;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2020;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2020;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2020;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2020;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2020;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2020;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2020;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2020;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2020;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2020;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2020;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2020;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2020;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2020;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2020;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2021;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2021;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2021;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2021;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2021;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2021;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2021;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2021;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2021;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2021;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2021;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2021;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2021;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2021;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2021;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2021;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2022;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2022;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2022;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2022;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2022;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2022;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2022;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2022;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2022;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2022;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2022;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2022;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2022;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2022;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2022;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2022;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2022;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2023;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2023;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2023;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2023;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2023;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2023;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2023;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2023;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2023;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2023;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2023;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2023;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2023;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2023;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2023;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2023;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2023;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2023;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2024;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2024;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2024;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2024;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2024;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2024;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2024;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2024;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2024;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2024;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2024;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2024;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2024;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2024;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2024;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2024;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2024;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2024;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2024;2024;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2025;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2025;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2025;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2025;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2025;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2025;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2025;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2025;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2025;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2025;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2025;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2025;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2025;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;2024;askert;0.95;0;0;0;0;0.05;0
pysahdys;2025;2025;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2026;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2026;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2026;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2026;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2026;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2026;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2026;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2026;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2026;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2026;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2026;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2026;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2026;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2024;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2025;askert;0.95;0;0;0;0;0.05;0
pysahdys;2026;2026;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2027;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2027;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2027;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2027;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2027;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2027;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2027;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2027;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2027;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2027;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2027;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2027;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2027;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2024;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2025;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2026;askert;0.95;0;0;0;0;0.05;0
pysahdys;2027;2027;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2028;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2028;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2028;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2028;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2028;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2028;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2028;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2028;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2028;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2028;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2028;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2028;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2028;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2024;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2025;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2026;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2027;askert;0.95;0;0;0;0;0.05;0
pysahdys;2028;2028;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2029;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2029;1929;askert;0.72;0.04;0;0.12;0.01;0.01;0.1
pysahdys;2029;1939;askert;0.74;0.12;0;0.07;0;0.02;0.03
pysahdys;2029;1949;askert;0.84;0.07;0;0.05;0;0.01;0.04
pysahdys;2029;1959;askert;0.91;0.04;0;0.01;0;0;0.04
pysahdys;2029;1969;askert;0.96;0.03;0;0;0;0.01;0.01
pysahdys;2029;1979;askert;0.95;0.04;0;0;0;0.01;0
pysahdys;2029;1989;askert;0.98;0;0;0.01;0;0;0
pysahdys;2029;1999;askert;0.96;0;0;0.01;0;0;0.03
pysahdys;2029;2009;askert;0.96;0;0;0.01;0;0;0.02
pysahdys;2029;2010;askert;0.98;0;0;0;0;0.01;0
pysahdys;2029;2018;askert;0.94;0;0;0;0;0.06;0
pysahdys;2029;2019;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2020;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2021;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2022;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2023;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2024;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2025;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2026;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2027;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2028;askert;0.95;0;0;0;0;0.05;0
pysahdys;2029;2029;askert;0.95;0;0;0;0;0.05;0
pysahdys;2030;9999;askert;0.96;0.01;0;0.02;0;0.01;0.01
pysahdys;2030;1920;askert;0.96;0.01;0;0.02;0;0.01;0.01
