mun;scenario;year;myymal_hyper;myymal_super;myymal_pien;myymal_muu;majoit;asla;ravint;tsto;liiken;hoito;kokoon;opetus;muut;teoll_kaivos;teoll_elint;teoll_tekst;teoll_puu;teoll_paper;teoll_kemia;teoll_miner;teoll_mjalos;teoll_metal;teoll_kone;teoll_muu;teoll_energ;teoll_vesi;teoll_yhdysk;varast;teoll;liike;myymal
562;weml;2048;257;206;206;154;87;62;129;82;180;82;87;62;67;307;179;154;307;512;358;256;409;256;128;256;0;0;0;61;284;148;206
562;weml;2049;257;206;206;154;87;62;129;82;180;82;87;62;67;307;179;154;307;512;359;256;410;256;128;256;0;0;0;61;284;148;206
562;weml;2050;258;206;206;155;88;62;129;82;180;82;88;62;67;308;179;154;308;513;359;256;410;256;128;256;0;0;0;62;284;148;206
604;wemp;2018;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;wemp;2019;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;wemp;2020;276;225;225;175;85;60;125;80;175;80;85;50;65;301;175;150;301;501;351;250;401;250;125;100;0;0;0;60;264;157;225
604;wemp;2021;276;226;226;176;85;60;125;80;176;80;85;50;65;301;176;151;301;502;351;251;401;251;125;100;0;0;0;60;265;157;226
604;wemp;2022;277;226;226;176;85;60;126;80;176;80;85;50;65;302;176;151;302;503;352;251;402;251;126;101;0;0;0;60;265;157;226
604;wemp;2023;277;227;227;176;86;60;126;81;176;81;86;50;65;302;176;151;302;504;353;252;403;252;126;101;0;0;0;60;266;157;227
604;wemp;2024;278;227;227;177;86;61;126;81;177;81;86;50;66;303;177;151;303;505;353;252;404;252;126;101;0;0;0;61;266;158;227
604;wemp;2025;278;227;227;177;86;61;126;81;177;81;86;51;66;303;177;152;303;505;354;253;404;253;126;101;0;0;0;61;266;158;227
604;wemp;2026;279;228;228;177;86;61;127;81;177;81;86;51;66;304;177;152;304;506;354;253;405;253;127;101;0;0;0;61;267;158;228
604;wemp;2027;279;228;228;178;86;61;127;81;178;81;86;51;66;304;178;152;304;507;355;254;406;254;127;101;0;0;0;61;267;159;228
604;wemp;2028;280;229;229;178;86;61;127;81;178;81;86;51;66;305;178;152;305;508;356;254;407;254;127;102;0;0;0;61;268;159;229
604;wemp;2029;280;229;229;178;87;61;127;81;178;81;87;51;66;305;178;153;305;509;356;255;407;255;127;102;0;0;0;61;268;159;229
604;wemp;2030;281;230;230;179;87;61;128;82;179;82;87;51;66;306;179;153;306;510;357;255;408;255;128;102;0;0;0;61;269;159;230
604;wemp;2031;281;230;230;179;87;61;128;82;179;82;87;51;66;306;179;153;306;511;358;255;409;255;128;102;0;0;0;61;269;160;230
604;wemp;2032;282;230;230;179;87;61;128;82;179;82;87;51;67;307;179;153;307;511;358;256;409;256;128;102;0;0;0;61;270;160;230
604;wemp;2033;282;231;231;180;87;62;128;82;180;82;87;51;67;307;179;154;307;512;359;256;410;256;128;102;0;0;0;61;270;160;231
604;wemp;2034;283;231;231;180;87;62;129;82;180;82;87;51;67;308;180;154;308;513;359;256;410;256;128;103;0;0;0;62;270;161;231
604;wemp;2035;283;232;232;180;88;62;129;82;180;82;88;52;67;308;180;154;308;514;360;257;411;257;128;103;0;0;0;62;271;161;232
604;wemp;2036;284;232;232;181;88;62;129;83;181;83;88;52;67;309;180;154;309;514;360;257;412;257;129;103;0;0;0;62;271;161;232
604;wemp;2037;284;233;233;181;88;62;129;83;181;83;88;52;67;309;180;155;309;515;361;258;412;258;129;103;0;0;0;62;272;162;233
604;wemp;2038;285;233;233;181;88;62;130;83;181;83;88;52;67;310;181;155;310;516;361;258;413;258;129;103;0;0;0;62;272;162;233
604;wemp;2039;286;234;234;182;88;62;130;83;182;83;88;52;67;310;181;155;310;517;362;258;413;258;129;103;0;0;0;62;272;162;234
604;wemp;2040;286;234;234;182;88;62;130;83;182;83;88;52;68;310;181;155;310;517;362;259;414;259;129;103;0;0;0;62;273;163;234
604;wemp;2041;287;235;235;182;89;63;130;83;182;83;89;52;68;311;181;155;311;518;363;259;415;259;130;104;0;0;0;62;273;163;235
604;wemp;2042;287;235;235;183;89;63;131;84;183;84;89;52;68;311;182;156;311;519;363;260;415;260;130;104;0;0;0;62;274;163;235
604;wemp;2043;288;235;235;183;89;63;131;84;183;84;89;52;68;312;182;156;312;520;364;260;416;260;130;104;0;0;0;62;274;164;235
604;wemp;2044;288;236;236;184;89;63;131;84;184;84;89;52;68;312;182;156;312;521;364;260;417;260;130;104;0;0;0;62;274;164;236
604;wemp;2045;289;236;236;184;89;63;131;84;184;84;89;53;68;313;183;156;313;521;365;261;417;261;130;104;0;0;0;63;275;164;236
604;wemp;2046;290;237;237;184;89;63;132;84;184;84;89;53;68;313;183;157;313;522;366;261;418;261;131;104;0;0;0;63;275;165;237
604;wemp;2047;290;237;237;185;90;63;132;84;185;84;90;53;69;314;183;157;314;523;366;262;418;262;131;105;0;0;0;63;276;165;237
604;wemp;2048;291;238;238;185;90;63;132;85;185;85;90;53;69;314;183;157;314;524;367;262;419;262;131;105;0;0;0;63;276;165;238
604;wemp;2049;291;238;238;185;90;64;132;85;185;85;90;53;69;315;184;157;315;525;367;262;420;262;131;105;0;0;0;63;277;165;238
604;wemp;2050;292;239;239;186;90;64;133;85;186;85;90;53;69;315;184;158;315;525;368;263;420;263;131;105;0;0;0;63;277;166;239
604;wemh;2018;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;wemh;2019;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;wemh;2020;276;226;226;175;85;60;125;80;175;80;85;50;65;301;175;150;301;501;351;251;401;251;125;100;0;0;0;60;264;157;226
604;wemh;2021;277;226;226;176;85;60;126;80;176;80;85;50;65;302;176;151;302;503;352;251;402;251;126;101;0;0;0;60;265;157;226
604;wemh;2022;277;227;227;176;86;60;126;81;176;81;86;50;66;302;176;151;302;504;353;252;403;252;126;101;0;0;0;60;266;158;227
604;wemh;2023;278;227;227;177;86;61;126;81;177;81;86;51;66;303;177;152;303;505;354;253;404;253;126;101;0;0;0;61;266;158;227
604;wemh;2024;279;228;228;177;86;61;127;81;177;81;86;51;66;304;177;152;304;507;355;253;405;253;127;101;0;0;0;61;267;158;228
604;wemh;2025;280;229;229;178;86;61;127;81;178;81;86;51;66;305;178;152;305;508;356;254;407;254;127;102;0;0;0;61;268;159;229
604;wemh;2026;280;229;229;178;87;61;127;82;178;82;87;51;66;306;178;153;306;510;357;255;408;255;127;102;0;0;0;61;269;159;229
604;wemh;2027;281;230;230;179;87;61;128;82;179;82;87;51;66;307;179;153;307;511;358;255;409;255;128;102;0;0;0;61;269;160;230
604;wemh;2028;282;231;231;179;87;61;128;82;179;82;87;51;67;307;179;154;307;512;359;256;410;256;128;102;0;0;0;61;270;160;231
604;wemh;2029;283;231;231;180;87;62;128;82;180;82;87;51;67;308;180;154;308;514;360;257;411;257;128;103;0;0;0;62;271;161;231
604;wemh;2030;283;232;232;180;88;62;129;82;180;82;88;52;67;309;180;155;309;515;361;258;412;258;129;103;0;0;0;62;272;161;232
604;wemh;2031;284;232;232;181;88;62;129;83;181;83;88;52;67;310;181;155;310;516;361;258;413;258;129;103;0;0;0;62;272;161;232
604;wemh;2032;285;233;233;181;88;62;130;83;181;83;88;52;67;310;181;155;310;517;362;259;414;259;129;103;0;0;0;62;273;162;233
604;wemh;2033;286;234;234;182;88;62;130;83;182;83;88;52;68;311;181;156;311;518;363;259;415;259;130;104;0;0;0;62;273;162;234
604;wemh;2034;287;235;235;182;89;63;130;83;182;83;89;52;68;312;182;156;312;519;364;260;416;260;130;104;0;0;0;62;274;163;235
604;wemh;2035;287;235;235;183;89;63;131;84;183;84;89;52;68;312;182;156;312;521;364;260;416;260;130;104;0;0;0;62;274;163;235
604;wemh;2036;288;236;236;183;89;63;131;84;183;84;89;52;68;313;183;157;313;522;365;261;417;261;130;104;0;0;0;63;275;164;236
604;wemh;2037;289;237;237;184;89;63;131;84;184;84;89;53;68;314;183;157;314;523;366;261;418;261;131;105;0;0;0;63;276;164;237
604;wemh;2038;290;237;237;185;90;63;132;84;185;84;90;53;69;314;183;157;314;524;367;262;419;262;131;105;0;0;0;63;276;165;237
604;wemh;2039;291;238;238;185;90;63;132;85;185;85;90;53;69;315;184;158;315;525;368;263;420;263;131;105;0;0;0;63;277;165;238
604;wemh;2040;292;239;239;186;90;64;133;85;186;85;90;53;69;316;184;158;316;526;368;263;421;263;132;105;0;0;0;63;277;166;239
604;wemh;2041;293;239;239;186;90;64;133;85;186;85;90;53;69;316;185;158;316;527;369;264;422;264;132;105;0;0;0;63;278;166;239
604;wemh;2042;293;240;240;187;91;64;133;85;187;85;91;53;69;317;185;159;317;529;370;264;423;264;132;106;0;0;0;63;279;167;240
604;wemh;2043;294;241;241;187;91;64;134;86;187;86;91;54;70;318;185;159;318;530;371;265;424;265;132;106;0;0;0;64;279;167;241
604;wemh;2044;295;242;242;188;91;64;134;86;188;86;91;54;70;319;186;159;319;531;372;266;425;266;133;106;0;0;0;64;280;168;242
604;wemh;2045;296;242;242;188;92;65;135;86;188;86;92;54;70;319;186;160;319;532;373;266;426;266;133;106;0;0;0;64;281;168;242
604;wemh;2046;297;243;243;189;92;65;135;86;189;86;92;54;70;320;187;160;320;534;374;267;427;267;133;107;0;0;0;64;281;169;243
604;wemh;2047;298;244;244;190;92;65;135;87;190;87;92;54;70;321;187;160;321;535;374;267;428;267;134;107;0;0;0;64;282;169;244
604;wemh;2048;299;244;244;190;92;65;136;87;190;87;92;54;71;322;188;161;322;536;375;268;429;268;134;107;0;0;0;64;283;170;244
604;wemh;2049;300;245;245;191;93;65;136;87;191;87;93;54;71;322;188;161;322;537;376;269;430;269;134;107;0;0;0;64;283;170;245
604;wemh;2050;300;246;246;191;93;66;137;87;191;87;93;55;71;323;188;162;323;539;377;269;431;269;135;108;0;0;0;65;284;171;246
604;weml;2018;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;weml;2019;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;weml;2020;275;225;225;175;85;60;125;80;175;80;85;50;65;300;175;150;300;500;350;250;400;250;125;100;0;0;0;60;264;156;225
604;weml;2021;276;225;225;175;85;60;125;80;175;80;85;50;65;301;175;150;301;501;351;250;401;250;125;100;0;0;0;60;264;157;225
604;weml;2022;276;226;226;175;85;60;125;80;175;80;85;50;65;301;175;150;301;501;351;251;401;251;125;100;0;0;0;60;264;157;226
604;weml;2023;276;226;226;176;85;60;125;80;176;80;85;50;65;301;176;151;301;502;351;251;401;251;125;100;0;0;0;60;265;157;226
604;weml;2024;276;226;226;176;85;60;126;80;176;80;85;50;65;301;176;151;301;502;352;251;402;251;126;100;0;0;0;60;265;157;226
604;weml;2025;277;226;226;176;85;60;126;80;176;80;85;50;65;302;176;151;302;503;352;251;402;251;126;101;0;0;0;60;265;157;226
604;weml;2026;277;226;226;176;86;60;126;81;176;81;86;50;65;302;176;151;302;503;352;252;403;252;126;101;0;0;0;60;265;157;226
604;weml;2027;277;227;227;176;86;60;126;81;176;81;86;50;65;302;176;151;302;504;353;252;403;252;126;101;0;0;0;60;266;157;227
604;weml;2028;277;227;227;176;86;60;126;81;176;81;86;50;66;302;176;151;302;504;353;252;403;252;126;101;0;0;0;60;266;158;227
604;weml;2029;278;227;227;177;86;61;126;81;177;81;86;50;66;303;177;151;303;505;353;252;404;252;126;101;0;0;0;61;266;158;227
604;weml;2030;278;227;227;177;86;61;126;81;177;81;86;51;66;303;177;152;303;505;354;253;404;253;126;101;0;0;0;61;266;158;227
604;weml;2031;278;227;227;177;86;61;126;81;177;81;86;51;66;303;177;152;303;505;354;253;404;253;126;101;0;0;0;61;266;158;227
604;weml;2032;278;228;228;177;86;61;127;81;177;81;86;51;66;303;177;152;303;506;354;253;405;253;126;101;0;0;0;61;267;158;228
604;weml;2033;279;228;228;177;86;61;127;81;177;81;86;51;66;304;177;152;304;506;354;253;405;253;127;101;0;0;0;61;267;158;228
604;weml;2034;279;228;228;177;86;61;127;81;177;81;86;51;66;304;177;152;304;506;355;253;405;253;127;101;0;0;0;61;267;158;228
604;weml;2035;279;228;228;178;86;61;127;81;178;81;86;51;66;304;177;152;304;507;355;253;405;253;127;101;0;0;0;61;267;159;228
604;weml;2036;279;229;229;178;86;61;127;81;178;81;86;51;66;304;178;152;304;507;355;254;406;254;127;101;0;0;0;61;267;159;229
604;weml;2037;280;229;229;178;86;61;127;81;178;81;86;51;66;305;178;152;305;508;355;254;406;254;127;102;0;0;0;61;268;159;229
604;weml;2038;280;229;229;178;87;61;127;81;178;81;87;51;66;305;178;152;305;508;356;254;406;254;127;102;0;0;0;61;268;159;229
604;weml;2039;280;229;229;178;87;61;127;82;178;82;87;51;66;305;178;152;305;508;356;254;407;254;127;102;0;0;0;61;268;159;229
604;weml;2040;281;230;230;179;87;61;128;82;179;82;87;51;66;305;178;153;305;509;356;254;407;254;127;102;0;0;0;61;268;159;230
604;weml;2041;281;230;230;179;87;61;128;82;179;82;87;51;66;305;178;153;305;509;356;255;407;255;127;102;0;0;0;61;268;160;230
604;weml;2042;281;230;230;179;87;61;128;82;179;82;87;51;66;306;178;153;306;509;357;255;408;255;127;102;0;0;0;61;269;160;230
604;weml;2043;281;230;230;179;87;61;128;82;179;82;87;51;67;306;178;153;306;510;357;255;408;255;127;102;0;0;0;61;269;160;230
604;weml;2044;282;230;230;179;87;61;128;82;179;82;87;51;67;306;179;153;306;510;357;255;408;255;128;102;0;0;0;61;269;160;230
604;weml;2045;282;231;231;179;87;62;128;82;179;82;87;51;67;306;179;153;306;511;357;255;409;255;128;102;0;0;0;61;269;160;231
604;weml;2046;282;231;231;180;87;62;128;82;180;82;87;51;67;307;179;153;307;511;358;256;409;256;128;102;0;0;0;61;270;160;231
604;weml;2047;282;231;231;180;87;62;128;82;180;82;87;51;67;307;179;153;307;511;358;256;409;256;128;102;0;0;0;61;270;161;231
604;weml;2048;283;231;231;180;87;62;129;82;180;82;87;51;67;307;179;154;307;512;358;256;409;256;128;102;0;0;0;61;270;161;231
604;weml;2049;283;232;232;180;87;62;129;82;180;82;87;51;67;307;179;154;307;512;359;256;410;256;128;102;0;0;0;61;270;161;232
604;weml;2050;283;232;232;180;88;62;129;82;180;82;88;52;67;308;179;154;308;513;359;256;410;256;128;103;0;0;0;62;270;161;232
837;wemp;2018;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;wemp;2019;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;wemp;2020;276;225;225;175;85;60;125;80;175;80;85;60;65;301;200;150;351;301;250;250;401;250;150;125;0;0;0;60;248;157;225
837;wemp;2021;276;226;226;176;85;60;125;80;176;80;85;60;65;301;201;151;351;301;251;251;401;251;151;125;0;0;0;60;249;157;226
837;wemp;2022;277;226;226;176;85;60;126;80;176;80;85;60;65;302;201;151;352;302;251;251;402;251;151;126;0;0;0;60;249;157;226
837;wemp;2023;277;227;227;176;86;60;126;81;176;81;86;60;65;302;201;151;353;302;252;252;403;252;151;126;0;0;0;60;250;157;227
837;wemp;2024;278;227;227;177;86;61;126;81;177;81;86;61;66;303;202;151;353;303;252;252;404;252;151;126;0;0;0;61;250;158;227
837;wemp;2025;278;227;227;177;86;61;126;81;177;81;86;61;66;303;202;152;354;303;253;253;404;253;152;126;0;0;0;61;250;158;227
837;wemp;2026;279;228;228;177;86;61;127;81;177;81;86;61;66;304;203;152;354;304;253;253;405;253;152;127;0;0;0;61;251;158;228
837;wemp;2027;279;228;228;178;86;61;127;81;178;81;86;61;66;304;203;152;355;304;254;254;406;254;152;127;0;0;0;61;251;159;228
837;wemp;2028;280;229;229;178;86;61;127;81;178;81;86;61;66;305;203;152;356;305;254;254;407;254;152;127;0;0;0;61;252;159;229
837;wemp;2029;280;229;229;178;87;61;127;81;178;81;87;61;66;305;204;153;356;305;255;255;407;255;153;127;0;0;0;61;252;159;229
837;wemp;2030;281;230;230;179;87;61;128;82;179;82;87;61;66;306;204;153;357;306;255;255;408;255;153;128;0;0;0;61;253;159;230
837;wemp;2031;281;230;230;179;87;61;128;82;179;82;87;61;66;306;204;153;358;306;255;255;409;255;153;128;0;0;0;61;253;160;230
837;wemp;2032;282;230;230;179;87;61;128;82;179;82;87;61;67;307;205;153;358;307;256;256;409;256;153;128;0;0;0;61;253;160;230
837;wemp;2033;282;231;231;180;87;62;128;82;180;82;87;62;67;307;205;154;359;307;256;256;410;256;154;128;0;0;0;61;254;160;231
837;wemp;2034;283;231;231;180;87;62;129;82;180;82;87;62;67;308;205;154;359;308;256;256;410;256;154;128;0;0;0;62;254;161;231
837;wemp;2035;283;232;232;180;88;62;129;82;180;82;88;62;67;308;205;154;360;308;257;257;411;257;154;128;0;0;0;62;254;161;232
837;wemp;2036;284;232;232;181;88;62;129;83;181;83;88;62;67;309;206;154;360;309;257;257;412;257;154;129;0;0;0;62;255;161;232
837;wemp;2037;284;233;233;181;88;62;129;83;181;83;88;62;67;309;206;155;361;309;258;258;412;258;155;129;0;0;0;62;255;162;233
837;wemp;2038;285;233;233;181;88;62;130;83;181;83;88;62;67;310;206;155;361;310;258;258;413;258;155;129;0;0;0;62;256;162;233
837;wemp;2039;286;234;234;182;88;62;130;83;182;83;88;62;67;310;207;155;362;310;258;258;413;258;155;129;0;0;0;62;256;162;234
837;wemp;2040;286;234;234;182;88;62;130;83;182;83;88;62;68;310;207;155;362;310;259;259;414;259;155;129;0;0;0;62;256;163;234
837;wemp;2041;287;235;235;182;89;63;130;83;182;83;89;63;68;311;207;155;363;311;259;259;415;259;155;130;0;0;0;62;257;163;235
837;wemp;2042;287;235;235;183;89;63;131;84;183;84;89;63;68;311;208;156;363;311;260;260;415;260;156;130;0;0;0;62;257;163;235
837;wemp;2043;288;235;235;183;89;63;131;84;183;84;89;63;68;312;208;156;364;312;260;260;416;260;156;130;0;0;0;62;258;164;235
837;wemp;2044;288;236;236;184;89;63;131;84;184;84;89;63;68;312;208;156;364;312;260;260;417;260;156;130;0;0;0;62;258;164;236
837;wemp;2045;289;236;236;184;89;63;131;84;184;84;89;63;68;313;209;156;365;313;261;261;417;261;156;130;0;0;0;63;258;164;236
837;wemp;2046;290;237;237;184;89;63;132;84;184;84;89;63;68;313;209;157;366;313;261;261;418;261;157;131;0;0;0;63;259;165;237
837;wemp;2047;290;237;237;185;90;63;132;84;185;84;90;63;69;314;209;157;366;314;262;262;418;262;157;131;0;0;0;63;259;165;237
837;wemp;2048;291;238;238;185;90;63;132;85;185;85;90;63;69;314;210;157;367;314;262;262;419;262;157;131;0;0;0;63;260;165;238
837;wemp;2049;291;238;238;185;90;64;132;85;185;85;90;64;69;315;210;157;367;315;262;262;420;262;157;131;0;0;0;63;260;165;238
837;wemp;2050;292;239;239;186;90;64;133;85;186;85;90;64;69;315;210;158;368;315;263;263;420;263;158;131;0;0;0;63;260;166;239
837;wemh;2018;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;wemh;2019;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;wemh;2020;276;226;226;175;85;60;125;80;175;80;85;60;65;301;201;150;351;301;251;251;401;251;150;125;0;0;0;60;248;157;226
837;wemh;2021;277;226;226;176;85;60;126;80;176;80;85;60;65;302;201;151;352;302;251;251;402;251;151;126;0;0;0;60;249;157;226
837;wemh;2022;277;227;227;176;86;60;126;81;176;81;86;60;66;302;202;151;353;302;252;252;403;252;151;126;0;0;0;60;250;158;227
837;wemh;2023;278;227;227;177;86;61;126;81;177;81;86;61;66;303;202;152;354;303;253;253;404;253;152;126;0;0;0;61;250;158;227
837;wemh;2024;279;228;228;177;86;61;127;81;177;81;86;61;66;304;203;152;355;304;253;253;405;253;152;127;0;0;0;61;251;158;228
837;wemh;2025;280;229;229;178;86;61;127;81;178;81;86;61;66;305;203;152;356;305;254;254;407;254;152;127;0;0;0;61;252;159;229
837;wemh;2026;280;229;229;178;87;61;127;82;178;82;87;61;66;306;204;153;357;306;255;255;408;255;153;127;0;0;0;61;253;159;229
837;wemh;2027;281;230;230;179;87;61;128;82;179;82;87;61;66;307;204;153;358;307;255;255;409;255;153;128;0;0;0;61;253;160;230
837;wemh;2028;282;231;231;179;87;61;128;82;179;82;87;61;67;307;205;154;359;307;256;256;410;256;154;128;0;0;0;61;254;160;231
837;wemh;2029;283;231;231;180;87;62;128;82;180;82;87;62;67;308;205;154;360;308;257;257;411;257;154;128;0;0;0;62;254;161;231
837;wemh;2030;283;232;232;180;88;62;129;82;180;82;88;62;67;309;206;155;361;309;258;258;412;258;155;129;0;0;0;62;255;161;232
837;wemh;2031;284;232;232;181;88;62;129;83;181;83;88;62;67;310;206;155;361;310;258;258;413;258;155;129;0;0;0;62;256;161;232
837;wemh;2032;285;233;233;181;88;62;130;83;181;83;88;62;67;310;207;155;362;310;259;259;414;259;155;129;0;0;0;62;256;162;233
837;wemh;2033;286;234;234;182;88;62;130;83;182;83;88;62;68;311;207;156;363;311;259;259;415;259;156;130;0;0;0;62;257;162;234
837;wemh;2034;287;235;235;182;89;63;130;83;182;83;89;63;68;312;208;156;364;312;260;260;416;260;156;130;0;0;0;62;258;163;235
837;wemh;2035;287;235;235;183;89;63;131;84;183;84;89;63;68;312;208;156;364;312;260;260;416;260;156;130;0;0;0;62;258;163;235
837;wemh;2036;288;236;236;183;89;63;131;84;183;84;89;63;68;313;209;157;365;313;261;261;417;261;157;130;0;0;0;63;259;164;236
837;wemh;2037;289;237;237;184;89;63;131;84;184;84;89;63;68;314;209;157;366;314;261;261;418;261;157;131;0;0;0;63;259;164;237
837;wemh;2038;290;237;237;185;90;63;132;84;185;84;90;63;69;314;210;157;367;314;262;262;419;262;157;131;0;0;0;63;260;165;237
837;wemh;2039;291;238;238;185;90;63;132;85;185;85;90;63;69;315;210;158;368;315;263;263;420;263;158;131;0;0;0;63;260;165;238
837;wemh;2040;292;239;239;186;90;64;133;85;186;85;90;64;69;316;210;158;368;316;263;263;421;263;158;132;0;0;0;63;261;166;239
837;wemh;2041;293;239;239;186;90;64;133;85;186;85;90;64;69;316;211;158;369;316;264;264;422;264;158;132;0;0;0;63;261;166;239
837;wemh;2042;293;240;240;187;91;64;133;85;187;85;91;64;69;317;211;159;370;317;264;264;423;264;159;132;0;0;0;63;262;167;240
837;wemh;2043;294;241;241;187;91;64;134;86;187;86;91;64;70;318;212;159;371;318;265;265;424;265;159;132;0;0;0;64;263;167;241
837;wemh;2044;295;242;242;188;91;64;134;86;188;86;91;64;70;319;212;159;372;319;266;266;425;266;159;133;0;0;0;64;263;168;242
837;wemh;2045;296;242;242;188;92;65;135;86;188;86;92;65;70;319;213;160;373;319;266;266;426;266;160;133;0;0;0;64;264;168;242
837;wemh;2046;297;243;243;189;92;65;135;86;189;86;92;65;70;320;213;160;374;320;267;267;427;267;160;133;0;0;0;64;264;169;243
837;wemh;2047;298;244;244;190;92;65;135;87;190;87;92;65;70;321;214;160;374;321;267;267;428;267;160;134;0;0;0;64;265;169;244
837;wemh;2048;299;244;244;190;92;65;136;87;190;87;92;65;71;322;214;161;375;322;268;268;429;268;161;134;0;0;0;64;266;170;244
837;wemh;2049;300;245;245;191;93;65;136;87;191;87;93;65;71;322;215;161;376;322;269;269;430;269;161;134;0;0;0;64;266;170;245
837;wemh;2050;300;246;246;191;93;66;137;87;191;87;93;66;71;323;215;162;377;323;269;269;431;269;162;135;0;0;0;65;267;171;246
837;weml;2018;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;weml;2019;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;weml;2020;275;225;225;175;85;60;125;80;175;80;85;60;65;300;200;150;350;300;250;250;400;250;150;125;0;0;0;60;248;156;225
837;weml;2021;276;225;225;175;85;60;125;80;175;80;85;60;65;301;200;150;351;301;250;250;401;250;150;125;0;0;0;60;248;157;225
837;weml;2022;276;226;226;175;85;60;125;80;175;80;85;60;65;301;201;150;351;301;251;251;401;251;150;125;0;0;0;60;248;157;226
837;weml;2023;276;226;226;176;85;60;125;80;176;80;85;60;65;301;201;151;351;301;251;251;401;251;151;125;0;0;0;60;249;157;226
837;weml;2024;276;226;226;176;85;60;126;80;176;80;85;60;65;301;201;151;352;301;251;251;402;251;151;126;0;0;0;60;249;157;226
837;weml;2025;277;226;226;176;85;60;126;80;176;80;85;60;65;302;201;151;352;302;251;251;402;251;151;126;0;0;0;60;249;157;226
837;weml;2026;277;226;226;176;86;60;126;81;176;81;86;60;65;302;201;151;352;302;252;252;403;252;151;126;0;0;0;60;249;157;226
837;weml;2027;277;227;227;176;86;60;126;81;176;81;86;60;65;302;201;151;353;302;252;252;403;252;151;126;0;0;0;60;250;157;227
837;weml;2028;277;227;227;176;86;60;126;81;176;81;86;60;66;302;202;151;353;302;252;252;403;252;151;126;0;0;0;60;250;158;227
837;weml;2029;278;227;227;177;86;61;126;81;177;81;86;61;66;303;202;151;353;303;252;252;404;252;151;126;0;0;0;61;250;158;227
837;weml;2030;278;227;227;177;86;61;126;81;177;81;86;61;66;303;202;152;354;303;253;253;404;253;152;126;0;0;0;61;250;158;227
837;weml;2031;278;227;227;177;86;61;126;81;177;81;86;61;66;303;202;152;354;303;253;253;404;253;152;126;0;0;0;61;250;158;227
837;weml;2032;278;228;228;177;86;61;127;81;177;81;86;61;66;303;202;152;354;303;253;253;405;253;152;126;0;0;0;61;251;158;228
837;weml;2033;279;228;228;177;86;61;127;81;177;81;86;61;66;304;202;152;354;304;253;253;405;253;152;127;0;0;0;61;251;158;228
837;weml;2034;279;228;228;177;86;61;127;81;177;81;86;61;66;304;203;152;355;304;253;253;405;253;152;127;0;0;0;61;251;158;228
837;weml;2035;279;228;228;178;86;61;127;81;178;81;86;61;66;304;203;152;355;304;253;253;405;253;152;127;0;0;0;61;251;159;228
837;weml;2036;279;229;229;178;86;61;127;81;178;81;86;61;66;304;203;152;355;304;254;254;406;254;152;127;0;0;0;61;251;159;229
837;weml;2037;280;229;229;178;86;61;127;81;178;81;86;61;66;305;203;152;355;305;254;254;406;254;152;127;0;0;0;61;252;159;229
837;weml;2038;280;229;229;178;87;61;127;81;178;81;87;61;66;305;203;152;356;305;254;254;406;254;152;127;0;0;0;61;252;159;229
837;weml;2039;280;229;229;178;87;61;127;82;178;82;87;61;66;305;203;152;356;305;254;254;407;254;152;127;0;0;0;61;252;159;229
837;weml;2040;281;230;230;179;87;61;128;82;179;82;87;61;66;305;203;153;356;305;254;254;407;254;153;127;0;0;0;61;252;159;230
837;weml;2041;281;230;230;179;87;61;128;82;179;82;87;61;66;305;204;153;356;305;255;255;407;255;153;127;0;0;0;61;252;160;230
837;weml;2042;281;230;230;179;87;61;128;82;179;82;87;61;66;306;204;153;357;306;255;255;408;255;153;127;0;0;0;61;253;160;230
837;weml;2043;281;230;230;179;87;61;128;82;179;82;87;61;67;306;204;153;357;306;255;255;408;255;153;127;0;0;0;61;253;160;230
837;weml;2044;282;230;230;179;87;61;128;82;179;82;87;61;67;306;204;153;357;306;255;255;408;255;153;128;0;0;0;61;253;160;230
