mun;scenario;year;rakv;erpien;rivita;askert;liike;tsto;liiken;hoito;kokoon;opetus;teoll;varast;muut
837;wemp;2018;9999;135;150;105;160;145;80;180;120;170;135;130;80
837;wemp;2018;1920;150;150;100;220;200;130;240;160;250;270;190;130
837;wemp;2018;1929;155;150;95;219;200;135;244;160;249;259;190;135
837;wemp;2018;1939;160;155;95;219;200;140;249;160;249;249;190;140
837;wemp;2018;1949;158;153;99;218;193;139;248;158;238;238;178;139
837;wemp;2018;1959;149;208;99;198;188;139;248;158;228;228;173;139
837;wemp;2018;1969;158;177;113;192;143;113;207;133;182;138;167;113
837;wemp;2018;1979;139;178;109;163;119;94;173;114;153;109;129;94
837;wemp;2018;1989;110;140;100;155;115;90;165;105;145;105;120;90
837;wemp;2018;1999;135;180;115;140;105;80;145;90;130;95;105;80
837;wemp;2018;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2018;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2018;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2019;9999;135;150;105;160;145;80;180;120;170;135;130;80
837;wemp;2019;1920;150;150;100;220;200;130;240;160;250;270;190;130
837;wemp;2019;1929;154;149;95;219;199;134;244;159;249;259;189;134
837;wemp;2019;1939;159;154;95;219;199;139;249;159;249;249;189;139
837;wemp;2019;1949;157;152;98;216;191;137;245;157;235;235;176;137
837;wemp;2019;1959;147;206;98;196;186;137;245;157;225;225;172;137
837;wemp;2019;1969;155;175;112;189;141;112;204;131;179;136;165;112
837;wemp;2019;1979;137;176;108;162;118;93;172;113;152;108;127;93
837;wemp;2019;1989;109;139;100;154;114;90;164;104;144;104;119;90
837;wemp;2019;1999;135;180;115;140;105;80;145;90;130;95;105;80
837;wemp;2019;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2019;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2019;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2019;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2020;9999;135;150;105;160;145;80;180;120;170;135;130;80
837;wemp;2020;1920;150;150;100;219;200;130;239;160;249;269;190;130
837;wemp;2020;1929;154;149;94;218;199;134;243;159;248;258;189;134
837;wemp;2020;1939;159;154;94;218;199;139;248;159;248;248;189;139
837;wemp;2020;1949;155;150;97;213;189;136;243;155;233;233;175;136
837;wemp;2020;1959;146;204;97;194;184;136;243;155;223;223;170;136
837;wemp;2020;1969;153;172;110;186;139;110;201;129;177;134;162;110
837;wemp;2020;1979;136;175;107;160;116;92;170;112;150;107;126;92
837;wemp;2020;1989;109;139;99;154;114;89;164;104;144;104;119;89
837;wemp;2020;1999;135;180;115;140;105;80;145;90;130;95;105;80
837;wemp;2020;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2020;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2020;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2020;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2020;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2021;9999;135;150;105;160;145;80;179;120;170;135;130;80
837;wemp;2021;1920;150;150;100;219;199;130;239;160;249;269;189;130
837;wemp;2021;1929;154;149;94;218;198;134;243;159;248;258;188;134
837;wemp;2021;1939;158;153;94;218;198;139;248;158;248;248;188;139
837;wemp;2021;1949;155;150;97;213;189;136;242;155;232;232;174;136
837;wemp;2021;1959;144;202;96;192;183;134;240;154;221;221;168;134
837;wemp;2021;1969;151;170;109;184;137;109;199;128;175;132;161;109
837;wemp;2021;1979;134;172;105;158;115;91;167;110;148;105;124;91
837;wemp;2021;1989;108;138;98;152;113;88;162;103;142;103;118;88
837;wemp;2021;1999;134;179;115;139;105;80;144;90;129;95;105;80
837;wemp;2021;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2021;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2021;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2021;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2021;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2021;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2022;9999;135;150;105;159;145;80;179;120;169;135;130;80
837;wemp;2022;1920;150;150;100;219;199;130;239;159;249;269;189;130
837;wemp;2022;1929;154;149;94;218;198;134;243;159;248;258;188;134
837;wemp;2022;1939;158;153;94;217;198;138;247;158;247;247;188;138
837;wemp;2022;1949;154;150;97;212;188;135;241;154;232;232;174;135
837;wemp;2022;1959;143;200;95;190;181;133;238;152;219;219;166;133
837;wemp;2022;1969;150;169;108;183;136;108;197;126;173;131;159;108
837;wemp;2022;1979;132;169;104;155;113;89;165;108;146;104;122;89
837;wemp;2022;1989;107;136;97;151;112;88;161;102;141;102;117;88
837;wemp;2022;1999;134;179;114;139;104;79;144;89;129;94;104;79
837;wemp;2022;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2022;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2022;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2022;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2022;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2022;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2022;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2023;9999;135;149;105;159;144;80;179;120;169;135;130;80
837;wemp;2023;1920;149;149;100;219;199;130;239;159;249;269;189;130
837;wemp;2023;1929;153;149;94;218;198;134;243;158;248;257;188;134
837;wemp;2023;1939;158;153;94;217;197;138;246;158;246;246;187;138
837;wemp;2023;1949;154;149;96;212;188;135;241;154;231;231;173;135
837;wemp;2023;1959;141;198;94;188;179;132;235;151;217;217;165;132
837;wemp;2023;1969;148;167;107;181;134;107;195;125;172;130;158;107
837;wemp;2023;1979;130;167;102;153;111;88;162;107;144;102;121;88
837;wemp;2023;1989;106;135;96;149;111;87;159;101;140;101;116;87
837;wemp;2023;1999;134;178;114;139;104;79;144;89;129;94;104;79
837;wemp;2023;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2023;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2023;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2023;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2023;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2023;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2023;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2023;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2024;9999;134;149;105;159;144;80;179;120;169;134;129;80
837;wemp;2024;1920;149;149;100;219;199;129;239;159;249;269;189;129
837;wemp;2024;1929;153;148;94;218;198;134;242;158;247;257;188;134
837;wemp;2024;1939;157;152;93;216;197;138;246;157;246;246;187;138
837;wemp;2024;1949;154;149;96;211;187;134;240;154;231;231;173;134
837;wemp;2024;1959;140;196;93;186;177;130;233;149;214;214;163;130
837;wemp;2024;1969;147;165;106;179;133;106;193;124;170;129;156;106
837;wemp;2024;1979;128;164;100;151;110;87;160;105;142;100;119;87
837;wemp;2024;1989;105;133;95;148;110;86;157;100;138;100;114;86
837;wemp;2024;1999;133;178;114;138;104;79;143;89;129;94;104;79
837;wemp;2024;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2024;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2024;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2024;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2024;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2024;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2024;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2024;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2024;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2025;9999;134;149;105;159;144;80;179;119;169;134;129;80
837;wemp;2025;1920;149;149;100;219;199;129;239;159;249;269;189;129
837;wemp;2025;1929;153;148;94;217;198;133;242;158;247;257;188;133
837;wemp;2025;1939;157;152;93;216;196;137;245;157;245;245;186;137
837;wemp;2025;1949;153;149;96;211;187;134;240;153;230;230;172;134
837;wemp;2025;1959;138;194;92;185;175;129;231;148;212;212;161;129
837;wemp;2025;1969;145;164;105;177;132;105;191;123;168;127;155;105
837;wemp;2025;1979;126;162;99;148;108;85;157;103;139;99;117;85
837;wemp;2025;1989;104;132;94;146;109;85;156;99;137;99;113;85
837;wemp;2025;1999;133;177;113;138;104;79;143;89;128;94;104;79
837;wemp;2025;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2025;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2025;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2025;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2025;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2025;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2025;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2025;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2025;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2025;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2026;9999;134;149;104;159;144;80;179;119;169;134;129;80
837;wemp;2026;1920;149;149;100;219;199;129;239;159;249;269;189;129
837;wemp;2026;1929;153;148;94;217;198;133;242;158;247;257;188;133
837;wemp;2026;1939;156;152;93;215;196;137;244;156;244;244;186;137
837;wemp;2026;1949;153;148;96;210;186;134;239;153;229;229;172;134
837;wemp;2026;1959;137;192;91;183;174;128;228;146;210;210;160;128
837;wemp;2026;1969;144;162;103;175;130;103;189;121;166;126;153;103
837;wemp;2026;1979;124;160;97;146;106;84;155;102;137;97;115;84
837;wemp;2026;1989;103;131;93;145;107;84;154;98;135;98;112;84
837;wemp;2026;1999;133;177;113;138;103;79;143;89;128;93;103;79
837;wemp;2026;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2026;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2026;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2026;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2026;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2026;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2026;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2026;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2026;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2026;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2026;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2027;9999;134;149;104;159;144;80;179;119;169;134;129;80
837;wemp;2027;1920;149;149;99;219;199;129;239;159;249;269;189;129
837;wemp;2027;1929;153;148;94;217;197;133;242;158;247;257;188;133
837;wemp;2027;1939;156;151;93;215;195;137;244;156;244;244;185;137
837;wemp;2027;1949;153;148;95;210;186;133;238;153;229;229;172;133
837;wemp;2027;1959;136;190;90;181;172;127;226;145;208;208;158;127
837;wemp;2027;1969;143;160;102;174;129;102;187;120;165;125;151;102
837;wemp;2027;1979;122;157;96;144;105;83;153;100;135;96;113;83
837;wemp;2027;1989;102;130;93;143;106;83;153;97;134;97;111;83
837;wemp;2027;1999;132;177;113;137;103;78;142;88;128;93;103;78
837;wemp;2027;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2027;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2027;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2027;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2027;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2027;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2027;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2027;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2027;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2027;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2027;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2027;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2028;9999;134;149;104;159;144;80;179;119;169;134;129;80
837;wemp;2028;1920;149;149;99;219;199;129;239;159;249;268;189;129
837;wemp;2028;1929;153;148;94;217;197;133;242;158;247;256;187;133
837;wemp;2028;1939;156;151;92;214;195;136;243;156;243;243;185;136
837;wemp;2028;1949;152;147;95;209;185;133;238;152;228;228;171;133
837;wemp;2028;1959;134;188;90;179;170;125;224;143;206;206;157;125
837;wemp;2028;1969;141;159;101;172;128;101;185;119;163;123;150;101
837;wemp;2028;1979;120;155;95;142;103;82;150;99;133;95;112;82
837;wemp;2028;1989;101;128;92;142;105;82;151;96;133;96;110;82
837;wemp;2028;1999;132;176;113;137;103;78;142;88;127;93;103;78
837;wemp;2028;2009;120;120;100;125;95;70;125;75;115;85;90;70
837;wemp;2028;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2028;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2028;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2028;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2028;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2028;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2028;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2028;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2028;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2028;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2028;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2028;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2029;9999;134;149;104;159;144;80;179;119;169;134;129;80
837;wemp;2029;1920;149;149;99;219;199;129;239;159;249;268;189;129
837;wemp;2029;1929;153;148;94;217;197;133;241;158;246;256;187;133
837;wemp;2029;1939;155;150;92;213;194;136;243;155;243;243;184;136
837;wemp;2029;1949;152;147;95;209;185;133;237;152;228;228;171;133
837;wemp;2029;1959;133;186;89;177;168;124;222;142;204;204;155;124
837;wemp;2029;1969;140;157;100;170;127;100;183;118;162;122;148;100
837;wemp;2029;1979;119;152;93;140;102;80;148;97;131;93;110;80
837;wemp;2029;1989;100;127;91;141;104;82;150;95;131;95;109;82
837;wemp;2029;1999;132;176;112;137;103;78;142;88;127;93;103;78
837;wemp;2029;2009;119;119;100;124;95;70;124;75;114;85;90;70
837;wemp;2029;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2029;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2029;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2029;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2029;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2029;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2029;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2029;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2029;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2029;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2029;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2029;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2029;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2030;9999;134;149;104;159;144;79;179;119;169;134;129;79
837;wemp;2030;1920;149;149;99;219;199;129;238;159;248;268;189;129
837;wemp;2030;1929;153;148;94;217;197;133;241;158;246;256;187;133
837;wemp;2030;1939;155;150;92;213;194;136;242;155;242;242;184;136
837;wemp;2030;1949;151;147;95;208;185;132;237;151;227;227;170;132
837;wemp;2030;1959;132;184;88;176;167;123;219;140;202;202;154;123
837;wemp;2030;1969;138;156;99;169;125;99;182;117;160;121;147;99
837;wemp;2030;1979;117;150;92;138;100;79;146;96;129;92;108;79
837;wemp;2030;1989;99;126;90;139;103;81;148;94;130;94;108;81
837;wemp;2030;1999;131;175;112;136;102;78;141;88;127;93;102;78
837;wemp;2030;2009;119;119;100;124;95;70;124;75;114;85;90;70
837;wemp;2030;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2030;2018;60;58;58;77;55;40;85;55;74;40;40;40
837;wemp;2030;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2030;2020;63;42;38;53;53;40;85;53;68;40;40;40
837;wemp;2030;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2030;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2030;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2030;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2030;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2030;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2030;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2030;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2030;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2030;2030;53;38;31;46;46;36;81;46;61;36;36;36
837;wemp;2031;9999;134;149;104;159;144;79;179;119;169;134;129;79
837;wemp;2031;1920;149;149;99;219;199;129;238;159;248;268;189;129
837;wemp;2031;1929;153;148;94;217;197;133;241;157;246;256;187;133
837;wemp;2031;1939;155;150;92;213;193;135;242;155;242;242;184;135
837;wemp;2031;1949;151;146;94;208;184;132;236;151;227;227;170;132
837;wemp;2031;1959;131;184;88;175;166;123;219;140;201;201;153;123
837;wemp;2031;1969;137;154;98;167;124;98;180;116;158;120;145;98
837;wemp;2031;1979;116;149;91;136;99;78;145;95;128;91;107;78
837;wemp;2031;1989;97;124;88;137;102;80;146;93;128;93;106;80
837;wemp;2031;1999;130;174;111;135;101;77;140;87;125;92;101;77
837;wemp;2031;2009;119;119;99;124;94;69;124;74;114;84;89;69
837;wemp;2031;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2031;2018;60;58;57;77;55;40;85;55;74;40;40;40
837;wemp;2031;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2031;2020;62;42;37;52;52;40;85;52;67;40;40;40
837;wemp;2031;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2031;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2031;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2031;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2031;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2031;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2031;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2031;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2031;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2031;2030;53;38;31;46;46;36;81;46;61;36;36;36
837;wemp;2031;2031;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2032;9999;134;149;104;159;144;79;179;119;169;134;129;79
837;wemp;2032;1920;149;149;99;218;199;129;238;159;248;268;189;129
837;wemp;2032;1929;152;148;93;216;197;133;241;157;246;256;187;133
837;wemp;2032;1939;155;150;92;213;193;135;242;155;242;242;184;135
837;wemp;2032;1949;151;146;94;207;184;132;235;151;226;226;169;132
837;wemp;2032;1959;131;183;87;175;166;122;218;140;201;201;153;122
837;wemp;2032;1969;136;152;97;165;123;97;178;114;157;119;144;97
837;wemp;2032;1979;114;147;90;135;98;78;143;94;127;90;106;78
837;wemp;2032;1989;96;122;87;135;100;78;144;91;126;91;105;78
837;wemp;2032;1999;129;172;110;134;100;76;138;86;124;91;100;76
837;wemp;2032;2009;119;119;99;124;94;69;124;74;114;84;89;69
837;wemp;2032;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2032;2018;60;58;57;77;55;40;85;55;74;40;40;40
837;wemp;2032;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2032;2020;62;42;37;52;52;40;85;52;67;40;40;40
837;wemp;2032;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2032;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2032;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2032;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2032;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2032;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2032;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2032;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2032;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2032;2030;53;38;31;46;46;36;81;46;61;36;36;36
837;wemp;2032;2031;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2032;2032;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2033;9999;134;149;104;159;144;79;179;119;169;134;129;79
837;wemp;2033;1920;149;149;99;218;199;129;238;159;248;268;189;129
837;wemp;2033;1929;152;148;93;216;197;133;241;157;246;256;187;133
837;wemp;2033;1939;155;150;92;212;193;135;241;155;241;241;183;135
837;wemp;2033;1949;150;146;94;207;183;131;235;150;225;225;169;131
837;wemp;2033;1959;131;183;87;174;165;122;218;139;200;200;152;122
837;wemp;2033;1969;134;151;96;164;122;96;176;113;155;117;143;96
837;wemp;2033;1979;113;146;89;134;97;77;142;93;125;89;105;77
837;wemp;2033;1989;94;120;86;133;99;77;142;90;124;90;103;77
837;wemp;2033;1999;128;170;109;132;99;76;137;85;123;90;99;76
837;wemp;2033;2009;119;119;99;123;94;69;123;74;114;84;89;69
837;wemp;2033;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2033;2018;60;58;57;77;55;40;85;55;74;40;40;40
837;wemp;2033;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2033;2020;62;42;37;52;52;40;85;52;67;40;40;40
837;wemp;2033;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2033;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2033;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2033;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2033;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2033;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2033;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2033;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2033;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2033;2030;53;38;31;46;46;36;81;46;61;36;36;36
837;wemp;2033;2031;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2033;2032;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2033;2033;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2034;9999;134;149;104;159;144;79;179;119;169;134;129;79
837;wemp;2034;1920;149;149;99;218;198;129;238;159;248;268;189;129
837;wemp;2034;1929;152;147;93;216;197;133;241;157;246;256;187;133
837;wemp;2034;1939;154;150;92;212;193;135;241;154;241;241;183;135
837;wemp;2034;1949;150;145;94;206;183;131;234;150;225;225;169;131
837;wemp;2034;1959;130;182;87;174;165;122;217;139;200;200;152;122
837;wemp;2034;1969;133;149;95;162;120;95;174;112;154;116;141;95
837;wemp;2034;1979;112;144;88;132;96;76;140;92;124;88;104;76
837;wemp;2034;1989;93;118;84;131;97;76;139;89;123;89;101;76
837;wemp;2034;1999;126;168;108;131;98;75;136;84;122;89;98;75
837;wemp;2034;2009;118;118;99;123;94;69;123;74;113;84;89;69
837;wemp;2034;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2034;2018;60;58;57;77;55;40;85;55;74;40;40;40
837;wemp;2034;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2034;2020;62;42;37;52;52;40;85;52;67;40;40;40
837;wemp;2034;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2034;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2034;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2034;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2034;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2034;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2034;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2034;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2034;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2034;2030;53;38;31;46;46;36;81;46;61;36;36;36
837;wemp;2034;2031;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2034;2032;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2034;2033;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2034;2034;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2035;9999;134;149;104;159;144;79;179;119;169;134;129;79
837;wemp;2035;1920;149;149;99;218;198;129;238;159;248;268;189;129
837;wemp;2035;1929;152;147;93;216;197;133;241;157;246;255;187;133
837;wemp;2035;1939;154;149;92;212;193;135;241;154;241;241;183;135
837;wemp;2035;1949;150;145;93;206;182;131;234;150;224;224;168;131
837;wemp;2035;1959;130;182;87;173;165;121;217;139;199;199;152;121
837;wemp;2035;1969;132;148;95;160;119;95;173;111;152;115;140;95
837;wemp;2035;1979;111;143;87;131;95;75;139;91;123;87;103;75
837;wemp;2035;1989;92;117;83;129;96;75;137;87;121;87;100;75
837;wemp;2035;1999;125;167;107;130;97;74;134;83;120;88;97;74
837;wemp;2035;2009;118;118;98;123;93;69;123;74;113;84;88;69
837;wemp;2035;2010;60;60;60;80;60;50;95;60;75;45;45;50
837;wemp;2035;2018;60;58;57;77;55;40;85;55;74;40;40;40
837;wemp;2035;2019;65;45;40;55;55;40;85;55;70;40;40;40
837;wemp;2035;2020;62;42;37;52;52;40;85;52;67;40;40;40
837;wemp;2035;2021;60;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2035;2022;59;39;35;50;50;40;85;50;65;40;40;40
837;wemp;2035;2023;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2035;2024;58;39;34;49;49;39;84;49;64;39;40;39
837;wemp;2035;2025;57;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2035;2026;56;39;33;48;48;38;83;48;63;38;40;38
837;wemp;2035;2027;55;38;33;47;47;37;82;47;62;37;39;37
837;wemp;2035;2028;54;38;32;47;47;37;82;47;62;37;38;37
837;wemp;2035;2029;54;38;32;46;46;36;81;46;61;36;37;36
837;wemp;2035;2030;53;38;31;46;46;36;81;46;61;36;36;36
837;wemp;2035;2031;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2035;2032;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2035;2033;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2035;2034;52;38;31;45;45;35;80;45;60;35;35;35
837;wemp;2035;2035;52;38;31;45;45;35;80;45;60;35;35;35
