scenario;year;kmuoto;teoll_kaivos;teoll_elint;teoll_tekst;teoll_puu;teoll_paper;teoll_kemia;teoll_miner;teoll_mjalos;teoll_metal;teoll_kone;teoll_muu;teoll_energ;teoll_vesi;teoll_yhdysk;varast;teoll
saasto;2036;pauto;47;17;7;27;42;17;18;27;12;12;12;0;47;2;27;71
saasto;2036;kauto;47;17;7;27;42;17;18;27;12;12;12;0;47;2;47;71
saasto;2037;pauto;47;17;7;27;42;17;18;27;12;12;12;0;47;2;27;71
saasto;2037;kauto;47;17;7;27;42;17;18;27;12;12;12;0;47;2;47;71
saasto;2038;pauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;27;68
saasto;2038;kauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;47;68
saasto;2039;pauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;27;68
saasto;2039;kauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;46;68
saasto;2040;pauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;26;68
saasto;2040;kauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;46;68
saasto;2041;pauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;26;68
saasto;2041;kauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;46;68
saasto;2042;pauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;26;68
saasto;2042;kauto;46;16;6;26;41;16;17;26;11;11;11;0;46;2;46;68
saasto;2043;pauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;26;65
saasto;2043;kauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;46;65
saasto;2044;pauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;26;65
saasto;2044;kauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;45;65
saasto;2045;pauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;25;65
saasto;2045;kauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;45;65
saasto;2046;pauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;25;65
saasto;2046;kauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;45;65
saasto;2047;pauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;25;65
saasto;2047;kauto;45;15;5;25;40;15;16;25;10;10;10;0;45;2;45;65
saasto;2048;pauto;44;14;4;24;39;14;15;24;9;9;9;0;44;2;25;62
saasto;2048;kauto;44;14;4;24;39;14;15;24;9;9;9;0;44;2;45;62
saasto;2049;pauto;44;14;4;24;39;14;15;24;9;9;9;0;44;2;25;62
saasto;2049;kauto;44;14;4;24;39;14;15;24;9;9;9;0;44;2;44;62
saasto;2050;pauto;44;14;4;24;39;14;15;24;9;9;9;0;44;2;24;62
saasto;2050;kauto;44;14;4;24;39;14;15;24;9;9;9;0;44;2;44;62
pysahdys;2017;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2017;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2018;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2018;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;51;81
pysahdys;2019;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2019;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2020;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2020;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2021;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2021;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2022;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2022;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2023;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2023;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2024;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2024;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2025;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2025;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2026;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2026;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2027;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2027;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2028;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2028;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2029;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2029;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2030;pauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;30;81
pysahdys;2030;kauto;50;20;10;30;45;20;21;30;15;15;15;0;50;5;50;81
pysahdys;2031;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;30;78
pysahdys;2031;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;50;78
pysahdys;2032;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;30;78
pysahdys;2032;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;50;78
pysahdys;2033;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;30;78
pysahdys;2033;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2034;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;30;78
pysahdys;2034;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2035;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;29;78
pysahdys;2035;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2036;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;29;78
pysahdys;2036;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2037;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;29;78
pysahdys;2037;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2038;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;29;78
pysahdys;2038;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2039;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;29;78
pysahdys;2039;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2040;pauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;29;78
pysahdys;2040;kauto;49;19;9;29;44;19;20;29;14;14;14;0;49;4;49;78
pysahdys;2041;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;29;75
pysahdys;2041;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;49;75
pysahdys;2042;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;29;75
pysahdys;2042;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;49;75
pysahdys;2043;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;29;75
pysahdys;2043;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2044;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;29;75
pysahdys;2044;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2045;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;28;75
pysahdys;2045;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2046;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;28;75
pysahdys;2046;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2047;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;28;75
pysahdys;2047;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2048;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;28;75
pysahdys;2048;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2049;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;28;75
pysahdys;2049;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
pysahdys;2050;pauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;28;75
pysahdys;2050;kauto;48;18;8;28;43;18;19;28;13;13;13;0;48;3;48;75
