mun;scenario;year;rakv;erpien;rivita;askert;liike;tsto;liiken;hoito;kokoon;opetus;teoll;varast;muut
922;eu80;2027;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2027;2018;74;58;58;77;55;40;85;55;74;40;40;40
922;eu80;2027;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2027;2020;63;42;38;53;53;40;85;53;68;40;40;40
922;eu80;2027;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2027;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2027;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2027;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2027;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2027;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2027;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2028;9999;129;119;109;159;134;85;219;124;144;109;109;85
922;eu80;2028;1920;139;124;94;229;199;124;234;159;234;273;179;124
922;eu80;2028;1929;143;133;94;227;197;128;237;158;232;256;168;128
922;eu80;2028;1939;151;146;102;224;195;131;238;156;229;214;165;131
922;eu80;2028;1949;152;157;105;219;195;133;238;152;228;162;152;133
922;eu80;2028;1959;143;157;103;210;184;130;228;143;215;134;143;130
922;eu80;2028;1969;146;141;106;172;128;101;185;119;163;123;150;101
922;eu80;2028;1979;120;129;95;142;103;82;150;99;133;95;112;82
922;eu80;2028;1989;110;110;87;142;105;82;151;96;133;96;110;82
922;eu80;2028;1999;113;122;103;137;103;78;142;88;127;93;103;78
922;eu80;2028;2009;120;105;100;125;95;70;125;75;115;85;90;70
922;eu80;2028;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2028;2018;74;58;58;77;55;40;85;55;74;40;40;40
922;eu80;2028;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2028;2020;63;42;38;53;53;40;85;53;68;40;40;40
922;eu80;2028;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2028;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2028;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2028;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2028;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2028;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2028;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2028;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2029;9999;129;119;109;159;134;84;219;124;144;109;109;84
922;eu80;2029;1920;139;124;94;229;199;124;234;159;234;273;179;124
922;eu80;2029;1929;143;133;94;227;197;128;236;158;232;256;168;128
922;eu80;2029;1939;150;146;102;223;194;131;238;155;228;213;165;131
922;eu80;2029;1949;152;157;104;218;194;133;237;152;228;161;152;133
922;eu80;2029;1959;142;155;102;208;182;129;226;142;213;133;142;129
922;eu80;2029;1969;144;140;105;170;127;100;183;118;162;122;148;100
922;eu80;2029;1979;119;127;93;140;102;80;148;97;131;93;110;80
922;eu80;2029;1989;109;109;86;141;104;82;150;95;131;95;109;82
922;eu80;2029;1999;112;122;103;137;103;78;142;88;127;93;103;78
922;eu80;2029;2009;119;105;100;124;95;70;124;75;114;85;90;70
922;eu80;2029;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2029;2018;74;58;58;77;55;40;85;55;74;40;40;40
922;eu80;2029;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2029;2020;63;42;38;53;53;40;85;53;68;40;40;40
922;eu80;2029;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2029;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2029;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2029;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2029;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2029;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2029;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2029;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2029;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2030;9999;129;119;109;159;134;84;219;124;144;109;109;84
922;eu80;2030;1920;139;124;94;229;199;124;234;159;234;273;179;124
922;eu80;2030;1929;143;133;94;226;197;128;236;158;231;256;167;128
922;eu80;2030;1939;150;145;102;223;194;131;237;155;227;213;165;131
922;eu80;2030;1949;151;156;104;218;194;132;237;151;227;161;151;132
922;eu80;2030;1959;140;154;101;206;180;127;224;140;211;132;140;127
922;eu80;2030;1969;143;138;104;169;125;99;182;117;160;121;147;99
922;eu80;2030;1979;117;125;92;138;100;79;146;96;129;92;108;79
922;eu80;2030;1989;108;108;85;139;103;81;148;94;130;94;108;81
922;eu80;2030;1999;112;122;102;136;102;78;141;88;127;93;102;78
922;eu80;2030;2009;119;104;100;124;95;70;124;75;114;85;90;70
922;eu80;2030;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2030;2018;74;58;58;77;55;40;85;55;74;40;40;40
922;eu80;2030;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2030;2020;63;42;38;53;53;40;85;53;68;40;40;40
922;eu80;2030;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2030;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2030;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2030;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2030;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2030;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2030;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2030;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2030;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2030;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2031;9999;129;119;109;159;134;84;219;124;144;109;109;84
922;eu80;2031;1920;139;124;94;228;199;124;233;159;233;273;179;124
922;eu80;2031;1929;143;133;94;226;197;128;236;157;231;256;167;128
922;eu80;2031;1939;150;145;102;222;193;131;237;155;227;213;164;131
922;eu80;2031;1949;151;156;104;217;194;132;236;151;227;160;151;132
922;eu80;2031;1959;140;153;101;206;179;127;223;140;210;131;140;127
922;eu80;2031;1969;141;137;103;167;124;98;180;116;158;120;145;98
922;eu80;2031;1979;116;124;91;136;99;78;145;95;128;91;107;78
922;eu80;2031;1989;106;106;84;137;102;80;146;93;128;93;106;80
922;eu80;2031;1999;111;121;101;135;101;77;140;87;125;92;101;77
922;eu80;2031;2009;119;104;99;124;94;69;124;74;114;84;89;69
922;eu80;2031;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2031;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2031;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2031;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2031;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2031;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2031;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2031;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2031;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2031;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2031;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2031;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2031;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2031;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2031;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2032;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2032;1920;139;124;94;228;199;124;233;159;233;273;179;124
922;eu80;2032;1929;143;133;93;226;197;128;236;157;231;256;167;128
922;eu80;2032;1939;150;145;101;222;193;130;237;155;227;213;164;130
922;eu80;2032;1949;151;155;104;217;193;132;235;151;226;160;151;132
922;eu80;2032;1959;140;153;100;205;179;127;223;140;210;131;140;127
922;eu80;2032;1969;140;136;102;165;123;97;178;114;157;119;144;97
922;eu80;2032;1979;114;123;90;135;98;78;143;94;127;90;106;78
922;eu80;2032;1989;105;105;83;135;100;78;144;91;126;91;105;78
922;eu80;2032;1999;110;119;100;134;100;76;138;86;124;91;100;76
922;eu80;2032;2009;119;104;99;124;94;69;124;74;114;84;89;69
922;eu80;2032;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2032;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2032;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2032;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2032;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2032;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2032;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2032;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2032;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2032;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2032;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2032;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2032;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2032;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2032;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2032;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2033;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2033;1920;139;124;94;228;199;124;233;159;233;273;179;124
922;eu80;2033;1929;143;133;93;226;197;128;236;157;231;256;167;128
922;eu80;2033;1939;150;145;101;222;193;130;237;155;227;212;164;130
922;eu80;2033;1949;150;155;103;216;193;131;235;150;225;160;150;131
922;eu80;2033;1959;139;152;100;205;179;126;222;139;209;131;139;126
922;eu80;2033;1969;138;134;101;164;122;96;176;113;155;117;143;96
922;eu80;2033;1979;113;121;89;134;97;77;142;93;125;89;105;77
922;eu80;2033;1989;103;103;81;133;99;77;142;90;124;90;103;77
922;eu80;2033;1999;109;118;99;132;99;76;137;85;123;90;99;76
922;eu80;2033;2009;119;104;99;123;94;69;123;74;114;84;89;69
922;eu80;2033;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2033;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2033;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2033;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2033;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2033;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2033;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2033;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2033;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2033;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2033;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2033;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2033;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2033;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2033;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2033;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2033;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2034;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2034;1920;139;124;94;228;198;124;233;159;233;273;179;124
922;eu80;2034;1929;143;133;93;226;197;128;236;157;231;256;167;128
922;eu80;2034;1939;150;145;101;222;193;130;236;154;227;212;164;130
922;eu80;2034;1949;150;155;103;215;192;131;234;150;225;159;150;131
922;eu80;2034;1959;139;152;100;204;178;126;222;139;209;130;139;126
922;eu80;2034;1969;137;133;100;162;120;95;174;112;154;116;141;95
922;eu80;2034;1979;112;120;88;132;96;76;140;92;124;88;104;76
922;eu80;2034;1989;101;101;80;131;97;76;139;89;123;89;101;76
922;eu80;2034;1999;108;117;98;131;98;75;136;84;122;89;98;75
922;eu80;2034;2009;118;103;99;123;94;69;123;74;113;84;89;69
922;eu80;2034;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2034;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2034;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2034;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2034;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2034;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2034;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2034;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2034;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2034;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2034;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2034;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2034;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2034;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2034;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2034;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2034;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2034;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2035;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2035;1920;139;124;94;228;198;124;233;159;233;273;179;124
922;eu80;2035;1929;142;133;93;226;197;128;236;157;231;255;167;128
922;eu80;2035;1939;149;145;101;222;193;130;236;154;227;212;164;130
922;eu80;2035;1949;150;154;103;215;192;131;234;150;224;159;150;131
922;eu80;2035;1959;139;152;100;204;178;126;221;139;208;130;139;126
922;eu80;2035;1969;136;132;99;160;119;95;173;111;152;115;140;95
922;eu80;2035;1979;111;119;87;131;95;75;139;91;123;87;103;75
922;eu80;2035;1989;100;100;79;129;96;75;137;87;121;87;100;75
922;eu80;2035;1999;107;116;97;130;97;74;134;83;120;88;97;74
922;eu80;2035;2009;118;103;98;123;93;69;123;74;113;84;88;69
922;eu80;2035;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2035;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2035;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2035;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2035;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2035;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2035;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2035;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2035;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2035;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2035;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2035;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2035;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2035;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2035;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2035;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2035;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2035;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2035;2035;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2036;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2036;1920;139;124;94;228;198;124;233;159;233;273;179;124
922;eu80;2036;1929;142;133;93;226;196;128;236;157;231;255;167;128
922;eu80;2036;1939;149;145;101;222;193;130;236;154;226;212;164;130
922;eu80;2036;1949;149;154;103;214;191;131;233;149;224;158;149;131
922;eu80;2036;1959;138;151;99;203;177;125;220;138;207;130;138;125
922;eu80;2036;1969;134;130;98;159;118;94;171;110;151;114;138;94
922;eu80;2036;1979;110;118;86;130;94;75;137;90;122;86;102;75
922;eu80;2036;1989;98;98;78;127;94;74;135;86;119;86;98;74
922;eu80;2036;1999;105;115;96;128;96;73;133;83;119;87;96;73
922;eu80;2036;2009;118;103;98;123;93;69;123;74;113;83;88;69
922;eu80;2036;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2036;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2036;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2036;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2036;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2036;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2036;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2036;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2036;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2036;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2036;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2036;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2036;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2036;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2036;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2036;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2036;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2036;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2036;2035;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2036;2036;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2037;1920;139;124;94;228;198;124;233;159;233;273;178;124
922;eu80;2037;1929;142;133;93;226;196;128;236;157;231;255;167;128
922;eu80;2037;1939;149;144;101;221;193;130;236;154;226;212;164;130
922;eu80;2037;1949;149;153;102;214;191;130;232;149;223;158;149;130
922;eu80;2037;1959;138;151;99;203;177;125;220;138;207;129;138;125
922;eu80;2037;1969;133;129;97;157;117;93;169;109;149;113;137;93
922;eu80;2037;1979;109;117;86;128;93;74;136;89;121;86;101;74
922;eu80;2037;1989;97;97;77;125;93;73;133;85;117;85;97;73
922;eu80;2037;1999;104;113;95;127;95;73;132;82;118;86;95;73
922;eu80;2037;2009;117;103;98;122;93;68;122;73;112;83;88;68
922;eu80;2037;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2037;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2037;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2037;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2037;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2037;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2037;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2037;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2037;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2037;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2037;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2037;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2037;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2037;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2037;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;2035;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;2036;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2037;2037;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2038;1920;139;124;94;228;198;124;233;159;233;273;178;124
922;eu80;2038;1929;142;132;93;226;196;128;236;157;231;255;167;128
922;eu80;2038;1939;149;144;101;221;192;130;236;154;226;212;164;130
922;eu80;2038;1949;148;153;102;213;190;130;232;148;223;158;148;130
922;eu80;2038;1959;138;151;99;202;176;125;219;138;206;129;138;125
922;eu80;2038;1969;132;128;96;156;116;92;167;108;148;112;136;92
922;eu80;2038;1979;108;115;85;127;92;73;135;89;119;85;100;73
922;eu80;2038;1989;95;95;76;123;91;72;131;84;115;84;95;72
922;eu80;2038;1999;103;112;94;126;94;72;130;81;117;85;94;72
922;eu80;2038;2009;117;102;98;122;93;68;122;73;112;83;88;68
922;eu80;2038;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2038;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2038;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2038;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2038;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2038;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2038;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2038;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2038;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2038;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2038;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2038;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2038;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2038;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2038;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2035;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2036;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2037;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2038;2038;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2039;1920;139;124;94;228;198;124;233;159;233;273;178;124
922;eu80;2039;1929;142;132;93;226;196;128;235;157;231;255;167;128
922;eu80;2039;1939;149;144;101;221;192;130;235;154;226;211;163;130
922;eu80;2039;1949;148;153;102;213;190;130;231;148;222;157;148;130
922;eu80;2039;1959;137;150;99;202;176;124;219;137;206;129;137;124
922;eu80;2039;1969;130;126;95;154;114;91;166;107;146;111;134;91
922;eu80;2039;1979;107;114;84;126;91;72;133;88;118;84;99;72
922;eu80;2039;1989;94;94;74;121;90;71;129;82;114;82;94;71
922;eu80;2039;1999;102;111;93;125;93;71;129;80;116;85;93;71
922;eu80;2039;2009;117;102;97;122;92;68;122;73;112;83;88;68
922;eu80;2039;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2039;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2039;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2039;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2039;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2039;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2039;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2039;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2039;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2039;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2039;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2039;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2039;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2039;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2039;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2035;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2036;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2037;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2038;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2039;2039;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;9999;129;119;109;159;134;84;218;124;144;109;109;84
922;eu80;2040;1920;139;124;94;228;198;124;233;159;233;272;178;124
922;eu80;2040;1929;142;132;93;226;196;127;235;157;230;255;167;127
922;eu80;2040;1939;149;144;101;221;192;130;235;154;226;211;163;130
922;eu80;2040;1949;148;152;102;212;189;129;231;148;222;157;148;129
922;eu80;2040;1959;137;150;98;201;175;124;218;137;205;128;137;124
922;eu80;2040;1969;129;125;94;152;113;90;164;106;145;109;133;90
922;eu80;2040;1979;106;113;83;124;91;72;132;87;117;83;98;72
922;eu80;2040;1989;93;93;73;120;89;69;127;81;112;81;93;69
922;eu80;2040;1999;101;110;92;123;92;70;128;79;114;84;92;70
922;eu80;2040;2009;116;102;97;121;92;68;121;73;112;82;87;68
922;eu80;2040;2010;75;75;60;80;60;50;95;60;75;45;45;50
922;eu80;2040;2018;73;57;57;77;55;40;85;55;74;40;40;40
922;eu80;2040;2019;65;45;40;55;55;40;85;55;70;40;40;40
922;eu80;2040;2020;62;42;37;52;52;40;85;52;67;40;40;40
922;eu80;2040;2021;60;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2040;2022;59;39;35;50;50;40;85;50;65;40;40;40
922;eu80;2040;2023;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2040;2024;58;39;34;49;49;39;84;49;64;39;40;39
922;eu80;2040;2025;57;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2040;2026;56;39;33;48;48;38;83;48;63;38;40;38
922;eu80;2040;2027;55;38;33;47;47;37;82;47;62;37;39;37
922;eu80;2040;2028;54;38;32;47;47;37;82;47;62;37;38;37
922;eu80;2040;2029;54;38;32;46;46;36;81;46;61;36;37;36
922;eu80;2040;2030;53;38;31;46;46;36;81;46;61;36;36;36
922;eu80;2040;2031;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2032;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2033;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2034;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2035;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2036;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2037;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2038;52;38;31;45;45;35;80;45;60;35;35;35
922;eu80;2040;2039;52;38;31;45;45;35;80;45;60;35;35;35
