scenario;rakv;rakennus_tyyppi;vesi_kwh_m2
saasto;1920;tsto;29
saasto;1920;liiken;35
saasto;1920;hoito;35
saasto;1920;kokoon;0
saasto;1920;opetus;0
saasto;1920;teoll;169
saasto;1920;varast;160
saasto;1920;muut;130
saasto;1929;erpien;29
saasto;1929;rivita;35
saasto;1929;askert;35
saasto;1929;liike;0
saasto;1929;tsto;29
saasto;1929;liiken;35
saasto;1929;hoito;35
saasto;1929;kokoon;0
saasto;1929;opetus;0
saasto;1929;teoll;174
saasto;1929;varast;170
saasto;1929;muut;130
saasto;1939;erpien;29
saasto;1939;rivita;35
saasto;1939;askert;35
saasto;1939;liike;0
saasto;1939;tsto;29
saasto;1939;liiken;35
saasto;1939;hoito;35
saasto;1939;kokoon;0
saasto;1939;opetus;0
saasto;1939;teoll;184
saasto;1939;varast;185
saasto;1939;muut;140
saasto;1949;erpien;29
saasto;1949;rivita;34
saasto;1949;askert;35
saasto;1949;liike;0
saasto;1949;tsto;29
saasto;1949;liiken;34
saasto;1949;hoito;35
saasto;1949;kokoon;0
saasto;1949;opetus;0
saasto;1949;teoll;189
saasto;1949;varast;199
saasto;1949;muut;145
saasto;1959;erpien;29
saasto;1959;rivita;34
saasto;1959;askert;34
saasto;1959;liike;0
saasto;1959;tsto;29
saasto;1959;liiken;34
saasto;1959;hoito;34
saasto;1959;kokoon;0
saasto;1959;opetus;0
saasto;1959;teoll;189
saasto;1959;varast;209
saasto;1959;muut;149
saasto;1969;erpien;29
saasto;1969;rivita;33
saasto;1969;askert;33
saasto;1969;liike;0
saasto;1969;tsto;29
saasto;1969;liiken;33
saasto;1969;hoito;33
saasto;1969;kokoon;0
saasto;1969;opetus;0
saasto;1969;teoll;194
saasto;1969;varast;193
saasto;1969;muut;153
saasto;1979;erpien;29
saasto;1979;rivita;31
saasto;1979;askert;31
saasto;1979;liike;0
saasto;1979;tsto;29
saasto;1979;liiken;31
saasto;1979;hoito;31
saasto;1979;kokoon;0
saasto;1979;opetus;0
saasto;1979;teoll;169
saasto;1979;varast;181
saasto;1979;muut;141
saasto;1989;erpien;28
saasto;1989;rivita;30
saasto;1989;askert;29
saasto;1989;liike;0
saasto;1989;tsto;28
saasto;1989;liiken;30
saasto;1989;hoito;29
saasto;1989;kokoon;0
saasto;1989;opetus;0
saasto;1989;teoll;148
saasto;1989;varast;150
saasto;1989;muut;124
saasto;1999;erpien;31
saasto;1999;rivita;32
saasto;1999;askert;30
saasto;1999;liike;0
saasto;1999;tsto;31
saasto;1999;liiken;32
saasto;1999;hoito;30
saasto;1999;kokoon;0
saasto;1999;opetus;0
saasto;1999;teoll;146
saasto;1999;varast;157
saasto;1999;muut;135
saasto;2009;erpien;29
saasto;2009;rivita;30
saasto;2009;askert;28
saasto;2009;liike;0
saasto;2009;tsto;29
saasto;2009;liiken;30
saasto;2009;hoito;28
saasto;2009;kokoon;0
saasto;2009;opetus;0
saasto;2009;teoll;149
saasto;2009;varast;135
saasto;2009;muut;128
saasto;2010;erpien;27
saasto;2010;rivita;29
saasto;2010;askert;26
saasto;2010;liike;0
saasto;2010;tsto;27
saasto;2010;liiken;29
saasto;2010;hoito;26
saasto;2010;kokoon;0
saasto;2010;opetus;0
saasto;2010;teoll;102
saasto;2010;varast;104
saasto;2010;muut;86
saasto;2018;erpien;27
saasto;2018;rivita;29
saasto;2018;askert;26
saasto;2018;liike;0
saasto;2018;tsto;27
saasto;2018;liiken;29
saasto;2018;hoito;26
saasto;2018;kokoon;0
saasto;2018;opetus;0
saasto;2018;teoll;92
saasto;2018;varast;74
saasto;2018;muut;66
saasto;2019;erpien;27
saasto;2019;rivita;29
saasto;2019;askert;26
saasto;2019;liike;0
saasto;2019;tsto;27
saasto;2019;liiken;29
saasto;2019;hoito;26
saasto;2019;kokoon;0
saasto;2019;opetus;0
saasto;2019;teoll;90
saasto;2019;varast;71
saasto;2019;muut;63
saasto;2020;erpien;27
saasto;2020;rivita;29
saasto;2020;askert;26
saasto;2020;liike;0
saasto;2020;tsto;27
saasto;2020;liiken;29
saasto;2020;hoito;26
saasto;2020;kokoon;0
saasto;2020;opetus;0
saasto;2020;teoll;87
saasto;2020;varast;68
saasto;2020;muut;61
saasto;2021;erpien;27
saasto;2021;rivita;28
saasto;2021;askert;25
saasto;2021;liike;0
saasto;2021;tsto;27
saasto;2021;liiken;28
saasto;2021;hoito;26
saasto;2021;kokoon;0
saasto;2021;opetus;0
saasto;2021;teoll;87
saasto;2021;varast;67
saasto;2021;muut;60
saasto;2022;erpien;27
saasto;2022;rivita;28
saasto;2022;askert;25
saasto;2022;liike;0
saasto;2022;tsto;27
saasto;2022;liiken;28
saasto;2022;hoito;25
saasto;2022;kokoon;0
saasto;2022;opetus;0
saasto;2022;teoll;86
saasto;2022;varast;67
saasto;2022;muut;60
saasto;2023;erpien;27
saasto;2023;rivita;28
saasto;2023;askert;25
saasto;2023;liike;0
saasto;2023;tsto;27
saasto;2023;liiken;28
saasto;2023;hoito;25
saasto;2023;kokoon;0
saasto;2023;opetus;0
saasto;2023;teoll;85
saasto;2023;varast;67
saasto;2023;muut;59
saasto;2024;erpien;26
saasto;2024;rivita;27
saasto;2024;askert;25
saasto;2024;liike;0
saasto;2024;tsto;27
saasto;2024;liiken;28
saasto;2024;hoito;25
saasto;2024;kokoon;0
saasto;2024;opetus;0
saasto;2024;teoll;84
saasto;2024;varast;67
saasto;2024;muut;59
saasto;2025;erpien;26
saasto;2025;rivita;27
saasto;2025;askert;24
saasto;2025;liike;0
saasto;2025;tsto;27
saasto;2025;liiken;28
saasto;2025;hoito;25
saasto;2025;kokoon;0
saasto;2025;opetus;0
saasto;2025;teoll;83
saasto;2025;varast;67
saasto;2025;muut;59
saasto;2026;erpien;26
saasto;2026;rivita;27
saasto;2026;askert;24
saasto;2026;liike;0
saasto;2026;tsto;27
saasto;2026;liiken;28
saasto;2026;hoito;25
saasto;2026;kokoon;0
saasto;2026;opetus;0
saasto;2026;teoll;83
saasto;2026;varast;67
saasto;2026;muut;58
saasto;2027;erpien;25
saasto;2027;rivita;27
saasto;2027;askert;24
saasto;2027;liike;0
saasto;2027;tsto;26
saasto;2027;liiken;28
saasto;2027;hoito;25
saasto;2027;kokoon;0
saasto;2027;opetus;0
saasto;2027;teoll;82
saasto;2027;varast;67
saasto;2027;muut;58
saasto;2028;erpien;25
saasto;2028;rivita;26
saasto;2028;askert;24
saasto;2028;liike;0
saasto;2028;tsto;26
saasto;2028;liiken;27
saasto;2028;hoito;25
saasto;2028;kokoon;0
saasto;2028;opetus;0
saasto;2028;teoll;81
saasto;2028;varast;67
saasto;2028;muut;57
saasto;2029;erpien;25
saasto;2029;rivita;26
saasto;2029;askert;23
saasto;2029;liike;0
saasto;2029;tsto;26
saasto;2029;liiken;27
saasto;2029;hoito;24
saasto;2029;kokoon;0
saasto;2029;opetus;0
saasto;2029;teoll;80
saasto;2029;varast;67
saasto;2029;muut;57
saasto;2030;erpien;25
saasto;2030;rivita;26
saasto;2030;askert;23
saasto;2030;liike;0
saasto;2030;tsto;26
saasto;2030;liiken;27
saasto;2030;hoito;24
saasto;2030;kokoon;0
saasto;2030;opetus;0
saasto;2030;teoll;79
saasto;2030;varast;67
saasto;2030;muut;57
saasto;2031;erpien;24
saasto;2031;rivita;25
saasto;2031;askert;23
saasto;2031;liike;0
saasto;2031;tsto;26
saasto;2031;liiken;27
saasto;2031;hoito;24
saasto;2031;kokoon;0
saasto;2031;opetus;0
saasto;2031;teoll;79
saasto;2031;varast;67
saasto;2031;muut;57
saasto;2032;erpien;24
saasto;2032;rivita;25
saasto;2032;askert;23
saasto;2032;liike;0
saasto;2032;tsto;26
saasto;2032;liiken;27
saasto;2032;hoito;24
saasto;2032;kokoon;0
saasto;2032;opetus;0
saasto;2032;teoll;79
saasto;2032;varast;67
saasto;2032;muut;57
saasto;2033;erpien;24
saasto;2033;rivita;25
saasto;2033;askert;23
saasto;2033;liike;0
saasto;2033;tsto;25
saasto;2033;liiken;26
saasto;2033;hoito;24
saasto;2033;kokoon;0
saasto;2033;opetus;0
saasto;2033;teoll;79
saasto;2033;varast;67
saasto;2033;muut;57
saasto;2034;erpien;24
saasto;2034;rivita;25
saasto;2034;askert;22
saasto;2034;liike;0
saasto;2034;tsto;25
saasto;2034;liiken;26
saasto;2034;hoito;24
saasto;2034;kokoon;0
saasto;2034;opetus;0
saasto;2034;teoll;79
saasto;2034;varast;67
saasto;2034;muut;57
saasto;2035;erpien;24
saasto;2035;rivita;25
saasto;2035;askert;22
saasto;2035;liike;0
saasto;2035;tsto;25
saasto;2035;liiken;26
saasto;2035;hoito;23
saasto;2035;kokoon;0
saasto;2035;opetus;0
saasto;2035;teoll;79
saasto;2035;varast;67
saasto;2035;muut;57
saasto;2036;erpien;23
saasto;2036;rivita;24
saasto;2036;askert;22
saasto;2036;liike;0
saasto;2036;tsto;25
saasto;2036;liiken;26
saasto;2036;hoito;23
saasto;2036;kokoon;0
saasto;2036;opetus;0
saasto;2036;teoll;79
saasto;2036;varast;67
saasto;2036;muut;57
saasto;2037;erpien;23
saasto;2037;rivita;24
saasto;2037;askert;22
saasto;2037;liike;0
saasto;2037;tsto;25
saasto;2037;liiken;26
saasto;2037;hoito;23
saasto;2037;kokoon;0
saasto;2037;opetus;0
saasto;2037;teoll;79
saasto;2037;varast;67
saasto;2037;muut;57
saasto;2038;erpien;23
saasto;2038;rivita;24
saasto;2038;askert;22
saasto;2038;liike;0
saasto;2038;tsto;24
saasto;2038;liiken;25
saasto;2038;hoito;23
saasto;2038;kokoon;0
saasto;2038;opetus;0
saasto;2038;teoll;79
saasto;2038;varast;67
saasto;2038;muut;57
saasto;2039;erpien;23
saasto;2039;rivita;24
saasto;2039;askert;21
saasto;2039;liike;0
saasto;2039;tsto;24
saasto;2039;liiken;25
saasto;2039;hoito;23
saasto;2039;kokoon;0
saasto;2039;opetus;0
saasto;2039;teoll;79
saasto;2039;varast;67
saasto;2039;muut;57
saasto;2040;erpien;23
saasto;2040;rivita;24
saasto;2040;askert;21
saasto;2040;liike;0
saasto;2040;tsto;24
saasto;2040;liiken;25
saasto;2040;hoito;22
saasto;2040;kokoon;0
saasto;2040;opetus;0
saasto;2040;teoll;79
saasto;2040;varast;67
saasto;2040;muut;57
saasto;2041;erpien;22
saasto;2041;rivita;23
saasto;2041;askert;21
saasto;2041;liike;0
saasto;2041;tsto;24
saasto;2041;liiken;25
saasto;2041;hoito;22
saasto;2041;kokoon;0
saasto;2041;opetus;0
saasto;2041;teoll;79
saasto;2041;varast;67
saasto;2041;muut;57
saasto;2042;erpien;22
saasto;2042;rivita;23
saasto;2042;askert;21
saasto;2042;liike;0
saasto;2042;tsto;24
saasto;2042;liiken;25
saasto;2042;hoito;22
saasto;2042;kokoon;0
saasto;2042;opetus;0
saasto;2042;teoll;79
saasto;2042;varast;67
saasto;2042;muut;57
saasto;2043;erpien;22
saasto;2043;rivita;23
saasto;2043;askert;21
saasto;2043;liike;0
saasto;2043;tsto;23
saasto;2043;liiken;24
saasto;2043;hoito;22
saasto;2043;kokoon;0
saasto;2043;opetus;0
saasto;2043;teoll;79
saasto;2043;varast;67
saasto;2043;muut;57
saasto;2044;erpien;22
saasto;2044;rivita;23
saasto;2044;askert;20
saasto;2044;liike;0
saasto;2044;tsto;23
saasto;2044;liiken;24
saasto;2044;hoito;22
saasto;2044;kokoon;0
saasto;2044;opetus;0
saasto;2044;teoll;79
saasto;2044;varast;67
saasto;2044;muut;57
saasto;2045;erpien;22
saasto;2045;rivita;22
saasto;2045;askert;20
saasto;2045;liike;0
saasto;2045;tsto;23
saasto;2045;liiken;24
saasto;2045;hoito;21
saasto;2045;kokoon;0
saasto;2045;opetus;0
saasto;2045;teoll;79
saasto;2045;varast;67
saasto;2045;muut;57
saasto;2046;erpien;21
saasto;2046;rivita;22
saasto;2046;askert;20
saasto;2046;liike;0
saasto;2046;tsto;23
saasto;2046;liiken;24
saasto;2046;hoito;21
saasto;2046;kokoon;0
saasto;2046;opetus;0
saasto;2046;teoll;79
saasto;2046;varast;67
saasto;2046;muut;57
saasto;2047;erpien;21
saasto;2047;rivita;22
saasto;2047;askert;20
saasto;2047;liike;0
saasto;2047;tsto;23
saasto;2047;liiken;23
saasto;2047;hoito;21
saasto;2047;kokoon;0
saasto;2047;opetus;0
saasto;2047;teoll;79
saasto;2047;varast;67
saasto;2047;muut;57
saasto;2048;erpien;21
saasto;2048;rivita;22
saasto;2048;askert;20
saasto;2048;liike;0
saasto;2048;tsto;22
saasto;2048;liiken;23
saasto;2048;hoito;21
saasto;2048;kokoon;0
saasto;2048;opetus;0
saasto;2048;teoll;79
saasto;2048;varast;67
saasto;2048;muut;57
saasto;2049;erpien;21
saasto;2049;rivita;22
saasto;2049;askert;19
saasto;2049;liike;0
saasto;2049;tsto;22
saasto;2049;liiken;23
saasto;2049;hoito;21
saasto;2049;kokoon;0
saasto;2049;opetus;0
saasto;2049;teoll;79
saasto;2049;varast;67
saasto;2049;muut;57
saasto;2050;erpien;21
saasto;2050;rivita;21
saasto;2050;askert;19
saasto;2050;liike;0
saasto;2050;tsto;22
saasto;2050;liiken;23
saasto;2050;hoito;21
saasto;2050;kokoon;0
saasto;2050;opetus;0
saasto;2050;teoll;79
saasto;2050;varast;67
saasto;2050;muut;57
pysahdys;9999;erpien;29
pysahdys;9999;rivita;31
pysahdys;9999;askert;30
pysahdys;9999;liike;34
pysahdys;9999;tsto;5
pysahdys;9999;liiken;4
pysahdys;9999;hoito;27
pysahdys;9999;kokoon;6
pysahdys;9999;opetus;9
pysahdys;9999;teoll;0
pysahdys;9999;varast;4
pysahdys;9999;muut;8
pysahdys;1920;erpien;29
pysahdys;1920;rivita;35
pysahdys;1920;askert;35
pysahdys;1920;liike;35
pysahdys;1920;tsto;5
pysahdys;1920;liiken;4
pysahdys;1920;hoito;27
pysahdys;1920;kokoon;6
pysahdys;1920;opetus;10
pysahdys;1920;teoll;0
pysahdys;1920;varast;4
pysahdys;1920;muut;8
pysahdys;1929;erpien;29
pysahdys;1929;rivita;35
pysahdys;1929;askert;35
pysahdys;1929;liike;35
pysahdys;1929;tsto;5
pysahdys;1929;liiken;4
pysahdys;1929;hoito;27
pysahdys;1929;kokoon;6
pysahdys;1929;opetus;10
pysahdys;1929;teoll;0
pysahdys;1929;varast;4
pysahdys;1929;muut;8
pysahdys;1939;erpien;29
pysahdys;1939;rivita;35
pysahdys;1939;askert;35
pysahdys;1939;liike;35
pysahdys;1939;tsto;5
pysahdys;1939;liiken;5
pysahdys;1939;hoito;27
pysahdys;1939;kokoon;6
pysahdys;1939;opetus;10
pysahdys;1939;teoll;0
pysahdys;1939;varast;4
pysahdys;1939;muut;8
pysahdys;1949;erpien;29
pysahdys;1949;rivita;34
pysahdys;1949;askert;35
pysahdys;1949;liike;35
pysahdys;1949;tsto;5
pysahdys;1949;liiken;0
pysahdys;1949;hoito;27
pysahdys;1949;kokoon;6
pysahdys;1949;opetus;10
pysahdys;1949;teoll;0
pysahdys;1949;varast;4
pysahdys;1949;muut;8
pysahdys;1959;erpien;29
pysahdys;1959;rivita;34
pysahdys;1959;askert;34
pysahdys;1959;liike;35
pysahdys;1959;tsto;5
pysahdys;1959;liiken;4
pysahdys;1959;hoito;27
pysahdys;1959;kokoon;6
pysahdys;1959;opetus;10
pysahdys;1959;teoll;0
pysahdys;1959;varast;4
pysahdys;1959;muut;8
pysahdys;1969;erpien;29
pysahdys;1969;rivita;33
pysahdys;1969;askert;33
pysahdys;1969;liike;35
pysahdys;1969;tsto;5
pysahdys;1969;liiken;5
pysahdys;1969;hoito;27
pysahdys;1969;kokoon;6
pysahdys;1969;opetus;10
pysahdys;1969;teoll;0
pysahdys;1969;varast;4
pysahdys;1969;muut;8
pysahdys;1979;erpien;29
pysahdys;1979;rivita;31
pysahdys;1979;askert;31
pysahdys;1979;liike;34
pysahdys;1979;tsto;5
pysahdys;1979;liiken;5
pysahdys;1979;hoito;27
pysahdys;1979;kokoon;6
pysahdys;1979;opetus;9
pysahdys;1979;teoll;0
pysahdys;1979;varast;4
pysahdys;1979;muut;8
pysahdys;1989;erpien;28
pysahdys;1989;rivita;30
pysahdys;1989;askert;29
pysahdys;1989;liike;34
pysahdys;1989;tsto;5
pysahdys;1989;liiken;4
pysahdys;1989;hoito;27
pysahdys;1989;kokoon;6
pysahdys;1989;opetus;9
pysahdys;1989;teoll;0
pysahdys;1989;varast;4
pysahdys;1989;muut;8
pysahdys;1999;erpien;31
pysahdys;1999;rivita;32
pysahdys;1999;askert;30
pysahdys;1999;liike;34
pysahdys;1999;tsto;5
pysahdys;1999;liiken;3
pysahdys;1999;hoito;27
pysahdys;1999;kokoon;6
pysahdys;1999;opetus;9
pysahdys;1999;teoll;0
pysahdys;1999;varast;4
pysahdys;1999;muut;8
pysahdys;2009;erpien;29
pysahdys;2009;rivita;30
pysahdys;2009;askert;28
pysahdys;2009;liike;33
pysahdys;2009;tsto;5
pysahdys;2009;liiken;4
pysahdys;2009;hoito;26
pysahdys;2009;kokoon;6
pysahdys;2009;opetus;9
pysahdys;2009;teoll;0
pysahdys;2009;varast;4
pysahdys;2009;muut;8
pysahdys;2010;erpien;27
pysahdys;2010;rivita;29
pysahdys;2010;askert;26
pysahdys;2010;liike;33
pysahdys;2010;tsto;3
pysahdys;2010;liiken;2
pysahdys;2010;hoito;26
pysahdys;2010;kokoon;6
pysahdys;2010;opetus;8
pysahdys;2010;teoll;0
pysahdys;2010;varast;4
pysahdys;2010;muut;8
pysahdys;2018;erpien;27
pysahdys;2018;rivita;29
pysahdys;2018;askert;26
pysahdys;2018;liike;33
pysahdys;2018;tsto;3
pysahdys;2018;liiken;2
pysahdys;2018;hoito;26
pysahdys;2018;kokoon;6
pysahdys;2018;opetus;8
pysahdys;2018;teoll;8
pysahdys;2018;varast;4
pysahdys;2018;muut;8
pysahdys;2019;erpien;27
pysahdys;2019;rivita;29
pysahdys;2019;askert;26
pysahdys;2019;liike;33
pysahdys;2019;tsto;3
pysahdys;2019;liiken;2
pysahdys;2019;hoito;26
pysahdys;2019;kokoon;6
pysahdys;2019;opetus;8
pysahdys;2019;teoll;8
pysahdys;2019;varast;4
pysahdys;2019;muut;8
pysahdys;2020;erpien;27
pysahdys;2020;rivita;29
pysahdys;2020;askert;26
pysahdys;2020;liike;33
pysahdys;2020;tsto;3
pysahdys;2020;liiken;2
pysahdys;2020;hoito;26
pysahdys;2020;kokoon;6
pysahdys;2020;opetus;8
pysahdys;2020;teoll;8
pysahdys;2020;varast;4
pysahdys;2020;muut;8
pysahdys;2021;erpien;27
pysahdys;2021;rivita;28
pysahdys;2021;askert;26
pysahdys;2021;liike;32
pysahdys;2021;tsto;3
pysahdys;2021;liiken;2
pysahdys;2021;hoito;26
pysahdys;2021;kokoon;6
pysahdys;2021;opetus;8
pysahdys;2021;teoll;8
pysahdys;2021;varast;4
pysahdys;2021;muut;8
pysahdys;2022;erpien;27
pysahdys;2022;rivita;28
pysahdys;2022;askert;25
pysahdys;2022;liike;32
pysahdys;2022;tsto;3
pysahdys;2022;liiken;2
pysahdys;2022;hoito;25
pysahdys;2022;kokoon;6
pysahdys;2022;opetus;8
pysahdys;2022;teoll;8
pysahdys;2022;varast;4
pysahdys;2022;muut;8
pysahdys;2023;erpien;27
pysahdys;2023;rivita;28
pysahdys;2023;askert;25
pysahdys;2023;liike;32
pysahdys;2023;tsto;3
pysahdys;2023;liiken;2
pysahdys;2023;hoito;25
pysahdys;2023;kokoon;6
pysahdys;2023;opetus;8
pysahdys;2023;teoll;8
pysahdys;2023;varast;4
pysahdys;2023;muut;8
pysahdys;2024;erpien;27
pysahdys;2024;rivita;28
pysahdys;2024;askert;25
pysahdys;2024;liike;32
pysahdys;2024;tsto;3
pysahdys;2024;liiken;2
pysahdys;2024;hoito;25
pysahdys;2024;kokoon;6
pysahdys;2024;opetus;8
pysahdys;2024;teoll;8
pysahdys;2024;varast;4
pysahdys;2024;muut;8
pysahdys;2025;erpien;27
pysahdys;2025;rivita;28
pysahdys;2025;askert;25
pysahdys;2025;liike;32
pysahdys;2025;tsto;3
pysahdys;2025;liiken;2
pysahdys;2025;hoito;25
pysahdys;2025;kokoon;6
pysahdys;2025;opetus;8
pysahdys;2025;teoll;8
pysahdys;2025;varast;4
pysahdys;2025;muut;8
pysahdys;2026;erpien;27
pysahdys;2026;rivita;28
pysahdys;2026;askert;25
pysahdys;2026;liike;32
pysahdys;2026;tsto;3
pysahdys;2026;liiken;2
pysahdys;2026;hoito;25
pysahdys;2026;kokoon;6
pysahdys;2026;opetus;8
pysahdys;2026;teoll;8
pysahdys;2026;varast;4
pysahdys;2026;muut;8
pysahdys;2027;erpien;26
pysahdys;2027;rivita;28
pysahdys;2027;askert;25
pysahdys;2027;liike;32
pysahdys;2027;tsto;3
pysahdys;2027;liiken;2
pysahdys;2027;hoito;25
pysahdys;2027;kokoon;6
pysahdys;2027;opetus;8
pysahdys;2027;teoll;8
pysahdys;2027;varast;4
pysahdys;2027;muut;8
pysahdys;2028;erpien;26
pysahdys;2028;rivita;27
pysahdys;2028;askert;25
pysahdys;2028;liike;31
pysahdys;2028;tsto;3
pysahdys;2028;liiken;2
pysahdys;2028;hoito;25
pysahdys;2028;kokoon;6
pysahdys;2028;opetus;8
pysahdys;2028;teoll;7
pysahdys;2028;varast;4
pysahdys;2028;muut;7
pysahdys;2029;erpien;26
pysahdys;2029;rivita;27
pysahdys;2029;askert;24
pysahdys;2029;liike;31
pysahdys;2029;tsto;3
pysahdys;2029;liiken;2
pysahdys;2029;hoito;24
pysahdys;2029;kokoon;6
pysahdys;2029;opetus;8
pysahdys;2029;teoll;7
pysahdys;2029;varast;4
pysahdys;2029;muut;7
pysahdys;2030;erpien;26
pysahdys;2030;rivita;27
pysahdys;2030;askert;24
pysahdys;2030;liike;31
pysahdys;2030;tsto;3
pysahdys;2030;liiken;2
pysahdys;2030;hoito;24
pysahdys;2030;kokoon;6
pysahdys;2030;opetus;8
pysahdys;2030;teoll;7
pysahdys;2030;varast;4
pysahdys;2030;muut;7
pysahdys;2031;erpien;26
pysahdys;2031;rivita;27
pysahdys;2031;askert;24
pysahdys;2031;liike;31
pysahdys;2031;tsto;3
pysahdys;2031;liiken;2
pysahdys;2031;hoito;24
pysahdys;2031;kokoon;6
pysahdys;2031;opetus;8
pysahdys;2031;teoll;7
pysahdys;2031;varast;4
pysahdys;2031;muut;7
pysahdys;2032;erpien;26
pysahdys;2032;rivita;27
pysahdys;2032;askert;24
pysahdys;2032;liike;31
pysahdys;2032;tsto;3
pysahdys;2032;liiken;2
pysahdys;2032;hoito;24
pysahdys;2032;kokoon;6
pysahdys;2032;opetus;8
pysahdys;2032;teoll;7
pysahdys;2032;varast;4
pysahdys;2032;muut;7
pysahdys;2033;erpien;25
pysahdys;2033;rivita;26
pysahdys;2033;askert;24
pysahdys;2033;liike;31
pysahdys;2033;tsto;3
pysahdys;2033;liiken;2
pysahdys;2033;hoito;24
pysahdys;2033;kokoon;5
pysahdys;2033;opetus;8
pysahdys;2033;teoll;7
pysahdys;2033;varast;4
pysahdys;2033;muut;7
pysahdys;2034;erpien;25
pysahdys;2034;rivita;26
pysahdys;2034;askert;24
pysahdys;2034;liike;31
pysahdys;2034;tsto;3
pysahdys;2034;liiken;2
pysahdys;2034;hoito;24
pysahdys;2034;kokoon;5
pysahdys;2034;opetus;8
pysahdys;2034;teoll;7
pysahdys;2034;varast;4
pysahdys;2034;muut;7
pysahdys;2035;erpien;25
pysahdys;2035;rivita;26
pysahdys;2035;askert;23
pysahdys;2035;liike;31
pysahdys;2035;tsto;3
pysahdys;2035;liiken;2
pysahdys;2035;hoito;24
pysahdys;2035;kokoon;5
pysahdys;2035;opetus;8
pysahdys;2035;teoll;7
pysahdys;2035;varast;4
pysahdys;2035;muut;7
pysahdys;2036;erpien;25
pysahdys;2036;rivita;26
pysahdys;2036;askert;23
pysahdys;2036;liike;31
pysahdys;2036;tsto;3
pysahdys;2036;liiken;2
pysahdys;2036;hoito;24
pysahdys;2036;kokoon;5
pysahdys;2036;opetus;8
pysahdys;2036;teoll;7
pysahdys;2036;varast;4
pysahdys;2036;muut;7
pysahdys;2037;erpien;25
pysahdys;2037;rivita;26
pysahdys;2037;askert;23
pysahdys;2037;liike;30
pysahdys;2037;tsto;3
pysahdys;2037;liiken;2
pysahdys;2037;hoito;24
pysahdys;2037;kokoon;5
pysahdys;2037;opetus;8
pysahdys;2037;teoll;7
pysahdys;2037;varast;4
pysahdys;2037;muut;7
pysahdys;2038;erpien;24
pysahdys;2038;rivita;25
pysahdys;2038;askert;23
pysahdys;2038;liike;30
pysahdys;2038;tsto;3
pysahdys;2038;liiken;2
pysahdys;2038;hoito;24
pysahdys;2038;kokoon;5
pysahdys;2038;opetus;8
pysahdys;2038;teoll;7
pysahdys;2038;varast;4
pysahdys;2038;muut;7
pysahdys;2039;erpien;24
pysahdys;2039;rivita;25
pysahdys;2039;askert;23
pysahdys;2039;liike;30
pysahdys;2039;tsto;3
pysahdys;2039;liiken;2
pysahdys;2039;hoito;24
pysahdys;2039;kokoon;5
pysahdys;2039;opetus;8
pysahdys;2039;teoll;7
pysahdys;2039;varast;3
pysahdys;2039;muut;7
pysahdys;2040;erpien;24
pysahdys;2040;rivita;25
pysahdys;2040;askert;22
pysahdys;2040;liike;30
pysahdys;2040;tsto;3
pysahdys;2040;liiken;2
pysahdys;2040;hoito;24
pysahdys;2040;kokoon;5
pysahdys;2040;opetus;8
pysahdys;2040;teoll;7
pysahdys;2040;varast;3
pysahdys;2040;muut;7
pysahdys;2041;erpien;24
pysahdys;2041;rivita;25
pysahdys;2041;askert;22
pysahdys;2041;liike;30
pysahdys;2041;tsto;3
pysahdys;2041;liiken;2
pysahdys;2041;hoito;24
pysahdys;2041;kokoon;5
pysahdys;2041;opetus;8
pysahdys;2041;teoll;7
pysahdys;2041;varast;3
pysahdys;2041;muut;7
pysahdys;2042;erpien;24
pysahdys;2042;rivita;25
pysahdys;2042;askert;22
pysahdys;2042;liike;30
pysahdys;2042;tsto;3
pysahdys;2042;liiken;2
pysahdys;2042;hoito;24
pysahdys;2042;kokoon;5
pysahdys;2042;opetus;8
pysahdys;2042;teoll;7
pysahdys;2042;varast;3
pysahdys;2042;muut;7
pysahdys;2043;erpien;23
pysahdys;2043;rivita;24
pysahdys;2043;askert;22
pysahdys;2043;liike;30
pysahdys;2043;tsto;3
pysahdys;2043;liiken;2
pysahdys;2043;hoito;24
pysahdys;2043;kokoon;5
pysahdys;2043;opetus;7
pysahdys;2043;teoll;7
pysahdys;2043;varast;3
pysahdys;2043;muut;7
pysahdys;2044;erpien;23
pysahdys;2044;rivita;24
pysahdys;2044;askert;22
pysahdys;2044;liike;30
pysahdys;2044;tsto;3
pysahdys;2044;liiken;2
pysahdys;2044;hoito;23
pysahdys;2044;kokoon;5
pysahdys;2044;opetus;7
pysahdys;2044;teoll;7
pysahdys;2044;varast;3
pysahdys;2044;muut;7
pysahdys;2045;erpien;23
pysahdys;2045;rivita;24
pysahdys;2045;askert;21
pysahdys;2045;liike;30
pysahdys;2045;tsto;3
pysahdys;2045;liiken;2
pysahdys;2045;hoito;23
pysahdys;2045;kokoon;5
pysahdys;2045;opetus;7
pysahdys;2045;teoll;7
pysahdys;2045;varast;3
pysahdys;2045;muut;7
pysahdys;2046;erpien;23
pysahdys;2046;rivita;24
pysahdys;2046;askert;21
pysahdys;2046;liike;30
pysahdys;2046;tsto;3
pysahdys;2046;liiken;2
pysahdys;2046;hoito;23
pysahdys;2046;kokoon;5
pysahdys;2046;opetus;7
pysahdys;2046;teoll;7
pysahdys;2046;varast;3
pysahdys;2046;muut;7
pysahdys;2047;erpien;23
pysahdys;2047;rivita;23
