scenario;rakv;rakennus_tyyppi;vesi_kwh_m2
kasvu;1939;tsto;5
kasvu;1939;liiken;5
kasvu;1939;hoito;27
kasvu;1939;kokoon;6
kasvu;1939;opetus;10
kasvu;1939;teoll;0
kasvu;1939;varast;4
kasvu;1939;muut;8
kasvu;1949;erpien;29
kasvu;1949;rivita;34
kasvu;1949;askert;35
kasvu;1949;liike;35
kasvu;1949;tsto;5
kasvu;1949;liiken;0
kasvu;1949;hoito;27
kasvu;1949;kokoon;6
kasvu;1949;opetus;10
kasvu;1949;teoll;0
kasvu;1949;varast;4
kasvu;1949;muut;8
kasvu;1959;erpien;29
kasvu;1959;rivita;34
kasvu;1959;askert;34
kasvu;1959;liike;35
kasvu;1959;tsto;5
kasvu;1959;liiken;4
kasvu;1959;hoito;27
kasvu;1959;kokoon;6
kasvu;1959;opetus;10
kasvu;1959;teoll;0
kasvu;1959;varast;4
kasvu;1959;muut;8
kasvu;1969;erpien;29
kasvu;1969;rivita;33
kasvu;1969;askert;33
kasvu;1969;liike;35
kasvu;1969;tsto;5
kasvu;1969;liiken;5
kasvu;1969;hoito;27
kasvu;1969;kokoon;6
kasvu;1969;opetus;10
kasvu;1969;teoll;0
kasvu;1969;varast;4
kasvu;1969;muut;8
kasvu;1979;erpien;29
kasvu;1979;rivita;31
kasvu;1979;askert;31
kasvu;1979;liike;34
kasvu;1979;tsto;5
kasvu;1979;liiken;5
kasvu;1979;hoito;27
kasvu;1979;kokoon;6
kasvu;1979;opetus;9
kasvu;1979;teoll;0
kasvu;1979;varast;4
kasvu;1979;muut;8
kasvu;1989;erpien;28
kasvu;1989;rivita;30
kasvu;1989;askert;29
kasvu;1989;liike;34
kasvu;1989;tsto;5
kasvu;1989;liiken;4
kasvu;1989;hoito;27
kasvu;1989;kokoon;6
kasvu;1989;opetus;9
kasvu;1989;teoll;0
kasvu;1989;varast;4
kasvu;1989;muut;8
kasvu;1999;erpien;31
kasvu;1999;rivita;32
kasvu;1999;askert;30
kasvu;1999;liike;34
kasvu;1999;tsto;5
kasvu;1999;liiken;3
kasvu;1999;hoito;27
kasvu;1999;kokoon;6
kasvu;1999;opetus;9
kasvu;1999;teoll;0
kasvu;1999;varast;4
kasvu;1999;muut;8
kasvu;2009;erpien;29
kasvu;2009;rivita;30
kasvu;2009;askert;28
kasvu;2009;liike;33
kasvu;2009;tsto;5
kasvu;2009;liiken;4
kasvu;2009;hoito;26
kasvu;2009;kokoon;6
kasvu;2009;opetus;9
kasvu;2009;teoll;0
kasvu;2009;varast;4
kasvu;2009;muut;8
kasvu;2010;erpien;27
kasvu;2010;rivita;29
kasvu;2010;askert;26
kasvu;2010;liike;33
kasvu;2010;tsto;3
kasvu;2010;liiken;2
kasvu;2010;hoito;26
kasvu;2010;kokoon;6
kasvu;2010;opetus;8
kasvu;2010;teoll;0
kasvu;2010;varast;4
kasvu;2010;muut;8
kasvu;2018;erpien;27
kasvu;2018;rivita;29
kasvu;2018;askert;26
kasvu;2018;liike;33
kasvu;2018;tsto;3
kasvu;2018;liiken;2
kasvu;2018;hoito;26
kasvu;2018;kokoon;6
kasvu;2018;opetus;8
kasvu;2018;teoll;8
kasvu;2018;varast;4
kasvu;2018;muut;8
kasvu;2019;erpien;27
kasvu;2019;rivita;29
kasvu;2019;askert;26
kasvu;2019;liike;33
kasvu;2019;tsto;3
kasvu;2019;liiken;2
kasvu;2019;hoito;26
kasvu;2019;kokoon;6
kasvu;2019;opetus;8
kasvu;2019;teoll;8
kasvu;2019;varast;4
kasvu;2019;muut;8
kasvu;2020;erpien;27
kasvu;2020;rivita;29
kasvu;2020;askert;26
kasvu;2020;liike;33
kasvu;2020;tsto;3
kasvu;2020;liiken;2
kasvu;2020;hoito;26
kasvu;2020;kokoon;6
kasvu;2020;opetus;8
kasvu;2020;teoll;8
kasvu;2020;varast;4
kasvu;2020;muut;8
kasvu;2021;erpien;27
kasvu;2021;rivita;28
kasvu;2021;askert;25
kasvu;2021;liike;32
kasvu;2021;tsto;3
kasvu;2021;liiken;2
kasvu;2021;hoito;26
kasvu;2021;kokoon;6
kasvu;2021;opetus;8
kasvu;2021;teoll;8
kasvu;2021;varast;4
kasvu;2021;muut;8
kasvu;2022;erpien;27
kasvu;2022;rivita;28
kasvu;2022;askert;25
kasvu;2022;liike;32
kasvu;2022;tsto;3
kasvu;2022;liiken;2
kasvu;2022;hoito;25
kasvu;2022;kokoon;6
kasvu;2022;opetus;8
kasvu;2022;teoll;8
kasvu;2022;varast;4
kasvu;2022;muut;8
kasvu;2023;erpien;27
kasvu;2023;rivita;28
kasvu;2023;askert;25
kasvu;2023;liike;32
kasvu;2023;tsto;3
kasvu;2023;liiken;2
kasvu;2023;hoito;25
kasvu;2023;kokoon;6
kasvu;2023;opetus;8
kasvu;2023;teoll;8
kasvu;2023;varast;4
kasvu;2023;muut;8
kasvu;2024;erpien;26
kasvu;2024;rivita;27
kasvu;2024;askert;25
kasvu;2024;liike;32
kasvu;2024;tsto;3
kasvu;2024;liiken;2
kasvu;2024;hoito;25
kasvu;2024;kokoon;6
kasvu;2024;opetus;8
kasvu;2024;teoll;8
kasvu;2024;varast;4
kasvu;2024;muut;8
kasvu;2025;erpien;26
kasvu;2025;rivita;27
kasvu;2025;askert;24
kasvu;2025;liike;32
kasvu;2025;tsto;3
kasvu;2025;liiken;2
kasvu;2025;hoito;25
kasvu;2025;kokoon;6
kasvu;2025;opetus;8
kasvu;2025;teoll;8
kasvu;2025;varast;4
kasvu;2025;muut;8
kasvu;2026;erpien;26
kasvu;2026;rivita;27
kasvu;2026;askert;24
kasvu;2026;liike;32
kasvu;2026;tsto;3
kasvu;2026;liiken;2
kasvu;2026;hoito;25
kasvu;2026;kokoon;6
kasvu;2026;opetus;8
kasvu;2026;teoll;8
kasvu;2026;varast;4
kasvu;2026;muut;8
kasvu;2027;erpien;25
kasvu;2027;rivita;27
kasvu;2027;askert;24
kasvu;2027;liike;32
kasvu;2027;tsto;3
kasvu;2027;liiken;2
kasvu;2027;hoito;25
kasvu;2027;kokoon;6
kasvu;2027;opetus;8
kasvu;2027;teoll;8
kasvu;2027;varast;4
kasvu;2027;muut;8
kasvu;2028;erpien;25
kasvu;2028;rivita;26
kasvu;2028;askert;24
kasvu;2028;liike;31
kasvu;2028;tsto;3
kasvu;2028;liiken;2
kasvu;2028;hoito;25
kasvu;2028;kokoon;6
kasvu;2028;opetus;8
kasvu;2028;teoll;7
kasvu;2028;varast;4
kasvu;2028;muut;7
kasvu;2029;erpien;25
kasvu;2029;rivita;26
kasvu;2029;askert;23
kasvu;2029;liike;31
kasvu;2029;tsto;3
kasvu;2029;liiken;2
kasvu;2029;hoito;24
kasvu;2029;kokoon;6
kasvu;2029;opetus;8
kasvu;2029;teoll;7
kasvu;2029;varast;4
kasvu;2029;muut;7
kasvu;2030;erpien;25
kasvu;2030;rivita;26
kasvu;2030;askert;23
kasvu;2030;liike;31
kasvu;2030;tsto;3
kasvu;2030;liiken;2
kasvu;2030;hoito;24
kasvu;2030;kokoon;6
kasvu;2030;opetus;8
kasvu;2030;teoll;7
kasvu;2030;varast;4
kasvu;2030;muut;7
kasvu;2031;erpien;25
kasvu;2031;rivita;26
kasvu;2031;askert;23
kasvu;2031;liike;31
kasvu;2031;tsto;3
kasvu;2031;liiken;2
kasvu;2031;hoito;24
kasvu;2031;kokoon;6
kasvu;2031;opetus;8
kasvu;2031;teoll;7
kasvu;2031;varast;4
kasvu;2031;muut;7
kasvu;2032;erpien;24
kasvu;2032;rivita;25
kasvu;2032;askert;23
kasvu;2032;liike;31
kasvu;2032;tsto;3
kasvu;2032;liiken;2
kasvu;2032;hoito;24
kasvu;2032;kokoon;5
kasvu;2032;opetus;8
kasvu;2032;teoll;7
kasvu;2032;varast;4
kasvu;2032;muut;7
kasvu;2033;erpien;24
kasvu;2033;rivita;25
kasvu;2033;askert;23
kasvu;2033;liike;31
kasvu;2033;tsto;3
kasvu;2033;liiken;2
kasvu;2033;hoito;24
kasvu;2033;kokoon;5
kasvu;2033;opetus;8
kasvu;2033;teoll;7
kasvu;2033;varast;4
kasvu;2033;muut;7
kasvu;2034;erpien;24
kasvu;2034;rivita;25
kasvu;2034;askert;23
kasvu;2034;liike;30
kasvu;2034;tsto;3
kasvu;2034;liiken;2
kasvu;2034;hoito;24
kasvu;2034;kokoon;5
kasvu;2034;opetus;8
kasvu;2034;teoll;7
kasvu;2034;varast;4
kasvu;2034;muut;7
kasvu;2035;erpien;24
kasvu;2035;rivita;25
kasvu;2035;askert;22
kasvu;2035;liike;30
kasvu;2035;tsto;3
kasvu;2035;liiken;2
kasvu;2035;hoito;24
kasvu;2035;kokoon;5
kasvu;2035;opetus;8
kasvu;2035;teoll;7
kasvu;2035;varast;4
kasvu;2035;muut;7
kasvu;2036;erpien;24
kasvu;2036;rivita;25
kasvu;2036;askert;22
kasvu;2036;liike;30
kasvu;2036;tsto;3
kasvu;2036;liiken;2
kasvu;2036;hoito;24
kasvu;2036;kokoon;5
kasvu;2036;opetus;8
kasvu;2036;teoll;7
kasvu;2036;varast;4
kasvu;2036;muut;7
kasvu;2037;erpien;24
kasvu;2037;rivita;25
kasvu;2037;askert;22
kasvu;2037;liike;30
kasvu;2037;tsto;3
kasvu;2037;liiken;2
kasvu;2037;hoito;23
kasvu;2037;kokoon;5
kasvu;2037;opetus;7
kasvu;2037;teoll;7
kasvu;2037;varast;4
kasvu;2037;muut;7
kasvu;2038;erpien;24
kasvu;2038;rivita;25
kasvu;2038;askert;22
kasvu;2038;liike;30
kasvu;2038;tsto;3
kasvu;2038;liiken;2
kasvu;2038;hoito;23
kasvu;2038;kokoon;5
kasvu;2038;opetus;7
kasvu;2038;teoll;7
kasvu;2038;varast;4
kasvu;2038;muut;7
kasvu;2039;erpien;23
kasvu;2039;rivita;24
kasvu;2039;askert;22
kasvu;2039;liike;30
kasvu;2039;tsto;3
kasvu;2039;liiken;2
kasvu;2039;hoito;23
kasvu;2039;kokoon;5
kasvu;2039;opetus;7
kasvu;2039;teoll;7
kasvu;2039;varast;3
kasvu;2039;muut;7
kasvu;2040;erpien;23
kasvu;2040;rivita;24
kasvu;2040;askert;22
kasvu;2040;liike;29
kasvu;2040;tsto;3
kasvu;2040;liiken;2
kasvu;2040;hoito;23
kasvu;2040;kokoon;5
kasvu;2040;opetus;7
kasvu;2040;teoll;7
kasvu;2040;varast;3
kasvu;2040;muut;7
kasvu;2041;erpien;23
kasvu;2041;rivita;24
kasvu;2041;askert;22
kasvu;2041;liike;29
kasvu;2041;tsto;3
kasvu;2041;liiken;2
kasvu;2041;hoito;23
kasvu;2041;kokoon;5
kasvu;2041;opetus;7
kasvu;2041;teoll;7
kasvu;2041;varast;3
kasvu;2041;muut;7
kasvu;2042;erpien;23
kasvu;2042;rivita;24
kasvu;2042;askert;22
kasvu;2042;liike;29
kasvu;2042;tsto;3
kasvu;2042;liiken;2
kasvu;2042;hoito;23
kasvu;2042;kokoon;5
kasvu;2042;opetus;7
kasvu;2042;teoll;7
kasvu;2042;varast;3
kasvu;2042;muut;7
kasvu;2043;erpien;23
kasvu;2043;rivita;24
kasvu;2043;askert;21
kasvu;2043;liike;29
kasvu;2043;tsto;3
kasvu;2043;liiken;2
kasvu;2043;hoito;23
kasvu;2043;kokoon;5
kasvu;2043;opetus;7
kasvu;2043;teoll;7
kasvu;2043;varast;3
kasvu;2043;muut;7
kasvu;2044;erpien;23
kasvu;2044;rivita;24
kasvu;2044;askert;21
kasvu;2044;liike;29
kasvu;2044;tsto;3
kasvu;2044;liiken;2
kasvu;2044;hoito;23
kasvu;2044;kokoon;5
kasvu;2044;opetus;7
kasvu;2044;teoll;7
kasvu;2044;varast;3
kasvu;2044;muut;7
kasvu;2045;erpien;23
kasvu;2045;rivita;24
kasvu;2045;askert;21
kasvu;2045;liike;29
kasvu;2045;tsto;3
kasvu;2045;liiken;2
kasvu;2045;hoito;22
kasvu;2045;kokoon;5
kasvu;2045;opetus;7
kasvu;2045;teoll;7
kasvu;2045;varast;3
kasvu;2045;muut;7
kasvu;2046;erpien;22
kasvu;2046;rivita;23
kasvu;2046;askert;21
kasvu;2046;liike;28
kasvu;2046;tsto;3
kasvu;2046;liiken;2
kasvu;2046;hoito;22
kasvu;2046;kokoon;5
kasvu;2046;opetus;7
kasvu;2046;teoll;7
kasvu;2046;varast;3
kasvu;2046;muut;7
kasvu;2047;erpien;22
kasvu;2047;rivita;23
kasvu;2047;askert;21
kasvu;2047;liike;28
kasvu;2047;tsto;3
kasvu;2047;liiken;2
kasvu;2047;hoito;22
kasvu;2047;kokoon;5
kasvu;2047;opetus;7
kasvu;2047;teoll;7
kasvu;2047;varast;3
kasvu;2047;muut;7
kasvu;2048;erpien;22
kasvu;2048;rivita;23
kasvu;2048;askert;21
kasvu;2048;liike;28
kasvu;2048;tsto;3
kasvu;2048;liiken;2
kasvu;2048;hoito;22
kasvu;2048;kokoon;5
kasvu;2048;opetus;7
kasvu;2048;teoll;7
kasvu;2048;varast;3
kasvu;2048;muut;7
kasvu;2049;erpien;22
kasvu;2049;rivita;23
kasvu;2049;askert;21
kasvu;2049;liike;28
kasvu;2049;tsto;3
kasvu;2049;liiken;2
kasvu;2049;hoito;22
kasvu;2049;kokoon;5
kasvu;2049;opetus;7
kasvu;2049;teoll;7
kasvu;2049;varast;3
kasvu;2049;muut;7
kasvu;2050;erpien;22
kasvu;2050;rivita;23
kasvu;2050;askert;21
kasvu;2050;liike;28
kasvu;2050;tsto;3
kasvu;2050;liiken;2
kasvu;2050;hoito;22
kasvu;2050;kokoon;5
kasvu;2050;opetus;7
kasvu;2050;teoll;7
kasvu;2050;varast;3
kasvu;2050;muut;7
muutos;9999;erpien;29
muutos;9999;rivita;31
muutos;9999;askert;30
muutos;9999;liike;34
muutos;9999;tsto;5
muutos;9999;liiken;4
muutos;9999;hoito;27
muutos;9999;kokoon;6
muutos;9999;opetus;9
muutos;9999;teoll;0
muutos;9999;varast;4
muutos;9999;muut;8
muutos;1920;erpien;29
muutos;1920;rivita;35
muutos;1920;askert;35
muutos;1920;liike;35
muutos;1920;tsto;5
muutos;1920;liiken;4
muutos;1920;hoito;27
muutos;1920;kokoon;6
muutos;1920;opetus;10
muutos;1920;teoll;0
muutos;1920;varast;4
muutos;1920;muut;8
muutos;1929;erpien;29
muutos;1929;rivita;35
muutos;1929;askert;35
muutos;1929;liike;35
muutos;1929;tsto;5
muutos;1929;liiken;4
muutos;1929;hoito;27
muutos;1929;kokoon;6
muutos;1929;opetus;10
muutos;1929;teoll;0
muutos;1929;varast;4
muutos;1929;muut;8
muutos;1939;erpien;29
muutos;1939;rivita;35
muutos;1939;askert;35
muutos;1939;liike;35
muutos;1939;tsto;5
muutos;1939;liiken;5
muutos;1939;hoito;27
muutos;1939;kokoon;6
muutos;1939;opetus;10
muutos;1939;teoll;0
muutos;1939;varast;4
muutos;1939;muut;8
muutos;1949;erpien;29
muutos;1949;rivita;34
muutos;1949;askert;35
muutos;1949;liike;35
muutos;1949;tsto;5
muutos;1949;liiken;0
muutos;1949;hoito;27
muutos;1949;kokoon;6
muutos;1949;opetus;10
muutos;1949;teoll;0
muutos;1949;varast;4
muutos;1949;muut;8
muutos;1959;erpien;29
muutos;1959;rivita;34
muutos;1959;askert;34
muutos;1959;liike;35
muutos;1959;tsto;5
muutos;1959;liiken;4
muutos;1959;hoito;27
muutos;1959;kokoon;6
muutos;1959;opetus;10
muutos;1959;teoll;0
muutos;1959;varast;4
muutos;1959;muut;8
muutos;1969;erpien;29
muutos;1969;rivita;33
muutos;1969;askert;33
muutos;1969;liike;35
muutos;1969;tsto;5
muutos;1969;liiken;5
muutos;1969;hoito;27
muutos;1969;kokoon;6
muutos;1969;opetus;10
muutos;1969;teoll;0
muutos;1969;varast;4
muutos;1969;muut;8
muutos;1979;erpien;29
muutos;1979;rivita;31
muutos;1979;askert;31
muutos;1979;liike;34
muutos;1979;tsto;5
muutos;1979;liiken;5
muutos;1979;hoito;27
muutos;1979;kokoon;6
muutos;1979;opetus;9
muutos;1979;teoll;0
muutos;1979;varast;4
muutos;1979;muut;8
muutos;1989;erpien;28
muutos;1989;rivita;30
muutos;1989;askert;29
muutos;1989;liike;34
muutos;1989;tsto;5
muutos;1989;liiken;4
muutos;1989;hoito;27
muutos;1989;kokoon;6
muutos;1989;opetus;9
muutos;1989;teoll;0
muutos;1989;varast;4
muutos;1989;muut;8
muutos;1999;erpien;31
muutos;1999;rivita;32
muutos;1999;askert;30
muutos;1999;liike;34
muutos;1999;tsto;5
muutos;1999;liiken;3
muutos;1999;hoito;27
muutos;1999;kokoon;6
muutos;1999;opetus;9
muutos;1999;teoll;0
muutos;1999;varast;4
muutos;1999;muut;8
muutos;2009;erpien;29
muutos;2009;rivita;30
muutos;2009;askert;28
muutos;2009;liike;33
muutos;2009;tsto;5
muutos;2009;liiken;4
muutos;2009;hoito;26
muutos;2009;kokoon;6
muutos;2009;opetus;9
muutos;2009;teoll;0
muutos;2009;varast;4
muutos;2009;muut;8
muutos;2010;erpien;27
muutos;2010;rivita;29
muutos;2010;askert;26
muutos;2010;liike;33
muutos;2010;tsto;3
muutos;2010;liiken;2
muutos;2010;hoito;26
muutos;2010;kokoon;6
muutos;2010;opetus;8
muutos;2010;teoll;0
muutos;2010;varast;4
muutos;2010;muut;8
muutos;2018;erpien;27
muutos;2018;rivita;29
muutos;2018;askert;26
muutos;2018;liike;33
muutos;2018;tsto;3
muutos;2018;liiken;2
muutos;2018;hoito;26
muutos;2018;kokoon;6
muutos;2018;opetus;8
muutos;2018;teoll;8
muutos;2018;varast;4
muutos;2018;muut;8
muutos;2019;erpien;27
muutos;2019;rivita;29
muutos;2019;askert;26
muutos;2019;liike;33
muutos;2019;tsto;3
muutos;2019;liiken;2
muutos;2019;hoito;26
muutos;2019;kokoon;6
muutos;2019;opetus;8
muutos;2019;teoll;8
muutos;2019;varast;4
muutos;2019;muut;8
muutos;2020;erpien;27
muutos;2020;rivita;29
muutos;2020;askert;26
muutos;2020;liike;33
muutos;2020;tsto;3
muutos;2020;liiken;2
muutos;2020;hoito;26
muutos;2020;kokoon;6
muutos;2020;opetus;8
muutos;2020;teoll;8
muutos;2020;varast;4
muutos;2020;muut;8
muutos;2021;erpien;27
muutos;2021;rivita;28
muutos;2021;askert;25
muutos;2021;liike;32
muutos;2021;tsto;3
muutos;2021;liiken;2
muutos;2021;hoito;26
muutos;2021;kokoon;6
muutos;2021;opetus;8
muutos;2021;teoll;8
muutos;2021;varast;4
muutos;2021;muut;8
muutos;2022;erpien;27
muutos;2022;rivita;28
muutos;2022;askert;25
muutos;2022;liike;32
muutos;2022;tsto;3
muutos;2022;liiken;2
muutos;2022;hoito;25
muutos;2022;kokoon;6
muutos;2022;opetus;8
muutos;2022;teoll;8
muutos;2022;varast;4
muutos;2022;muut;8
muutos;2023;erpien;27
muutos;2023;rivita;28
muutos;2023;askert;25
muutos;2023;liike;32
muutos;2023;tsto;3
muutos;2023;liiken;2
muutos;2023;hoito;25
muutos;2023;kokoon;6
muutos;2023;opetus;8
muutos;2023;teoll;8
muutos;2023;varast;4
muutos;2023;muut;8
muutos;2024;erpien;26
muutos;2024;rivita;27
muutos;2024;askert;25
muutos;2024;liike;32
muutos;2024;tsto;3
muutos;2024;liiken;2
muutos;2024;hoito;25
muutos;2024;kokoon;6
muutos;2024;opetus;8
muutos;2024;teoll;8
muutos;2024;varast;4
muutos;2024;muut;8
muutos;2025;erpien;26
muutos;2025;rivita;27
muutos;2025;askert;24
muutos;2025;liike;32
muutos;2025;tsto;3
muutos;2025;liiken;2
muutos;2025;hoito;25
muutos;2025;kokoon;6
muutos;2025;opetus;8
muutos;2025;teoll;8
muutos;2025;varast;4
muutos;2025;muut;8
muutos;2026;erpien;26
muutos;2026;rivita;27
muutos;2026;askert;24
muutos;2026;liike;32
muutos;2026;tsto;3
muutos;2026;liiken;2
muutos;2026;hoito;25
muutos;2026;kokoon;6
muutos;2026;opetus;8
muutos;2026;teoll;8
muutos;2026;varast;4
muutos;2026;muut;8
muutos;2027;erpien;25
muutos;2027;rivita;27
muutos;2027;askert;24
muutos;2027;liike;32
muutos;2027;tsto;3
muutos;2027;liiken;2
muutos;2027;hoito;25
muutos;2027;kokoon;6
muutos;2027;opetus;8
muutos;2027;teoll;8
muutos;2027;varast;4
muutos;2027;muut;8
muutos;2028;erpien;25
muutos;2028;rivita;26
muutos;2028;askert;24
muutos;2028;liike;31
muutos;2028;tsto;3
muutos;2028;liiken;2
muutos;2028;hoito;25
muutos;2028;kokoon;6
muutos;2028;opetus;8
muutos;2028;teoll;7
muutos;2028;varast;4
muutos;2028;muut;7
muutos;2029;erpien;25
muutos;2029;rivita;26
muutos;2029;askert;23
muutos;2029;liike;31
muutos;2029;tsto;3
muutos;2029;liiken;2
muutos;2029;hoito;24
muutos;2029;kokoon;6
muutos;2029;opetus;8
muutos;2029;teoll;7
muutos;2029;varast;4
muutos;2029;muut;7
muutos;2030;erpien;25
muutos;2030;rivita;26
muutos;2030;askert;23
muutos;2030;liike;31
muutos;2030;tsto;3
muutos;2030;liiken;2
muutos;2030;hoito;24
muutos;2030;kokoon;6
muutos;2030;opetus;8
muutos;2030;teoll;7
muutos;2030;varast;4
muutos;2030;muut;7
muutos;2031;erpien;24
muutos;2031;rivita;25
muutos;2031;askert;23
muutos;2031;liike;31
muutos;2031;tsto;3
muutos;2031;liiken;2
muutos;2031;hoito;24
muutos;2031;kokoon;5
muutos;2031;opetus;8
muutos;2031;teoll;7
muutos;2031;varast;4
muutos;2031;muut;7
muutos;2032;erpien;24
muutos;2032;rivita;25
muutos;2032;askert;23
muutos;2032;liike;31
muutos;2032;tsto;3
muutos;2032;liiken;2
muutos;2032;hoito;24
muutos;2032;kokoon;5
muutos;2032;opetus;8
muutos;2032;teoll;7
muutos;2032;varast;4
muutos;2032;muut;7
muutos;2033;erpien;24
muutos;2033;rivita;25
muutos;2033;askert;23
muutos;2033;liike;30
muutos;2033;tsto;3
muutos;2033;liiken;2
muutos;2033;hoito;24
muutos;2033;kokoon;5
muutos;2033;opetus;8
muutos;2033;teoll;7
muutos;2033;varast;4
muutos;2033;muut;7
muutos;2034;erpien;24
muutos;2034;rivita;25
muutos;2034;askert;22
muutos;2034;liike;30
muutos;2034;tsto;3
muutos;2034;liiken;2
muutos;2034;hoito;24
muutos;2034;kokoon;5
muutos;2034;opetus;8
muutos;2034;teoll;7
muutos;2034;varast;4
muutos;2034;muut;7
muutos;2035;erpien;24
muutos;2035;rivita;25
muutos;2035;askert;22
muutos;2035;liike;30
muutos;2035;tsto;3
muutos;2035;liiken;2
muutos;2035;hoito;23
muutos;2035;kokoon;5
muutos;2035;opetus;7
muutos;2035;teoll;7
muutos;2035;varast;4
muutos;2035;muut;7
muutos;2036;erpien;23
muutos;2036;rivita;24
muutos;2036;askert;22
muutos;2036;liike;30
muutos;2036;tsto;3
muutos;2036;liiken;2
muutos;2036;hoito;23
muutos;2036;kokoon;5
muutos;2036;opetus;7
muutos;2036;teoll;7
muutos;2036;varast;4
muutos;2036;muut;7
muutos;2037;erpien;23
muutos;2037;rivita;24
muutos;2037;askert;22
muutos;2037;liike;29
muutos;2037;tsto;3
muutos;2037;liiken;2
muutos;2037;hoito;23
muutos;2037;kokoon;5
muutos;2037;opetus;7
muutos;2037;teoll;7
muutos;2037;varast;4
muutos;2037;muut;7
muutos;2038;erpien;23
muutos;2038;rivita;24
muutos;2038;askert;22
muutos;2038;liike;29
muutos;2038;tsto;3
muutos;2038;liiken;2
muutos;2038;hoito;23
muutos;2038;kokoon;5
muutos;2038;opetus;7
muutos;2038;teoll;7
muutos;2038;varast;4
muutos;2038;muut;7
muutos;2039;erpien;23
muutos;2039;rivita;24
muutos;2039;askert;21
muutos;2039;liike;29
muutos;2039;tsto;3
muutos;2039;liiken;2
muutos;2039;hoito;23
muutos;2039;kokoon;5
muutos;2039;opetus;7
muutos;2039;teoll;7
muutos;2039;varast;3
muutos;2039;muut;7
muutos;2040;erpien;23
muutos;2040;rivita;24
muutos;2040;askert;21
muutos;2040;liike;29
muutos;2040;tsto;3
muutos;2040;liiken;2
muutos;2040;hoito;22
muutos;2040;kokoon;5
muutos;2040;opetus;7
muutos;2040;teoll;7
muutos;2040;varast;3
muutos;2040;muut;7
muutos;2041;erpien;22
muutos;2041;rivita;23
muutos;2041;askert;21
muutos;2041;liike;28
muutos;2041;tsto;3
muutos;2041;liiken;2
muutos;2041;hoito;22
muutos;2041;kokoon;5
muutos;2041;opetus;7
muutos;2041;teoll;7
muutos;2041;varast;3
muutos;2041;muut;7
muutos;2042;erpien;22
muutos;2042;rivita;23
muutos;2042;askert;21
muutos;2042;liike;28
muutos;2042;tsto;3
muutos;2042;liiken;2
muutos;2042;hoito;22
muutos;2042;kokoon;5
muutos;2042;opetus;7
muutos;2042;teoll;7
muutos;2042;varast;3
muutos;2042;muut;7
muutos;2043;erpien;22
muutos;2043;rivita;23
muutos;2043;askert;21
muutos;2043;liike;28
muutos;2043;tsto;3
muutos;2043;liiken;2
muutos;2043;hoito;22
muutos;2043;kokoon;5
muutos;2043;opetus;7
muutos;2043;teoll;7
muutos;2043;varast;3
muutos;2043;muut;7
muutos;2044;erpien;22
muutos;2044;rivita;23
muutos;2044;askert;20
muutos;2044;liike;28
muutos;2044;tsto;3
muutos;2044;liiken;2
muutos;2044;hoito;22
muutos;2044;kokoon;5
muutos;2044;opetus;7
muutos;2044;teoll;7
muutos;2044;varast;3
muutos;2044;muut;7
muutos;2045;erpien;22
muutos;2045;rivita;22
muutos;2045;askert;20
muutos;2045;liike;27
muutos;2045;tsto;3
muutos;2045;liiken;2
muutos;2045;hoito;21
muutos;2045;kokoon;5
muutos;2045;opetus;7
muutos;2045;teoll;7
muutos;2045;varast;3
muutos;2045;muut;7
muutos;2046;erpien;21
muutos;2046;rivita;22
muutos;2046;askert;20
muutos;2046;liike;27
muutos;2046;tsto;3
muutos;2046;liiken;2
muutos;2046;hoito;21
muutos;2046;kokoon;5
muutos;2046;opetus;7
muutos;2046;teoll;7
muutos;2046;varast;3
muutos;2046;muut;7
muutos;2047;erpien;21
muutos;2047;rivita;22
muutos;2047;askert;20
muutos;2047;liike;27
muutos;2047;tsto;3
muutos;2047;liiken;2
muutos;2047;hoito;21
muutos;2047;kokoon;5
muutos;2047;opetus;7
muutos;2047;teoll;7
muutos;2047;varast;3
muutos;2047;muut;7
muutos;2048;erpien;21
muutos;2048;rivita;22
muutos;2048;askert;20
muutos;2048;liike;27
muutos;2048;tsto;3
muutos;2048;liiken;2
muutos;2048;hoito;21
muutos;2048;kokoon;5
muutos;2048;opetus;7
muutos;2048;teoll;7
muutos;2048;varast;3
muutos;2048;muut;7
muutos;2049;erpien;21
muutos;2049;rivita;22
muutos;2049;askert;19
muutos;2049;liike;26
muutos;2049;tsto;3
muutos;2049;liiken;2
muutos;2049;hoito;21
muutos;2049;kokoon;5
muutos;2049;opetus;7
muutos;2049;teoll;7
muutos;2049;varast;3
muutos;2049;muut;7
muutos;2050;erpien;21
muutos;2050;rivita;21
muutos;2050;askert;19
muutos;2050;liike;26
muutos;2050;tsto;3
muutos;2050;liiken;2
muutos;2050;hoito;21
muutos;2050;kokoon;5
muutos;2050;opetus;7
muutos;2050;teoll;7
muutos;2050;varast;3
muutos;2050;muut;7
saasto;9999;erpien;29
saasto;9999;rivita;31
saasto;9999;askert;30
saasto;9999;liike;0
saasto;9999;tsto;29
saasto;9999;liiken;31
saasto;9999;hoito;30
saasto;9999;kokoon;0
saasto;9999;opetus;0
saasto;9999;teoll;159
saasto;9999;varast;151
saasto;9999;muut;135
saasto;1920;erpien;29
saasto;1920;rivita;35
saasto;1920;askert;35
saasto;1920;liike;0
